category,app_name,instruction_template,final_query,槽位信息,is_train,模型输出,模型输出_csv,,,,,,,,
搜索,快手,在快手中搜索商城中的<搜索内容>按价格从低到高排序,在快手视频里搜索手机壳，怎么按价格从低到高排序啊？YoYo你知道吗？,<搜索内容：手机壳>,0,<Plan>#搜索#在$快手$中搜索手机壳并按照价格从低到高排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索手机壳并按照价格从低到高排序,搜索,快手",,,,,,,,
搜索,快手,在快手中搜索商城中的<搜索内容>按价格从低到高排序,YoYo，我想在快手商城里找儿童玩具，怎么操作才能按价格从低到高看？,<搜索内容：儿童玩具>,0,<Plan>#搜索#在$快手$中搜索儿童玩具并按价格从低到高排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索儿童玩具并按价格从低到高排序,搜索,快手",,,,,,,,
搜索,快手,在快手中搜索商城中的<搜索内容>按价格从高到低排序,在快手上找一下商城里的蓝牙耳机，按价格从高到低排。,<搜索内容：蓝牙耳机>,0,<Plan>#搜索#在$快手$中搜索蓝牙耳机并按价格从高到低排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索蓝牙耳机并按价格从高到低排序,搜索,快手",,,,,,,,
搜索,快手,在快手中搜索商城中的<搜索内容>按价格从高到低排序,YoYo，能帮我打开快手，搜索手机壳，并按价格从高到低排序吗？,<搜索内容：手机壳>,0,<Plan>#搜索#在$快手$中搜索手机壳并按价格从高到低排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索手机壳并按价格从高到低排序,搜索,快手",,,,,,,,
搜索,快手,在快手中搜索商城中的<搜索内容>按价格从高到低排序,我想在快手短视频里找些贵一点的茶具，你能帮我按价格从高到低排序吗？,<搜索内容：贵一点的茶具>,0,<Plan>#搜索#在$快手$中搜索贵一点的茶具并按价格从高到低排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索贵一点的茶具并按价格从高到低排序,搜索,快手",,,,,,,,
搜索,快手,在快手中搜索商城中的<搜索内容>按价格从高到低排序,快手app里有没有价格高的运动鞋推荐？给我搜一下。,<搜索内容：运动鞋>,1,<Plan>#搜索#在$快手$中搜索运动鞋按价格从高到低排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索运动鞋按价格从高到低排序,搜索,快手",,,,,,,,
搜索,快手,在快手中搜索商城中的<搜索内容>按价格从高到低排序,快手能不能搜红酒还按价格从高到低排？,<搜索内容：红酒>,1,<Plan>#搜索#在$快手$中搜索红酒并按价格从高到低排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索红酒并按价格从高到低排序,搜索,快手",,,,,,,,
搜索,快手,在快手中搜索商城店铺<搜索内容>,帮我看看快手里有没有我喜欢的良品铺子店？,<搜索内容：良品铺子店>,0,<Plan>#搜索#在$快手$中查看良品铺子店</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中查看良品铺子店,搜索,快手",,,,,,,,
搜索,快手,在快手中搜索商城店铺<搜索内容>,快手视频里能搜到无印良品官方店铺吗？,<搜索内容：无印良品官方店铺>,1,<Plan>#搜索#在$快手$中搜索无印良品官方店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索无印良品官方店铺,搜索,快手",,,,,,,,
搜索,快手,在快手中搜索商城店铺<搜索内容>,YoYo，快帮我找找快手里的家居用品店铺。,<搜索内容：家居用品店铺>,0,<Plan>#搜索#在$快手$中搜索家居用品店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索家居用品店铺,搜索,快手",,,,,,,,
搜索,快手,在快手中搜索商城店铺<搜索内容>,我想在快手app上找一家卖宠物用品的店铺，有推荐的吗？,<搜索内容：宠物用品>,1,<Plan>#搜索#在$快手$中搜索卖宠物用品的店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索卖宠物用品的店铺,搜索,快手",,,,,,,,
搜索,快手,在快手中搜索商城店铺<搜索内容>,快手短视频里面有没有类似优衣库这样的服装品牌店？,<搜索内容：类似优衣库这样的服装品牌店>,0,<Plan>#搜索#在$快手$中搜索类似优衣库的服装品牌店</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索类似优衣库的服装品牌店,搜索,快手",,,,,,,,
搜索,快手,在快手中查看商城搜索历史,我想在快手视频里查看我之前搜索过的商品记录。,无,0,<Plan>#搜索#在$快手$中查看我之前搜索过的商品记录</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中查看我之前搜索过的商品记录,搜索,快手",,,,,,,,
搜索,快手,在快手中查看商城搜索历史,YoYo，帮我查一下我在快手app里的商城搜索历史。,无,0,<Plan>#搜索#在$快手$中查看搜索历史</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中查看商城搜索历史,搜索,快手",,,,,,,,
搜索,快手,在快手中查看商城搜索历史,快手里能看商城的搜索记录吗？,无,0,<Plan>#搜索#在$快手$中查看搜索记录</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中查看商城搜索记录,搜索,快手",,,,,,,,
搜索,快手,在快手中查看商城搜索历史,YoYo，我在快手商城上之前搜过的东西在哪查看呀？,无,1,<Plan>#搜索#在$快手$中查看搜索历史</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中查看商城搜索历史,搜索,快手",,,,,,,,
搜索,快手,在快手中查看商城搜索历史,请在我的快手短视频应用中找到商城的搜索历史。,无,1,<Plan>#搜索#在$快手$中查看搜索历史</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中查看商城搜索历史,搜索,快手",,,,,,,,
搜索,快手,在快手中清除商城搜索历史,我在快手视频里搜索过几个商品，怎么清除我的商城搜索记录啊？,无,1,<Plan>#搜索#在$快手$中清除商城搜索记录</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中清除商城搜索记录,搜索,快手",,,,,,,,
搜索,快手,在快手中清除商城搜索历史,YoYo，帮我把快手里的商城搜索历史清空一下呗！,无,0,<Plan>#搜索#在$快手$中清理商城搜索历史</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中清理商城搜索历史,搜索,快手",,,,,,,,
搜索,快手,在快手中清除商城搜索历史,快手怎么删掉之前的购物搜索记录？,无,0,<Plan>#搜索#在$快手$中清理购物搜索记录</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中清理购物搜索记录,搜索,快手",,,,,,,,
搜索,快手,在快手中清除商城搜索历史,YoYo，我在快手里有点隐私不想留痕，那个商城的搜索历史能删掉吗？,无,1,<Plan>#清理#在$快手$中清理搜索历史</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中清理商城搜索历史,清理,快手",,,,,,,,
搜索,快手,在快手中清除商城搜索历史,快手app里面的商城搜索记录可以清除吗？不想让别人看到我搜过啥。,无,0,<Plan>#搜索#在$快手$中清除搜索记录</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中清除商城搜索记录,搜索,快手",,,,,,,,
搜索,快手,在快手中使用拍照找相似功能,我在快手app里怎么找不到拍照找相似这个功能？,无,1,<Plan>#搜索#在$快手$中搜索拍照找相似功能</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索拍照找相似功能,搜索,快手",,,,,,,,
搜索,快手,在快手中使用拍照找相似功能,YoYo，帮我看看快手里有没有拍照找相似功能。,无,0,<Plan>#搜索#在$快手$中搜索拍照找相似功能</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中搜索拍照找相似功能,搜索,快手",,,,,,,,
搜索,快手,在快手中使用拍照找相似功能,快手上能不能用图片搜索商品啊？就是那种拍一拍找同款的功能。,无,0,<Plan>#搜索#在$快手$中使用拍照搜索同款商品</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中使用拍照搜索同款商品,搜索,快手",,,,,,,,
搜索,快手,在快手中使用拍照找相似功能,YoYo助手，教我怎么在快手里使用拍照找相似吧！,无,0,<Plan>#搜索#在$快手$中使用拍照找相似</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中使用拍照找相似,搜索,快手",,,,,,,,
搜索,快手,在快手中使用拍照找相似功能,哎呀，快手里有像淘宝那样的拍照搜同款功能吗？,无,1,<Plan>#搜索#在$快手$中使用拍照搜同款功能</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中使用拍照搜同款功能,搜索,快手",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>,帮我打开快手极速版的商城，搜索一下美的电饭煲。,<搜索内容：美的电饭煲>,1,<Plan>#搜索#在$快手极速版$中搜索美的电饭煲</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中的商城搜索美的电饭煲,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>,YoYo，我在快手极速商城里找不到我要的半身裙，你帮我搜一下“韩版修身半身裙”行吗？,<搜索内容：韩版修身半身裙>,0,<Plan>#搜索#在$快手极速版$中搜索韩版修身半身裙</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中的商城搜索韩版修身半身裙,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>,我想在快手极速版的商城里搜一件毛呢外套，你帮我搜索一下,<搜索内容：毛呢外套>,0,<Plan>#搜索#在$快手极速版$中搜索毛呢外套</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中的商城搜索毛呢外套,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>,快手极速版商城有护眼台灯吗？帮我找几个。,<搜索内容：护眼台灯>,0,<Plan>#搜索#在$快手极速版$中搜索护眼台灯</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中的商城搜索护眼台灯,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>,快！在快手极速版的商城给我搜这个：小米手环7。,<搜索内容：小米手环7>,1,<Plan>#搜索#在$快手极速版$中搜索小米手环7</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中的商城搜索小米手环7,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按综合排序,帮我用快手极速版搜一下夏季连衣裙，要按综合排序哦。,<搜索内容：夏季连衣裙>,1,<Plan>#搜索#在$快手极速版$中搜索夏季连衣裙按综合排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索夏季连衣裙按综合排序,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按综合排序,YoYo，快帮我打开快手极速版搜索“蓝牙耳机”，按综合排序显示！,<搜索内容：蓝牙耳机>,1,<Plan>#搜索#在$快手极速版$中搜索蓝牙耳机按综合排序显示</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索蓝牙耳机按综合排序显示,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按综合排序,快手极速里面有没有什么值得买的防晒霜？帮我通过综合排序找找看。,<搜索内容：防晒霜>,0,<Plan>#搜索#在$快手极速版$中搜索值得买的防晒霜并综合排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索值得买的防晒霜并综合排序,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按综合排序,YoYo助手，我想要在快手极速版商城里找儿童玩具，就按综合排序排好！,<搜索内容：儿童玩具>,0,<Plan>#搜索#在$快手极速版$中搜索儿童玩具并按照综合排序查看结果</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索儿童玩具并按照综合排序查看结果,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按综合排序,你能在极速版快手里帮我查一下综合排序靠前的凉鞋吗？,<搜索内容：凉鞋>,0,<Plan>#搜索#在$快手极速版$中搜索综合排序靠前的凉鞋</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索综合排序靠前的凉鞋,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按销量排序,在快手极速版里帮我找一下夏季凉鞋，要按销量排序的。,<搜索内容：夏季凉鞋>,0,<Plan>#搜索#在$快手极速版$中搜索夏季凉鞋并按销量排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索夏季凉鞋并按销量排序,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按销量排序,YoYo，快帮我搜一下快手极速版里的蓝牙耳机，按销量排！,<搜索内容：蓝牙耳机>,1,<Plan>#搜索#在$快手极速版$中搜索蓝牙耳机按销量排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索蓝牙耳机按销量排序,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按销量排序,快手极速版商城里面能搜得到防晒霜吗？要销量最高的。,<搜索内容：防晒霜>,1,<Plan>#搜索#在$快手极速版$中搜索防晒霜并按销量最高排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索防晒霜并按销量最高排序,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按销量排序,YoYo助手，我想在快手极速版买个电风扇，你帮我找下销量排行榜！,<搜索内容：电风扇>,0,<Plan>#搜索#在$快手极速版$中搜索电风扇并按照销量排行显示</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索电风扇并按照销量排行显示,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按销量排序,快手极速版里有没有卖狗狗零食的？直接给我看销量最高的！,<搜索内容：狗狗零食>,0,<Plan>#搜索#在$快手极速版$中搜索狗狗零食并查看销量最高</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索狗狗零食并查看销量最高,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按价格从低到高排序,帮我用快手极速版找一下商城里的蓝牙耳机，按价格从低到高排序。,<搜索内容：蓝牙耳机>,1,<Plan>#搜索#在$快手极速版$中搜索蓝牙耳机按价格从低到高排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索蓝牙耳机按价格从低到高排序,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按价格从低到高排序,YoYo，快帮我搜一下快手极速里面有没有手机支架，按照价格从低到高排序。,<搜索内容：手机支架>,0,<Plan>#搜索#在$快手极速版$中搜索便手机支架并按照价格从低到高排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索便手机支架并按照价格从低到高排序,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按价格从低到高排序,在极速版快手里面搜索最便宜的拖鞋，能不能按价格排序啊？,<搜索内容：拖鞋>,1,<Plan>#搜索#在$快手极速版$中搜索拖鞋按价格从低到高排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索拖鞋按价格从低到高排序,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按价格从低到高排序,我想在快手极速版里找点便宜好货，比如水杯这种，你能帮我查一下吗，显示价格从低到高排序的结果。,<搜索内容：水杯>,0,<Plan>#搜索#在$快手极速版$中搜索水杯并查看价格从低到高排序的结果</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索水杯并查看价格从低到高排序的结果,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按价格从低到高排序,快手极速版里能搜得到儿童绘本吗？最好是从低到高排好价的。,<搜索内容：儿童绘本>,0,<Plan>#搜索#在$快手极速版$中搜索儿童绘本并从低到高排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索儿童绘本并从低到高排序,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按价格从高到低排序,YoYo，帮我用快手极速版搜索商城里的蓝牙耳机，并按价格从高到低排序。,<搜索内容：蓝牙耳机>,1,<Plan>#搜索#在$快手极速版$中搜索蓝牙耳机并按价格从高到低排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索蓝牙耳机并按价格从高到低排序,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按价格从高到低排序,快手极速版里能不能搜到真皮沙发？记得让价格从高到低显示。,<搜索内容：真皮沙发>,0,<Plan>#搜索#在$快手极速版$中搜索真皮沙发并查看价格从高到底排序的结果</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索真皮沙发并查看价格从高到底排序的结果,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按价格从高到低排序,YoYo助手，快在极速版快手里找找有没有高端保温杯，要能按价格排序的，越贵越好。,<搜索内容：高端保温杯>,0,<Plan>#搜索#在$快手极速版$中搜索高端保温杯并按价格排序，越贵越好</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索高端保温杯并按价格排序，越贵越好,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按价格从高到低排序,想买个贵一点的空气炸锅，在快手极速版商城里怎么操作才能看到最贵的？,<搜索内容：空气炸锅>,1,<Plan>#搜索#在$快手极速版$中搜索空气炸锅按价格从高到低排序</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索空气炸锅按价格从高到低排序,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城中的<搜索内容>按价格从高到低排序,YoYo，我需要你在快手极速版中搜索数码相机，并按照价格从高到低排列出来。,<搜索内容：数码相机>,0,<Plan>#搜索#在$快手极速版$中搜索数码相机并按照价格从高到低排列</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索数码相机并按照价格从高到低排列,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城店铺<搜索内容>,帮我看看快手极速里面有没有卖复古风帆布包的店铺。,<搜索内容：复古风帆布包>,1,<Plan>#搜索#在$快手极速版$中搜索复古风帆布包店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索复古风帆布包店铺,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城店铺<搜索内容>,YoYo，快帮我找找快手极速版里有没有叫“怎么又停电”的店铺。,<搜索内容：怎么又停电>,0,<Plan>#搜索#在$快手极速版$中搜索叫“怎么又停电”的店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索叫“怎么又停电”的店铺,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城店铺<搜索内容>,我想在快手极速版里搜一个叫“小猫咪生活馆”的商城店铺，能帮我吗？,<搜索内容：小猫咪生活馆>,1,<Plan>#搜索#在$快手极速版$中搜索小猫咪生活馆店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索小猫咪生活馆店铺,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城店铺<搜索内容>,快手极速版里搜索“居家好物屋”这家店铺怎么搜不到啊？,<搜索内容：居家好物屋>,0,<Plan>#搜索#在$快手极速版$中搜索居家好物屋</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索居家好物屋,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中搜索商城店铺<搜索内容>,YoYo，立即在极速版快手搜索“夏日清凉风扇”相关的店铺。,<搜索内容：夏日清凉风扇>,0,<Plan>#搜索#在$快手极速版$中搜索夏日清凉风扇相关的店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索夏日清凉风扇相关的店铺,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中查看商城搜索历史,YoYo，帮我查一下我在快手极速商城里之前搜过什么。,无,0,<Plan>#搜索#在$快手极速版$中查看搜索历史</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中查看商城搜索历史,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中查看商城搜索历史,我想看看我在快手极速版商城里的搜索记录，能教我怎么操作吗？,无,0,<Plan>#搜索#在$快手极速版$中查看搜索记录</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中查看商城搜索记录,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中查看商城搜索历史,快告诉我，在极速版快手怎么查看商城的搜索历史？,无,1,<Plan>#搜索#在$快手极速版$中查看商城搜索历史</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中查看商城搜索历史,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中查看商城搜索历史,YoYo，我在快手极速版商城里之前的搜索记录在哪能看到？,无,0,<Plan>#搜索#在$快手极速版$中查看搜索记录</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中查看商城搜索记录,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中查看商城搜索历史,快手极速版商城的搜索历史在哪里查看啊？,无,1,<Plan>#搜索#在$快手极速版$中查看搜索历史</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中查看商城搜索历史,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中清除商城搜索历史,YoYo，快手极速版里怎么清除商城的搜索历史啊？,无,0,<Plan>#搜索#在$快手极速版$中清除商城搜索历史</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中清除商城搜索历史,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中清除商城搜索历史,快手极速版的商城搜索记录在哪里删呀？,无,0,<Plan>#搜索#在$快手极速版$中清理搜索记录</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中清理商城搜索记录,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中清除商城搜索历史,帮我清除一下快手极速里面商城的搜索历史。,无,1,<Plan>#搜索#在$快手极速版$中清理搜索历史</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中清理商城搜索历史,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中清除商城搜索历史,快手极速版商城搜索历史怎么清空？教我个方法！,无,1,<Plan>#搜索#在$快手极速版$中清理搜索历史</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中清理商城搜索历史,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中清除商城搜索历史,哎YoYo，我在快手极速版商城搜过的东西怎么删除记录？,无,0,<Plan>#搜索#在$快手极速版$中删除搜索记录</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中删除商城搜索记录,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中使用拍照找相似功能,我在快手极速里看到一个商品想用拍照找相似的功能，怎么操作啊？,无,0,<Plan>#搜索#在$快手极速版$中使用拍照找相似功能</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中使用拍照找相似功能,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中使用拍照找相似功能,YoYo，帮我看看在快手极速版里面怎么用拍照找相似功能。,无,0,<Plan>#搜索#在$快手极速版$中使用拍照找相似功能</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中使用拍照找相似功能,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中使用拍照找相似功能,快手极速版有没有类似淘宝那种拍照搜同款的功能？,无,0,<Plan>#搜索#在$快手极速版$中搜索拍照搜同款功能</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中搜索拍照搜同款功能,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中使用拍照找相似功能,帮我在极速版快手里打开拍照找相似的功能。,无,1,<Plan>#搜索#在$快手极速版$中打开拍照找相似的功能</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中打开拍照找相似的功能,搜索,快手极速版",,,,,,,,
搜索,快手极速版,在快手极速版中使用拍照找相似功能,YoYo助手，我现在在快手极速版上，想拍个照片找一模一样的商品，能帮我吗？,无,1,<Plan>#搜索#在$快手极速版$中拍摄照片查找相似商品</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中拍摄照片查找相似商品,搜索,快手极速版",,,,,,,,
搜索,拼多多,在拼多多中搜索<搜索内容>,YoYo，在拼夕夕帮我搜一款便携式小风扇。,<搜索内容：便携式小风扇>,0,<Plan>#搜索#在$拼多多$中搜索便携式小风扇</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中搜索便携式小风扇,搜索,拼多多",,,,,,,,
搜索,拼多多,在拼多多中搜索<搜索内容>,有没有在拼多多上卖的防水运动耳机推荐？,<搜索内容：防水运动耳机>,1,<Plan>#搜索#在$拼多多$中搜索防水运动耳机</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中搜索防水运动耳机,搜索,拼多多",,,,,,,,
搜索,拼多多,在拼多多中搜索<搜索内容>,YoYo，快帮我找找拼多多里面有没有减压玩具。,<搜索内容：减压玩具>,0,<Plan>#搜索#在$拼多多$中搜索减压玩具</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中搜索减压玩具,搜索,拼多多",,,,,,,,
搜索,拼多多,在拼多多中搜索<搜索内容>,YoYo，我想在PDD买个收纳箱，帮我搜索一下,<搜索内容：收纳箱>,0,<Plan>#搜索#在$拼多多$中搜索收纳箱</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中搜索收纳箱,搜索,拼多多",,,,,,,,
搜索,拼多多,在拼多多中搜索<搜索内容>,YoYo，直接带我去拼多多首页搜索“蓝牙耳机”。,<搜索内容：蓝牙耳机>,1,<Plan>#搜索#在$拼多多$中搜索蓝牙耳机</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中搜索蓝牙耳机,搜索,拼多多",,,,,,,,
搜索,拼多多,在拼多多中搜索<搜索内容>按综合排序,YoYo，在拼夕夕里帮我搜一下夏季凉鞋，按综合排序。,<搜索内容：夏季凉鞋>,0,<Plan>#搜索#在$拼多多$中搜索夏季凉鞋；按综合排序</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中搜索夏季凉鞋；按综合排序,搜索,拼多多",,,,,,,,
搜索,拼多多,在拼多多中搜索<搜索内容>按综合排序,我想在拼多多里面找一些收纳箱，我想要综合排序靠前的，帮我搜一下,<搜索内容：收纳箱>,0,<Plan>#搜索#在$拼多多$中搜索收纳箱并按照综合排序进行排序</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中搜索收纳箱并按照综合排序进行排序,搜索,拼多多",,,,,,,,
搜索,拼多多,在拼多多中搜索<搜索内容>按综合排序,YoYo，快帮我打开PDD搜索儿童玩具，要综合排序的。,<搜索内容：儿童玩具>,1,<Plan>#搜索#在$拼多多$中搜索儿童玩具按综合排序</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中搜索儿童玩具按综合排序,搜索,拼多多",,,,,,,,
搜索,拼多多,在拼多多中搜索<搜索内容>按综合排序,我想在拼多多看一下综合排序靠前的收纳箱,<搜索内容：收纳箱>,1,<Plan>#搜索#在$拼多多$中搜索收纳箱按综合排序</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中搜索收纳箱按综合排序,搜索,拼多多",,,,,,,,
搜索,拼多多,在拼多多中搜索<搜索内容>按综合排序,YoYo助手，我最近想买个蓝牙耳机，在拼夕夕上能帮我找找综合排序靠前的吗？,<搜索内容：蓝牙耳机>,0,<Plan>#搜索#在$拼多多$中搜索蓝牙耳机并按照综合排序进行排序</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中搜索蓝牙耳机并按照综合排序进行排序,搜索,拼多多",,,,,,,,
