user_input,ground_truth_output,model_output,overall_correct,bleu_1,bleu_2,bleu_3,bleu_4,rouge_1,rouge_2,rouge_l,gt_categories,model_categories,category_correct,gt_app_names,model_app_names,app_name_correct,delay_seconds
帮我查一下唯品会收藏夹里这周收藏的商品有哪些。,<Plan>#收藏#在$唯品会$中查看这周收藏的商品</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看这周收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['唯品会'],['唯品会'],1,2.6793
YoYo，快帮我看看唯品会上我这一个月收藏的商品有哪些。,<Plan>#收藏#在$唯品会$中查看一个月内收藏的商品</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看一个月内收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['唯品会'],['唯品会'],1,2.7258
查一下我在唯品会最近一个月收藏了哪些商品。,<Plan>#收藏#在$唯品会$中查看最近一个月收藏的商品</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看最近一个月的收藏</Plan><Finish>,0,1.0000,0.9268,0.8750,0.8462,0.9825,0.8919,0.9535,['收藏'],['收藏'],1,['唯品会'],['唯品会'],1,2.7262
唯品会上怎么查看我近三个月收藏的商品啊？,<Plan>#收藏#在$唯品会$中查看近三个月收藏的商品</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看近三个月的收藏商品</Plan><Finish>,0,1.0000,0.9286,0.8780,0.8500,1.0000,0.9189,0.9767,['收藏'],['收藏'],1,['唯品会'],['唯品会'],1,2.7755
帮我查一下唯品会里我最近三个月收藏的商品。,<Plan>#收藏#在$唯品会$中查看最近三个月收藏的商品</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看最近三个月收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['唯品会'],['唯品会'],1,2.6465
YoYo，快帮我看看唯品会上半年前收藏的商品还能找到吗？,<Plan>#收藏#在$唯品会$中查看上半年前收藏的商品</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看上半年前收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['唯品会'],['唯品会'],1,2.7104
在唯品会APP里怎么查看我半年前收藏的商品呢？,<Plan>#收藏#在$唯品会$中打开收藏夹，并筛选半年前收藏的商品</Plan><Finish>,<Plan>#收藏#在$唯品会$中查看半年前的收藏商品</Plan><Finish>,0,0.9524,0.8537,0.7750,0.7179,0.8475,0.7692,0.8571,['收藏'],['收藏'],1,['唯品会'],['唯品会'],1,2.9202
在得物潮流里搜索一下想要中的复古帆布鞋。,<Plan>#收藏#在$得物$中搜索想要中的复古帆布鞋</Plan><Finish>,<Plan>#搜索#在$得物$中搜索复古帆布鞋</Plan><Finish>,0,0.9474,0.8919,0.8333,0.7714,0.9057,0.8406,0.9000,['收藏'],['搜索'],0,['得物'],['得物'],1,2.4975
毒上找找我想要中的新款Supreme联名T恤,<Plan>#收藏#在$得物$中搜索想要中的新款Supreme联名T恤</Plan><Finish>,<Plan>#搜索#在$得物$中找新款Supreme联名T恤</Plan><Finish>,0,0.9778,0.9091,0.8372,0.7857,0.9118,0.8471,0.8842,['收藏'],['搜索'],0,['得物'],['得物'],1,2.8994
在抖音短视频里搜索运动鞋。,<Plan>#搜索#在$抖音$中搜索运动鞋</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索运动鞋</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.1365
帮我找找dy上的夏季连衣裙。,<Plan>#搜索#在$抖音$中搜索夏季连衣裙</Plan><Finish>,<Plan>#搜索#在$抖音$中查看夏季连衣裙</Plan><Finish>,0,0.9474,0.9189,0.8889,0.8571,0.9600,0.9231,0.9474,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.4688
在抖音短视频里搜索商城中的蓝牙耳机，按综合排序帮我找找。,<Plan>#搜索#在$抖音$中搜索蓝牙耳机并按综合排序</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索商城中的蓝牙耳机，按综合排序查找</Plan><Finish>,0,0.8571,0.7917,0.7234,0.6522,0.8889,0.8250,0.9130,['搜索'],['搜索'],1,['抖音'],['抖音'],1,3.1824
抖音能搜空气炸锅吗？按综合排序。,<Plan>#搜索#在$抖音$中搜索空气炸锅按综合排序</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索空气炸锅，按综合排序</Plan><Finish>,0,0.9767,0.9524,0.9268,0.9000,0.9825,0.9589,0.9882,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.7617
在抖音短视频里找一下商城中的蓝牙耳机，并按销量排序。,<Plan>#搜索#在$抖音$中搜索蓝牙耳机并按销量排序</Plan><Finish>,<Plan>#搜索#在$抖音$中查找商城中的蓝牙耳机并按销量排序</Plan><Finish>,0,0.8723,0.8478,0.8222,0.7955,0.9206,0.8861,0.9111,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.8266
YOYO，帮我到抖音的商城里搜索儿童玩具，然后按销量排序展示结果。,<Plan>#搜索#在$抖音$中搜索儿童玩具然后按销量排序展示结果</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索儿童玩具，并按销量排序</Plan><Finish>,0,0.9545,0.9070,0.8571,0.8049,0.8750,0.8500,0.9130,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.4778
在抖音短视频里找一下商城中的蓝牙耳机，并按价格从低到高排序。,<Plan>#搜索#在$抖音$中搜索蓝牙耳机并按价格从低到高排序</Plan><Finish>,<Plan>#搜索#在$抖音$中查找商城中的蓝牙耳机，并按价格从低到高排序</Plan><Finish>,0,0.8654,0.8235,0.7800,0.7347,0.9167,0.8636,0.9091,['搜索'],['搜索'],1,['抖音'],['抖音'],1,3.1745
YoYo，帮我打开dy，在商城搜索运动鞋然后按价格升序排列。,<Plan>#搜索#在$抖音$中搜索运动鞋并按价格升序排列</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索运动鞋并按价格升序排列</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.8328
在抖音短视频里找一下商城中的运动手表，按价格从高到低排序。,<Plan>#搜索#在$抖音$中搜索运动手表按价格从高到低排序</Plan><Finish>,<Plan>#搜索#在$抖音$中查找商城中的运动手表，并按价格从高到低排序</Plan><Finish>,0,0.8462,0.8039,0.7600,0.7143,0.9014,0.8506,0.8980,['搜索'],['搜索'],1,['抖音'],['抖音'],1,3.3172
YoYo，帮我查查抖音里的商城，搜索蓝牙耳机，并按价格从高到低排列。,<Plan>#搜索#在$抖音$中搜索蓝牙耳机并按价格从高到低排列</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索蓝牙耳机，并按价格从高到低排列</Plan><Finish>,0,0.9792,0.9574,0.9348,0.9111,0.9851,0.9639,0.9895,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.9081
在抖音短视频里能找到优衣库的官方店铺吗？,<Plan>#搜索#在$抖音$中搜索优衣库官方店铺</Plan><Finish>,<Plan>#搜索#在$抖音$中查找优衣库官方店铺</Plan><Finish>,0,0.9500,0.9231,0.8947,0.8649,0.9630,0.9275,0.9500,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.4492
帮我去dy搜索一下泡泡玛特的旗舰店。,<Plan>#搜索#在$抖音$中搜索泡泡玛特旗舰店</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索泡泡玛特的旗舰店</Plan><Finish>,0,0.9756,0.9500,0.9231,0.8947,0.9804,0.9565,0.9877,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.3860
在抖音短视频里搜索商城店铺家居用品店，并按综合排序。,<Plan>#搜索#在$抖音$中搜索商城店铺家居用品店并按综合排序</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索商城店铺家居用品店，并按综合排序</Plan><Finish>,0,0.9796,0.9583,0.9362,0.9130,0.9851,0.9647,0.9897,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.9850
YoYo，帮我到抖音找一找化妆品专卖店，记得按综合排序哦！,<Plan>#搜索#在$抖音$中搜索化妆品专卖店并按综合排序</Plan><Finish>,<Plan>#搜索#在$抖音$中找化妆品专卖店，并按综合排序</Plan><Finish>,0,0.9556,0.9091,0.8605,0.8095,0.9688,0.9114,0.9556,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.6298
在抖音短视频里搜索商城店铺“小米官方旗舰店”并按销量排序。,<Plan>#搜索#在$抖音$中搜索商城店铺“小米官方旗舰店”并按销量排序</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索商城店铺“小米官方旗舰店”并按销量排序</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['抖音'],['抖音'],1,3.2182
YOYO，帮我按销量排序查找抖音中的商城店铺“完美日记”。,<Plan>#搜索#在$抖音$中搜索完美日记店铺并按销量排序</Plan><Finish>,<Plan>#搜索#在$抖音$中按销量排序查找商城店铺“完美日记”</Plan><Finish>,0,0.8750,0.7872,0.6957,0.6222,0.8955,0.8049,0.7742,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.9246
在抖音短视频里搜一下商城店铺家居用品，然后按人气排序。,<Plan>#搜索#在$抖音$中搜索商城店铺家居用品然后按人气排序</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索商城店铺家居用品，并按人气排序</Plan><Finish>,0,0.9583,0.9362,0.9130,0.8889,0.9412,0.9286,0.9583,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.9550
YoYo助手，快帮我找找抖音里的美妆店铺，要人气最高的。,<Plan>#搜索#在$抖音$中搜索人气最高的美妆店铺</Plan><Finish>,<Plan>#搜索#在$抖音$中查找人气最高的美妆店铺</Plan><Finish>,0,0.9524,0.9268,0.9000,0.8718,0.9655,0.9315,0.9524,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.2884
YoYo，怎么在抖音里查看商城的搜索历史记录？,<Plan>#搜索#在$抖音$中查看商城搜索历史记录</Plan><Finish>,<Plan>#搜索#在$抖音$中查看商城的搜索历史记录</Plan><Finish>,0,0.9762,0.9512,0.9250,0.8974,0.9818,0.9577,0.9880,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.8239
在抖音短视频中，我之前搜索过的商品在哪里能找回来？,<Plan>#搜索#在$抖音$中查看商品搜索历史</Plan><Finish>,<Plan>#搜索#在$抖音$中查看历史搜索记录</Plan><Finish>,0,0.9487,0.8684,0.7838,0.7500,0.9200,0.8485,0.8974,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.4020
我在抖音短视频里怎么清除商城的搜索历史？,<Plan>#搜索#在$抖音$中清除商城搜索历史</Plan><Finish>,<Plan>#管理#在$抖音$中清除商城搜索历史</Plan><Finish>,0,0.9487,0.9211,0.8919,0.8611,0.9615,0.9254,0.9487,['搜索'],['管理'],0,['抖音'],['抖音'],1,2.4021
帮我清除一下抖音里面的商城搜索记录。,<Plan>#搜索#在$抖音$中清理商城搜索记录</Plan><Finish>,<Plan>#管理#在$抖音$中清除商城搜索记录</Plan><Finish>,0,0.9487,0.8684,0.8108,0.7500,0.9615,0.8657,0.9231,['搜索'],['管理'],0,['抖音'],['抖音'],1,2.4671
我在抖音商城里怎么找不到拍照找同款这个功能？,<Plan>#搜索#在$抖音$中查看拍照找同款功能</Plan><Finish>,<Plan>#搜索#在$抖音$中查找拍照找同款功能</Plan><Finish>,0,0.9750,0.9487,0.9211,0.8919,0.9818,0.9429,0.9750,['搜索'],['搜索'],1,['抖音'],['抖音'],1,2.6588
打开抖音，教我一下怎么用拍照找同款吧！,<Plan>#搜索#在$抖音$中使用拍照找同款功能</Plan><Finish>,<Plan>#启动#打开$抖音$<br>#搜索#在$抖音$中学习如何使用拍照找同款功能</Plan><Finish>,0,0.6897,0.6667,0.6429,0.6000,0.8485,0.8095,0.8163,['搜索'],"['启动', '搜索']",0,['抖音'],"['抖音', '抖音']",0,3.7352
在抖音极速版里帮我找一下运动耳机商品。,<Plan>#搜索#在$抖音极速版$中搜索运动耳机商品</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中找运动耳机商品</Plan><Finish>,0,0.9756,0.9500,0.9231,0.8947,0.9825,0.9444,0.9639,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.6561
你能帮我查查抖音极速版商城里有没有小米手环吗？,<Plan>#搜索#在$抖音极速版$中搜索小米手环</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中查找小米手环</Plan><Finish>,0,0.9500,0.9231,0.8947,0.8649,0.9630,0.9275,0.9500,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.6568
在抖音极速版里帮我找一下夏季连衣裙，按综合排序显示。,<Plan>#搜索#在$抖音极速版$中搜索夏季连衣裙按综合排序显示</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中找夏季连衣裙，按综合排序显示</Plan><Finish>,0,0.9583,0.9149,0.8696,0.8222,0.9714,0.9176,0.9583,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,3.2061
我想在极速版抖音搜索无线蓝牙耳机，你能帮我操作吗？,<Plan>#搜索#在$抖音极速版$中搜索无线蓝牙耳机</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中搜索无线蓝牙耳机</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.5197
在抖音极速版里帮我找一下蓝牙耳机，并按销量排序。,<Plan>#搜索#在$抖音极速版$中搜索蓝牙耳机并按销量排序</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中找蓝牙耳机并按销量排序</Plan><Finish>,0,0.9778,0.9545,0.9302,0.9048,0.9846,0.9500,0.9670,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.7328
YoYo，快帮我搜抖音极速版里的防晒霜，要能按销量排序的。,<Plan>#搜索#在$抖音极速版$中搜索防晒霜并按销量排序</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中搜索防晒霜，并按销量排序</Plan><Finish>,0,0.9783,0.9556,0.9318,0.9070,0.9841,0.9620,0.9890,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.7776
在抖音极速版里帮我找一下商城中的蓝牙耳机，并按价格从低到高排序。,<Plan>#搜索#在$抖音极速版$中搜索蓝牙耳机并按价格从低到高排序</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中查找商城中的蓝牙耳机，并按价格从低到高排序</Plan><Finish>,0,0.8727,0.8333,0.7925,0.7500,0.9231,0.8723,0.9143,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,3.4882
YoYo，我在极速版抖音商城里搜了“保温杯”，能不能给我按价格升序排一下？,<Plan>#搜索#在$抖音极速版$中搜索保温杯并按价格升序排列搜索结果</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中搜索保温杯并按价格升序排列</Plan><Finish>,0,1.0000,0.9783,0.9556,0.9318,0.9706,0.9412,0.9592,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.9028
在抖音极速版里帮我找一下蓝牙耳机，并按价格从高到低排序。,<Plan>#搜索#在$抖音极速版$中搜索蓝牙耳机按价格从高到低排序</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中查找蓝牙耳机并按价格从高到低排序</Plan><Finish>,0,0.9400,0.8980,0.8542,0.8085,0.9589,0.9091,0.9495,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,3.1907
YoYo，快在极速版抖音里搜“运动鞋”然后按价格从高到低排列给我看看。,<Plan>#搜索#在$抖音极速版$中搜索运动鞋并按价格从高到低排列</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中搜索“运动鞋”并按价格从高到低排列</Plan><Finish>,0,0.9608,0.9200,0.8776,0.8333,0.9722,0.9318,0.9800,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,3.3454
在抖音极速版里帮我找一下半亩花田这家店铺。,<Plan>#搜索#在$抖音极速版$中搜索半亩花田店铺</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中找半亩花田店铺</Plan><Finish>,0,0.9756,0.9500,0.9231,0.8947,0.9825,0.9444,0.9639,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.5345
我想在极速版抖音里看看有没有三只松鼠的官方店铺，能帮我查吗？,<Plan>#搜索#在$抖音极速版$中查看三只松鼠官方店铺</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中查找三只松鼠官方店铺</Plan><Finish>,0,0.9773,0.9535,0.9286,0.9024,0.9688,0.9487,0.9773,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.5327
在抖音极速版里找一下“小米官方旗舰店”，排序方式为综合。,<Plan>#搜索#在$抖音极速版$中搜索小米官方旗舰店按综合排序</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中找“小米官方旗舰店”，排序方式为综合</Plan><Finish>,0,0.8654,0.7843,0.7000,0.6531,0.9041,0.8090,0.8600,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.9249
帮我打开抖音极速版，搜索商城店铺“良品铺子”按综合排序。,<Plan>#搜索#在$抖音极速版$中搜索商城店铺“良品铺子”按综合排序</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中搜索商城店铺“良品铺子”并按综合排序</Plan><Finish>,0,0.9808,0.9608,0.9400,0.9184,0.9863,0.9670,0.9903,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,3.2806
在抖音极速版里搜一下“复古风女装店铺”怎么按销量排序？,<Plan>#搜索#在$抖音极速版$中搜索复古风女装店铺按照销量排序</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中搜索“复古风女装店铺”并按销量排序</Plan><Finish>,0,0.9412,0.8800,0.8367,0.7917,0.9444,0.8864,0.9600,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,3.0902
帮我打开极速版抖音，搜索数码配件店铺，然后按销量从高到低排序。,<Plan>#搜索#在$抖音极速版$中搜索数码配件店铺并按销量从高到低排序</Plan><Finish>,<Plan>#启动#打开$抖音极速版$<br>#搜索#在$抖音极速版$中搜索数码配件店铺<br>#排序#在$抖音极速版$中按销量从高到低排序</Plan><Finish>,0,0.6000,0.5833,0.5663,0.5366,0.9136,0.8462,0.7445,['搜索'],"['启动', '搜索', '排序']",0,['抖音极速版'],"['抖音极速版', '抖音极速版', '抖音极速版']",0,5.5208
在抖音极速版里搜一下“居家日用”店铺，按人气排序。,<Plan>#搜索#在$抖音极速版$中搜索居家日用店铺并按人气排序</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中搜索“居家日用”店铺，按人气排序</Plan><Finish>,0,0.9400,0.8776,0.8125,0.7660,0.9429,0.8837,0.9592,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,3.0888
YoYo，帮我找找抖音极速版里有没有“小米官方旗舰店”，按人气排前面的。,<Plan>#搜索#在$抖音极速版$中搜索小米官方旗舰店并按人气排序</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中查找“小米官方旗舰店”，按人气排序</Plan><Finish>,0,0.9020,0.8600,0.8163,0.7708,0.9189,0.8764,0.9200,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.9817
YoYo，快帮我查一下抖音极速版里的商城搜索记录。,<Plan>#搜索#在$抖音极速版$中查看商城搜索记录</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中查看商城搜索记录</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.4103
在极速版抖音里怎么找不到我之前搜过的商品历史？,<Plan>#搜索#在$抖音极速版$中查看搜索的商品历史</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中查看之前搜索过的商品历史</Plan><Finish>,0,0.9348,0.8889,0.8409,0.8140,0.9508,0.9091,0.9663,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.7049
抖音极速版里怎么清除商城的搜索记录啊？,<Plan>#搜索#在$抖音极速版$中清除商城搜索记录</Plan><Finish>,<Plan>#管理#在$抖音极速版$中清除商城搜索记录</Plan><Finish>,0,0.9524,0.9268,0.9000,0.8718,0.9655,0.9315,0.9524,['搜索'],['管理'],0,['抖音极速版'],['抖音极速版'],1,2.6605
帮我清除一下极速版抖音商城里的搜索历史。,<Plan>#搜索#在$抖音极速版$中清除商城里的搜索历史</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中清除搜索历史</Plan><Finish>,0,1.0000,0.9744,0.9474,0.9189,0.9286,0.9167,0.9524,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.3050
YoYo，我在抖音极速版里怎么找不到拍照找同款的功能入口？,<Plan>#搜索#在$抖音极速版$中搜索拍照找同款功能入口</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中查找拍照找同款功能入口</Plan><Finish>,0,0.9556,0.9318,0.9070,0.8810,0.9841,0.9367,0.9556,['搜索'],['搜索'],1,['抖音极速版'],['抖音极速版'],1,2.8500
打开抖音极速版，直接进商城使用拍照找同款怎么操作？,<Plan>#搜索#在$抖音极速版$中使用拍照找同款</Plan><Finish>,<Plan>#启动#打开$抖音极速版$<br>#搜索#在$抖音极速版$中使用拍照找同款功能</Plan><Finish>,0,0.6833,0.6610,0.6379,0.5965,0.8788,0.8333,0.8119,['搜索'],"['启动', '搜索']",0,['抖音极速版'],"['抖音极速版', '抖音极速版']",0,3.8096
帮我打开快手视频，在商城里搜一下防晒衣。,<Plan>#搜索#在$快手$中搜索商城里的防晒衣</Plan><Finish>,<Plan>#启动#打开$快手$<br>#搜索#在$快手$中搜索防晒衣</Plan><Finish>,0,0.7200,0.6939,0.6667,0.6170,0.8148,0.7838,0.8000,['搜索'],"['启动', '搜索']",0,['快手'],"['快手', '快手']",0,3.0609
快手app商城里能搜到小米手环吗？,<Plan>#搜索#在$快手$中搜索商城里的小米手环</Plan><Finish>,<Plan>#搜索#在$快手$中搜索小米手环</Plan><Finish>,0,1.0000,0.9722,0.9429,0.9118,0.9167,0.9091,0.9487,['搜索'],['搜索'],1,['快手'],['快手'],1,2.2241
在快手视频里帮我找一下智能降噪的蓝牙耳机，按综合排序。,<Plan>#搜索#在$快手$中搜索智能降噪的蓝牙耳机按综合排序</Plan><Finish>,<Plan>#搜索#在$快手$中查找智能降噪蓝牙耳机，按综合排序</Plan><Finish>,0,0.9362,0.8696,0.8000,0.7273,0.9412,0.8675,0.9362,['搜索'],['搜索'],1,['快手'],['快手'],1,2.9383
有没有办法在快手上搜索到直播美颜灯,<Plan>#搜索#在$快手$中搜索直播美颜灯/Plan><Finish>,<Plan>#搜索#在$快手$中搜索直播美颜灯</Plan><Finish>,0,0.9737,0.9459,0.9167,0.8857,1.0000,0.9524,0.9867,['搜索'],['搜索'],1,['快手'],['快手'],1,2.3140
在快手视频里搜一下运动鞋，按销量排序。,<Plan>#搜索#在$快手$中搜索运动鞋并按销量排序</Plan><Finish>,<Plan>#搜索#在$快手$中搜索运动鞋并按销量排序</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['快手'],['快手'],1,2.5441
YoYo，帮我找找快手app里商城的蓝牙耳机，按销量从高到低排。,<Plan>#搜索#在$快手$中搜索商城里的蓝牙耳机并按销量从高到低排序</Plan><Finish>,<Plan>#搜索#在$快手$中查找商城的蓝牙耳机，并按销量从高到低排序</Plan><Finish>,0,0.9412,0.8800,0.8163,0.7708,0.9474,0.8791,0.9412,['搜索'],['搜索'],1,['快手'],['快手'],1,3.0449
在快手app里搜一下商城中的蓝牙耳机，并按价格从低到高排序。,<Plan>#搜索#在$快手$中搜索商城中的蓝牙耳机按价格从低到高排序</Plan><Finish>,<Plan>#搜索#在$快手$中搜索商城中的蓝牙耳机，并按价格从低到高排序</Plan><Finish>,0,0.9615,0.9412,0.9200,0.8980,0.9722,0.9556,0.9804,['搜索'],['搜索'],1,['快手'],['快手'],1,3.2960
YOYO，帮我打开快手，在商城里搜索运动鞋并按价格升序排列。,<Plan>#搜索#在$快手$中搜索商城里的运动鞋并按价格升序排列</Plan><Finish>,<Plan>#搜索#在$快手$中搜索运动鞋并按价格升序排列</Plan><Finish>,0,1.0000,0.9767,0.9524,0.9268,0.9375,0.9250,0.9565,['搜索'],['搜索'],1,['快手'],['快手'],1,2.9590
YoYo，在快手视频里搜一下连衣裙，并按价格从高到低排序。,<Plan>#搜索#在$快手$中搜索连衣裙，并按价格从高到低排序</Plan><Finish>,<Plan>#搜索#在$快手$中搜索连衣裙并按价格从高到低排序</Plan><Finish>,0,1.0000,0.9778,0.9545,0.9302,0.9846,0.9630,0.9892,['搜索'],['搜索'],1,['快手'],['快手'],1,3.2545
快手app中能不能搜到华为耳机，并按价格从高到低排列？,<Plan>#搜索#在$快手$中搜索华为耳机并按价格从高到低排列</Plan><Finish>,<Plan>#搜索#在$快手$中搜索华为耳机并按价格从高到低排列</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['快手'],['快手'],1,3.0884
在快手视频里能找到三只松鼠这家店铺吗？,<Plan>#搜索#在$快手$中搜索三只松鼠店铺</Plan><Finish>,<Plan>#搜索#在$快手$中查找三只松鼠店铺</Plan><Finish>,0,0.9487,0.9211,0.8919,0.8611,0.9615,0.9254,0.9487,['搜索'],['搜索'],1,['快手'],['快手'],1,2.2645
帮我去快手里搜一下完美日记的官方店铺。,<Plan>#搜索#在$快手$中搜索完美日记官方店铺</Plan><Finish>,<Plan>#搜索#在$快手$中搜索完美日记官方店铺</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['快手'],['快手'],1,2.1369
我在快手app里怎么查看商城的搜索历史？,<Plan>#搜索#在$快手$中查看商城搜索历史</Plan><Finish>,<Plan>#搜索#在$快手$中查看商城搜索历史</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['快手'],['快手'],1,1.9093
帮我查一下快手短视频里的商城浏览记录。,<Plan>#搜索#在$快手$中查看商城浏览记录</Plan><Finish>,<Plan>#搜索#在$快手$中查看商城浏览记录</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['快手'],['快手'],1,2.3307
YoYo，帮我清除一下快手APP里的商城搜索历史。,<Plan>#搜索#在$快手$中清除商城搜索历史</Plan><Finish>,<Plan>#管理#在$快手$中清除商城搜索历史</Plan><Finish>,0,0.9487,0.9211,0.8919,0.8611,0.9615,0.9254,0.9487,['搜索'],['管理'],0,['快手'],['快手'],1,2.4728
快手里的购物搜索记录怎么删掉啊？,<Plan>#搜索#在$快手$中清理购物搜索记录</Plan><Finish>,<Plan>#搜索#在$快手$中清理购物搜索记录</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['快手'],['快手'],1,2.4741
快手里面怎么使用拍照找相似的功能啊？,<Plan>#搜索#在$快手$中使用拍照找相似功能</Plan><Finish>,<Plan>#搜索#在$快手$中使用拍照找相似功能</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['快手'],['快手'],1,2.4741
