user_prompt_task,ground_truth,model_output,is_perfect_match,fn_accuracy,required_param_recall,param_f1,param_bleu_1,param_bleu_2,param_bleu_3,param_bleu_4,param_rouge_1,param_rouge_2,param_rouge_l,delay_seconds
在拼多多中搜索便携旅行包,"[['1', 'search_goods(app=""拼多多"", search_info=""便携旅行包"", order_type=""无"")']]","[['1', 'search_goods(app=拼多多, search_info=便携旅行包, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6637
在拼多多中显示搜索历史记录,"[['1', 'open_search_history(app=""拼多多"")']]","[['1', 'open_search_history(app=拼多多)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5010
在拼多多中显示已开票发票,"[['1', 'open_invoice_page(app=""拼多多"", page_type=""已开票发票"")']]","[['1', 'open_invoice_page(app=拼多多, page_type=已开票发票)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7571
在拼多多中联系客服查询寄出去的物流信息,"[['1', 'open_logistics_send(app=""拼多多"", filter_type=""无"")']]","[['1', 'open_logistics_send(app=拼多多, filter_type=已寄出)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0668
在拼多多中查看待发货订单,"[['1', 'open_orders_bought(app=""拼多多"", order_status=""待发货"")']]","[['1', 'open_orders_bought(app=拼多多, order_status=待发货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5471
在拼多多中查看售后状态,"[['1', 'open_orders_bought(app=""拼多多"", order_status=""退款售后"")']]","[['1', 'open_orders_bought(app=拼多多, order_status=退款售后)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5471
在拼多多中显示待付款订单列表,"[['1', 'open_orders_bought(app=""拼多多"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=拼多多, order_status=待付款)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8124
在淘宝中查看申请中的发票,"[['1', 'open_invoice_page(app=""淘宝"", page_type=""申请中发票"")']]","[['1', 'open_invoice_page(app=淘宝, page_type=申请中发票)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8125
在淘宝中查看寄件物流状态,"[['1', 'open_logistics_send(app=""淘宝"", filter_type=""无"")']]","[['1', 'open_logistics_send(app=淘宝)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9411
在淘宝中查看已签收的寄件,"[['1', 'open_logistics_send(app=""淘宝"", filter_type=""已签收"")']]","[['1', 'open_logistics_send(app=淘宝, filter_type=已签收)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6245
在淘宝中查看运输中的寄件状态,"[['1', 'open_logistics_send(app=""淘宝"", filter_type=""运输中"")']]","[['1', 'open_logistics_send(app=淘宝, filter_type=运输中)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7445
在淘宝中查看待发货订单,"[['1', 'open_orders_bought(app=""淘宝"", order_status=""待发货"")']]","[['1', 'open_orders_bought(app=淘宝, order_status=待发货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7442
在淘宝中打开待收货列表,"[['1', 'open_orders_bought(app=""淘宝"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=淘宝, order_status=待收货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4408
在淘宝中管理购物车,"[['1', 'open_cart_content(app=""淘宝"", filter_type=""管理"")']]","[['1', 'open_cart_content(app=淘宝, filter_type=管理)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2907
在淘宝中查看购物车中的常用商品,"[['1', 'open_cart_content(app=""淘宝"", filter_type=""常购"")']]","[['1', 'open_cart_content(app=""淘宝"", filter_type=""常购"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5.0366
在淘宝中打开拍照搜索多功能切菜器,"[['1', 'open_camera_search(app=""淘宝"")']]","[['1', 'open_camera_search(app=淘宝)'], ['2', 'search_goods(app=淘宝, search_info=多功能切菜器)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3935
在淘宝中搜索登机箱店铺,"[['1', 'search_stores(app=""淘宝"", search_info=""登机箱"", order_type=""无"", filter_type=""无"")']]","[['1', 'search_stores(app=淘宝, search_info=登机箱)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0493
在淘宝中搜索店铺'旅行收纳用品'按信用排序,"[['1', 'search_stores(app=""淘宝"", search_info=""旅行收纳用品"", order_type=""信用"", filter_type=""无"")']]","[['1', 'search_stores(app=淘宝, search_info=旅行收纳用品, order_type=信用)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8284
在淘宝中搜索历史记录,"[['1', 'open_search_history(app=""淘宝"")']]","[['1', 'open_search_history(app=淘宝)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1697
在淘宝中搜索轻便旅行箱并按价格降序排列,"[['1', 'search_goods(app=""淘宝"", search_info=""轻便旅行箱"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=淘宝, search_info=轻便旅行箱, order_type=价格从高到低)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3978
在淘宝中搜索'多功能料理机',"[['1', 'search_goods(app=""淘宝"", search_info=""多功能料理机"", order_type=""无"")']]","[['1', 'search_goods(app=淘宝, search_info=多功能料理机, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4348
在淘宝中显示我的收藏列表，按最近添加时间排序,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""最近收藏在前"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=淘宝, filter_type=无, order_type=最近收藏在前)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8020
在淘宝中显示已签收的快递,"[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""已签收"")']]","[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""已签收"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4.8676
在淘宝中访问我的收藏夹筛选出一年前添加的商品,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""一年前"")']]","[['1', 'open_favorite_goods(app=淘宝, filter_type=一年前, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3670
在淘宝中查看查待寄出的寄件列表,"[['1', 'open_logistics_send(app=""淘宝"", filter_type=""待寄出"")']]","[['1', 'open_logistics_send(app=淘宝, filter_type=待寄出)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8677
在淘宝中打开发票中心,"[['1', 'open_invoice_page(app=""淘宝"", page_type=""无"")']]","[['1', 'open_invoice_page(app=淘宝, page_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.3232
在淘宝中查看我的包裹,"[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""我的收件"")']]",0.0000,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000,0.0000,0.5000,0.5000,0.5000,4.8211
在淘宝中查看我的订单,"[['1', 'open_orders_bought(app=""淘宝"", order_status=""无"")']]","[['1', 'open_orders_bought(app=淘宝)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5737
在淘宝中检查购物车中的降价商品,"[['1', 'open_cart_content(app=""淘宝"", filter_type=""降价"")']]","[['1', 'open_cart_content(app=""淘宝"", filter_type=""降价"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4.2550
在淘宝中检查购物车中的失效商品,"[['1', 'open_cart_content(app=""淘宝"", filter_type=""失效"")']]","[['1', 'open_cart_content(app=""淘宝"", filter_type=""失效"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4.2542
在淘宝中检查收藏夹中的低库存物品,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""低库存"")']]","[['1', 'open_favorite_goods(app=淘宝, filter_type=低库存)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.3667
在淘宝中显示待取件快递,"[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""待取件"")']]","[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""待取件"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4.8007
在淘宝中显示当前派送中的寄件状态,"[['1', 'open_logistics_send(app=""淘宝"", filter_type=""派送中"")']]","[['1', 'open_logistics_send(app=""淘宝"", filter_type=""派送中"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5.1059
在淘宝中显示关注店铺的上新商品,"[['1', 'open_favorite_stores(app=""淘宝"", filter_type=""上新"")']]","[['1', 'open_favorite_stores(app=淘宝, filter_type=上新)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2726
在淘宝中显示收藏夹中的降价商品,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""降价"")']]","[['1', 'open_favorite_goods(app=淘宝, filter_type=降价, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6632
在淘宝中显示退款状态,"[['1', 'open_orders_bought(app=""淘宝"", order_status=""退款中"")']]","[['1', 'open_orders_bought(app=淘宝, order_status=退款售后)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2068
在淘宝中显示我最近7天收藏的商品,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""7天内"")']]","[['1', 'open_favorite_goods(app=淘宝, filter_type=7天内, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9090
在天猫中查看退款和售后订单,"[['1', 'open_orders_bought(app=""天猫"", order_status=""退款售后"")']]","[['1', 'open_orders_bought(app=天猫, order_status=退款售后)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0791
在天猫中打开购物车,"[['1', 'open_cart_content(app=""天猫"", filter_type=""无"")']]","[['1', 'open_cart_content(app=天猫)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6381
在天猫中打开收藏夹,"[['1', 'open_favorite_goods(app=""天猫"")']]","[['1', 'open_favorite_goods(app=天猫)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6392
在天猫中筛选收藏夹中的一年前收藏的商品,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""无"", filter_type=""一年前"")']]","[['1', 'open_favorite_goods(app=天猫, filter_type=一年前, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8191
在天猫中搜索精密天平按价格降序排列,"[['1', 'search_goods(app=""天猫"", search_info=""精密天平"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=天猫, search_info=精密天平, order_type=价格从高到低)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3990
在天猫中搜索旅行收纳包按销量排序,"[['1', 'search_goods(app=""天猫"", search_info=""旅行收纳包"", order_type=""销量"")']]","[['1', 'search_goods(app=天猫, search_info=旅行收纳包, order_type=销量)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8174
在天猫中搜索有机种子按价格从低到高排序,"[['1', 'search_goods(app=""天猫"", search_info=""有机种子"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=天猫, search_info=有机种子, order_type=价格从低到高)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3332
在天猫中显示搜索历史,"[['1', 'open_search_history(app=""天猫"")']]","[['1', 'open_search_history(app=天猫)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5600
在天猫中查看待发货订单,"[['1', 'open_orders_bought(app=""天猫"", order_status=""待发货"")']]","[['1', 'open_orders_bought(app=天猫, order_status=待发货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4988
在天猫中检索待付款订单,"[['1', 'open_orders_bought(app=""天猫"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=天猫, order_status=待付款)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4988
在天猫中列出所有订单,"[['1', 'open_orders_bought(app=""天猫"", order_status=""无"")']]","[['1', 'open_orders_bought(app=天猫)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3557
在天猫中查看收藏夹按最早收藏排序,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""最早收藏在前"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=天猫, filter_type=无, order_type=最早收藏在前)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7220
在天猫中显示收藏夹中30天内的商品,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""无"", filter_type=""30天内"")']]","[['1', 'open_favorite_goods(app=天猫, filter_type=30天内, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6577
在天猫中显示收藏夹中的半年前的商品,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""无"", filter_type=""半年前"")']]","[['1', 'open_favorite_goods(app=天猫, filter_type=半年前, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6358
在唯品会中显示收藏中可购买的商品,"[['1', 'open_favorite_goods(app=""唯品会"", order_type=""无"", filter_type=""有货"")']]","[['1', 'open_favorite_goods(app=唯品会, filter_type=有货, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9639
在唯品会中打开退换售后页面,"[['1', 'open_orders_bought(app=""唯品会"", order_status=""退款售后"")']]","[['1', 'open_orders_bought(app=唯品会, order_status=退换售后)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.3104
在唯品会中打开发票服务,"[['1', 'open_invoice_page(app=""唯品会"", page_type=""无"")']]","[['1', 'open_invoice_page(app=唯品会, page_type=发票服务入口)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1780
在唯品会中筛选购物车中的有货商品,"[['1', 'open_cart_content(app=""唯品会"", filter_type=""有货"")']]","[['1', 'open_cart_content(app=唯品会, filter_type=有货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7722
在唯品会中搜索售后处理订单,"[['1', 'search_order(app=""唯品会"", search_info=""无"", order_status=""退换售后"")']]","[['1', 'search_order(app=""唯品会"", search_info=""售后处理"", order_status=""退换售后"")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,0.3333,0.6667,0.6667,0.6667,5.2647
在唯品会中显示待付款订单,"[['1', 'open_orders_bought(app=""唯品会"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=唯品会, order_status=待付款)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2024
在唯品会中显示待收货列表,"[['1', 'open_orders_bought(app=""唯品会"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=唯品会, order_status=待收货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4002
在唯品会中显示我的发票,"[['1', 'open_invoice_page(app=""唯品会"", page_type=""全部发票"")']]","[['1', 'open_invoice_page(app=唯品会, page_type=全部发票)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0704
在唯品会中查看购物车,"[['1', 'open_cart_content(app=""唯品会"", filter_type=""无"")']]","[['1', 'open_cart_content(app=唯品会)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7580
在唯品会中检索收藏中过去七天内添加的商品记录,"[['1', 'open_favorite_goods(app=""唯品会"", order_type=""无"", filter_type=""7天内"")']]","[['1', 'open_favorite_goods(app=唯品会, filter_type=7天内, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2740
在唯品会中查找‘有机肥料’订单,"[['1', 'search_order(app=""唯品会"", search_info=""有机肥料"", order_status=""无"")']]","[['1', 'search_order(app=唯品会, search_info=有机肥料)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9648
在闲鱼中显示我卖出商品的物流状态,"[['1', 'open_logistics_send(app=""闲鱼"", filter_type=""无"")']]","[['1', 'open_logistics_send(app=闲鱼, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9649
在闲鱼中查看我卖出商品的待付款状态,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""待付款"")']]","[['1', 'open_orders_sold(app=闲鱼, order_status=待付款)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9652
在闲鱼中查看我买到的待付款订单,"[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=闲鱼, order_status=待付款)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0339
在闲鱼中打开拍照搜索,"[['1', 'open_camera_search(app=""闲鱼"")']]","[['1', 'open_camera_search(app=闲鱼)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7035
在闲鱼中搜索不锈钢炒锅并按综合排序,"[['1', 'search_goods(app=""闲鱼"", search_info=""不锈钢炒锅"", order_type=""综合 "")']]","[['1', 'search_goods(app=闲鱼, search_info=不锈钢炒锅, order_type=综合 )']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6647
在闲鱼中搜索我的收藏中的登机箱,"[['1', 'search_in_favorite_goods(app=""闲鱼"", search_info=""登机箱"")']]","[['1', 'search_in_favorite_goods(app=闲鱼, search_info=登机箱)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0898
在闲鱼中显示我的发布商品,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""我发布的"")']]","[['1', 'open_orders_sold(app=闲鱼, order_status=我发布的)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8938
在闲鱼中显示我下架的商品,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""已下架"")']]","[['1', 'open_orders_sold(app=""闲鱼"", order_status=""已下架"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4.0928
在闲鱼中查看购买商品的物流状态,"[['1', 'open_logistics_receive(app=""闲鱼"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=闲鱼, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7172
在闲鱼中查看我收藏的有效宝贝,"[['1', 'open_favorite_goods(app=""闲鱼"", order_type=""无"", filter_type=""有效"")']]","[['1', 'open_favorite_goods(app=闲鱼, filter_type=有效, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4987
在闲鱼中查看我存的草稿,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""草稿"")']]","[['1', 'open_orders_sold(app=闲鱼, order_status=草稿)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7684
在闲鱼中查看待评价订单,"[['1', 'open_orders_all_review(app=""闲鱼"")']]","[['1', 'open_orders_all_review(app=闲鱼)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0134
在闲鱼中显示我卖出的待收货商品状态,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""待收货"")']]","[['1', 'open_orders_sold(app=闲鱼, order_status=待收货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1203
在闲鱼中显示我买到的商品待评价订单,"[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=闲鱼, order_status=待评价)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0545
在转转中查看待评价订单,"[['1', 'open_orders_bought(app=""转转"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=转转, order_status=待评价)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0480
在转转中查看我卖的订单是否都结束,"[['1', 'open_orders_sold(app=""转转"", order_status=""已完成"")']]","[['1', 'open_orders_sold(app=转转, order_status=我卖的)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0480
在转转中显示待收货订单,"[['1', 'open_orders_bought(app=""转转"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=转转, order_status=待收货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0481
在转转中查看我的发布内容,"[['1', 'open_orders_sold(app=""转转"", order_status=""我发布的"")']]","[['1', 'open_orders_sold(app=转转, order_status=我发布的)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0675
在转转中与在线客服聊天,"[['1', 'open_customer_service(app=""转转"")']]","[['1', 'open_customer_service(app=转转)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8419
在转转中显示待评价的退款售后记录,"[['1', 'open_orders_bought(app=""转转"", order_status=""待评价退款售后"")']]","[['1', 'open_orders_bought(app=转转, order_status=待评价退款售后)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5237
在转转中显示我的销售记录,"[['1', 'open_orders_sold(app=""转转"", order_status=""全部"")']]","[['1', 'open_orders_sold(app=转转, order_status=我卖的)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0682
在得物中查看待收货订单,"[['1', 'open_orders_bought(app=""得物"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=得物, order_status=待收货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1858
在抖音中显示购物车中的有货商品列表,"[['1', 'open_cart_content(app=""抖音"", filter_type=""有货"")']]","[['1', 'open_cart_content(app=抖音, filter_type=有货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5961
在抖音火山版中的商城查看待支付订单,"[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=抖音火山版, order_status=待付款)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1194
在抖音火山版中的商城查看订单物流,"[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=抖音火山版, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0516
在抖音火山版中查看我的派送中订单物流,"[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""派送中"")']]","[['1', 'open_logistics_receive(app=抖音火山版, filter_type=派送中)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6028
在抖音极速版中查看购物车,"[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""无"")']]","[['1', 'open_cart_content(app=抖音极速版, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7945
在抖音极速版中列出购物车中的有货商品,"[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""有货"")']]","[['1', 'open_cart_content(app=抖音极速版, filter_type=有货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2029
在抖音极速版中的商城查看订单物流,"[['1', 'open_logistics_receive(app=""抖音极速版"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=抖音极速版, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2736
在抖音极速版中的商城搜索‘涂鸦喷漆’店铺，综合排序,"[['1', 'search_stores(app=""抖音极速版"", search_info=""涂鸦喷漆"", order_type=""综合 "")']]","[['1', 'search_stores(app=抖音极速版, search_info=涂鸦喷漆, order_type=综合 )']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8507
