user_prompt_task,ground_truth,model_output,is_perfect_match,fn_accuracy,required_param_recall,param_f1,param_bleu_1,param_bleu_2,param_bleu_3,param_bleu_4,param_rouge_1,param_rouge_2,param_rouge_l,delay_seconds
在转转中打开退款售后页面处理退货,"[['1', 'open_orders_bought(app=""转转"", order_status=""退款售后"")']]","[[""1"", ""search_order(app='转转', search_info='退货', order_status='退款售后')""], [""2"", ""open_orders_bought(app='转转', order_status='退款售后')""]]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8304
在抖音火山版中显示商城搜索历史,"[['1', 'open_search_history(app=""抖音火山版"")']]","[{'name': 'open_search_history', 'parameters': {'app': '抖音火山版'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8856
在阿里巴巴中查看采购车中的现货,"[['1', 'open_cart_content(app=""阿里巴巴"", filter_type=""有货"")']]","[{'name': 'open_cart_content', 'parameters': {'app': '阿里巴巴', 'filter_type': '有货'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1050
在阿里巴巴中搜索离心机按价格降序排列,"[['1', 'search_goods(app=""阿里巴巴"", search_info=""离心机"", order_type=""价格从高到低"")']]","[{'name': 'search_goods', 'parameters': {'app': '阿里巴巴', 'search_info': '离心机', 'order_type': '价格从高到低'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.5284
在京东中查看快递中的已取消包裹,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""已取消"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '京东', 'filter_type': '已取消'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1523
在快手极速版中的商城查看物流动态,"[['1', 'open_logistics_receive(app=""快手极速版"", filter_type=""无"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '快手极速版'}}]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8955
在闲鱼中查找卖出去的货中买家未结账的订单,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""待付款"")']]","[{'name': 'search_order', 'parameters': {'app': '闲鱼', 'search_info': '买家未结账的订单', 'order_status': '我卖出的'}}]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6420
在得物中查看订单物流,"[['1', 'open_logistics_receive(app=""得物"", filter_type=""无"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '得物'}}]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.8682
在快手中查看古典音乐专辑的订单情况,"[['1', 'search_order(app=""快手"", search_info=""古典音乐专辑"", order_status=""无"")']]","[{'name': 'search_order', 'parameters': {'app': '快手', 'search_info': '古典音乐专辑'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0790
在闲鱼中查看我卖的所有宝贝,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""全部"")']]","[{'name': 'open_orders_sold', 'parameters': {'app': '闲鱼', 'order_status': '全部'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0516
在阿里巴巴中浏览收藏中买过的商品,"[['1', 'open_favorite_goods(app=""阿里巴巴"", order_type=""无"", filter_type=""已买过"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '阿里巴巴', 'filter_type': '买过'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,0.9000,0.8333,0.9000,1.0937
在京东中打开发票管理设置,"[['1', 'open_invoice_page(app=""京东"", page_type=""发票抬头管理"")']]","[[""1"", ""open_invoice_page(app='京东', page_type='无')""]]",0.0000,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000,0.0000,0.5000,0.5000,0.5000,0.7386
在淘宝中查看待付款订单,"[['1', 'open_orders_bought(app=""淘宝"", order_status=""待付款"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '淘宝', 'order_status': '待付款'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1218
在淘宝中打开收藏的内容,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""无"")']]","[{'name': 'open_favorite_stores', 'parameters': {'app': '淘宝'}}]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8387
在淘宝中查看购物车分组,"[['1', 'open_cart_content(app=""淘宝"", filter_type=""分组"")']]","[{'name': 'open_cart_content', 'parameters': {'app': '淘宝', 'filter_type': '分组'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0989
在淘宝中查看收藏夹中的失效宝贝,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""失效"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '淘宝', 'filter_type': '失效'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0708
在淘宝中查看我收藏里过去三个月添加的心爱物品,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""最近收藏在前"", filter_type=""90天内"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '淘宝', 'filter_type': '30天内'}}]",0.0000,1.0000,1.0000,0.8000,0.8750,0.8333,0.2500,0.0000,0.8750,0.8333,0.8750,1.2279
在得物中打开相机,"[['1', 'open_camera_search(app=""得物"")']]","[{'name': 'open_camera_search', 'parameters': {'app': '得物'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8506
在淘宝中查看关注店铺中的‘涂鸦喷漆套装’,"[['1', 'search_in_favorite_stores(app=""淘宝"", search_info=""涂鸦喷漆套装"")']]","[{'name': 'search_in_favorite_stores', 'parameters': {'app': '淘宝', 'search_info': '涂鸦喷漆套装'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2760
在拼多多中联系官方客服查看物流派件进度,"[['1', 'open_logistics_receive(app=""拼多多"", filter_type=""派送中"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '拼多多'}}]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.8693
在拼多多中联系客服查询寄件物流状态,"[['1', 'open_logistics_send(app=""拼多多"", filter_type=""无"")']]","[{'name': 'open_logistics_send', 'parameters': {'app': '拼多多'}}]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.8676
在闲鱼中搜索我挂的旧厨具套装,"[['1', 'search_order(app=""闲鱼"", search_info=""旧厨具套装"", order_status=""我发布的"")']]","[{'name': 'search_order', 'parameters': {'app': '闲鱼', 'search_info': '旧厨具套装', 'order_status': '我发布的'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4793
在阿里巴巴中搜索‘古典诗集’按价格从低到高排序,"[['1', 'search_goods(app=""阿里巴巴"", search_info=""古典诗集"", order_type=""价格从低到高"")']]","[{'name': 'search_goods', 'parameters': {'app': '阿里巴巴', 'search_info': '古典诗集', 'order_type': '价格从低到高'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.5497
在拼多多中联系客服查询我的运输中的包裹物流,"[['1', 'open_logistics_receive(app=""拼多多"", filter_type=""运输中"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '拼多多', 'filter_type': '运输中'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1390
在闲鱼中查找有机肥料按价格从低到高,"[['1', 'search_goods(app=""闲鱼"", search_info=""有机肥料"", order_type=""价格从低到高"")']]","[{'name': 'search_goods', 'parameters': {'app': '闲鱼', 'search_info': '有机肥料', 'order_type': '价格从低到高'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.5227
在抖音极速版中的商城清理搜索历史,"[['1', 'delete_search_history(app=""抖音极速版"")']]","[{'name': 'delete_search_history', 'parameters': {'app': '抖音极速版'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8180
在抖音极速版中查看‘有机种子’订单,"[['1', 'search_order(app=""抖音极速版"", search_info=""有机种子"", order_status=""无"")']]","[{'name': 'search_order', 'parameters': {'app': '抖音极速版', 'search_info': '有机种子'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0726
在京东中查看搜索历史,"[['1', 'open_search_history(app=""京东"")']]","[{'name': 'open_search_history', 'parameters': {'app': '京东'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7607
在淘宝中查看购物车里的有机种子,"[['1', 'search_cart_content(app=""淘宝"", search_info=""有机种子"")']]","[{'name': 'open_cart_content', 'parameters': {'app': '淘宝', 'filter_type': '无'}}]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0159
在转转中查看待发货订单,"[['1', 'open_orders_bought(app=""转转"", order_status=""待发货"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '转转', 'order_status': '待发货'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2201
在京东中查看快递,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""无"")']]","[{'name': 'open_express_delivery', 'parameters': {'app': '京东'}}]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7879
在阿里巴巴中查看代发采购车,"[['1', 'open_cart_content(app=""阿里巴巴"", filter_type=""代发"")']]","[{'name': 'open_cart_content', 'parameters': {'app': '阿里巴巴', 'filter_type': '代发'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0948
在阿里巴巴中查看待付款订单状态,"[['1', 'open_orders_bought(app=""阿里巴巴"", order_status=""待付款"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '阿里巴巴', 'order_status': '待付款'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0951
在阿里巴巴中查看待评价订单,"[['1', 'open_orders_bought(app=""阿里巴巴"", order_status=""待评价"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '阿里巴巴', 'order_status': '待评价'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1241
在抖音火山版中查看购物车,"[['1', 'open_cart_content(app=""抖音火山版"", filter_type=""无"")']]","[{'name': 'open_cart_content', 'parameters': {'app': '抖音火山版'}}]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8168
在抖音火山版中查看商城待支付订单,"[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""待付款"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '抖音火山版', 'order_status': '待付款'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1759
在抖音商城中查看已签收订单的物流信息,"[['1', 'open_logistics_receive(app=""抖音"", filter_type=""已签收"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '抖音商城', 'filter_type': '已签收'}}]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.5000,0.0000,0.8333,0.7500,0.8333,1.2560
在京东中查看购物车中的降价商品,"[['1', 'open_cart_content(app=""京东"", filter_type=""降价"")']]","[{'name': 'open_cart_content', 'parameters': {'app': '京东', 'filter_type': '降价'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0720
在京东中查看快递物流状态,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""无"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '京东'}}]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.8431
在快手极速版中的商城查看待支付订单,"[['1', 'open_orders_bought(app=""快手极速版"", order_status=""待付款"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '快手极速版', 'order_status': '待付款'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2456
在快手商城中查看物流状态,"[['1', 'open_logistics_receive(app=""快手"", filter_type=""无"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '快手商城'}}]",0.0000,1.0000,1.0000,0.6667,0.5000,0.3333,0.0000,0.0000,0.6667,0.5000,0.6667,0.9207
在淘宝中查看购物车,"[['1', 'open_cart_content(app=""淘宝"", filter_type=""无"")']]","[{'name': 'open_cart_content', 'parameters': {'app': '淘宝'}}]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.7903
在淘宝中查看快递状态,"[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""无"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '淘宝'}}]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.8468
在天猫中查看收藏夹按最近收藏排序,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""最近收藏在前"", filter_type=""无"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '天猫', 'order_type': '最近收藏在前'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,1.1595
在唯品会中查看待收货订单状态,"[['1', 'open_orders_bought(app=""唯品会"", order_status=""待收货"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '唯品会', 'order_status': '待收货'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2521
在闲鱼中查看搜索历史记录,"[['1', 'open_search_history(app=""闲鱼"")']]","[{'name': 'open_search_history', 'parameters': {'app': '闲鱼'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8353
在阿里巴巴中查看实验室玻璃器皿店铺并按回头率排序,"[['1', 'search_stores(app=""阿里巴巴"", search_info=""实验室玻璃器皿"", order_type=""回头率"")']]","[{'name': 'search_stores', 'parameters': {'app': '阿里巴巴', 'search_info': '实验室玻璃器皿', 'order_type': '回头率从高到低'}}]",0.0000,1.0000,1.0000,1.0000,0.8095,0.7778,0.7333,0.6667,0.8667,0.8333,0.8667,1.6119
在京东中查看我寄的快递拒收情况,"[['1', 'open_logistics_send(app=""京东"", filter_type=""已拒收"")']]","[{'name': 'open_express_delivery', 'parameters': {'app': '京东'}}]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8340
在拼多多中查看商品收藏里的有机种子,"[['1', 'search_in_favorite_goods(app=""拼多多"", search_info=""有机种子"")']]","[{'name': 'search_in_favorite_goods', 'parameters': {'app': '拼多多', 'search_info': '有机种子'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1164
在唯品会中查看购物车中的最近添加商品,"[['1', 'open_cart_content(app=""唯品会"", filter_type=""近期加购"")']]","[{'name': 'open_cart_content', 'parameters': {'app': '唯品会', 'filter_type': '近期加购'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1826
在闲鱼中查找我卖出的行李箱,"[['1', 'search_order(app=""闲鱼"", search_info=""行李箱"", order_status=""我卖出的"")']]","[{'name': 'search_order', 'parameters': {'app': '闲鱼', 'search_info': '行李箱', 'order_status': '我卖出的'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3340
在阿里巴巴中打开关注店铺,"[['1', 'open_favorite_stores(app=""阿里巴巴"")']]","[{'name': 'open_favorite_stores', 'parameters': {'app': '阿里巴巴'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8160
在阿里巴巴中检查采购车状态,"[['1', 'open_cart_content(app=""阿里巴巴"", filter_type=""无"")']]","[[""1"", ""open_cart_content(app='阿里巴巴', filter_type='无')""]]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7129
在阿里巴巴中搜索折叠旅行包按销量排序,"[['1', 'search_goods(app=""阿里巴巴"", search_info=""折叠旅行包"", order_type=""销量"")']]","[{'name': 'search_goods', 'parameters': {'app': '阿里巴巴', 'search_info': '折叠旅行包', 'order_type': '销量'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3321
在阿里巴巴中搜索旅行收纳袋并将结果按价格从低到高排序,"[['1', 'search_goods(app=""阿里巴巴"", search_info=""旅行收纳袋"", order_type=""价格从低到高"")']]","[{'name': 'search_goods', 'parameters': {'app': '阿里巴巴', 'search_info': '旅行收纳袋', 'order_type': '价格从低到高'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4611
在阿里巴巴中搜索店铺'轻便登机箱'按综合排序,"[['1', 'search_stores(app=""阿里巴巴"", search_info=""轻便登机箱"", order_type=""综合 "")']]","[{'name': 'search_stores', 'parameters': {'app': '阿里巴巴', 'search_info': '轻便登机箱', 'order_type': '综合'}}]",0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.9333,0.8889,0.9333,1.4524
在阿里巴巴中搜索智能炒锅,"[['1', 'search_goods(app=""阿里巴巴"", search_info=""智能炒锅"", order_type=""无"")']]","[{'name': 'search_goods', 'parameters': {'app': '阿里巴巴', 'search_info': '智能炒锅'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9977
在阿里巴巴中显示待收货订单,"[['1', 'open_orders_bought(app=""阿里巴巴"", order_status=""待收货"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '阿里巴巴', 'order_status': '待收货'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0987
在阿里巴巴中显示待付款订单列表,"[['1', 'open_orders_bought(app=""阿里巴巴"", order_status=""待付款"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '阿里巴巴', 'order_status': '待付款'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1106
在阿里巴巴中显示搜索历史,"[['1', 'open_search_history(app=""阿里巴巴"")']]","[{'name': 'open_search_history', 'parameters': {'app': '阿里巴巴'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7495
在得物中打开App并导航至购买页面执行每日签到操作,"[['1', 'sign_in(app=""得物"", page_type=""无"")']]","[[""1"", ""sign_in(app=\""得物\"", page_type=\""无\"")""]]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6764
在得物中检查待支付订单,"[['1', 'open_orders_bought(app=""得物"", order_status=""待付款"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '得物', 'order_status': '待付款'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1610
在得物中联系客服,"[['1', 'open_customer_service(app=""得物"")']]","[{'name': 'open_customer_service', 'parameters': {'app': '得物'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7971
在得物中搜索不锈钢厨师刀,"[['1', 'search_goods(app=""得物"", search_info=""不锈钢厨师刀"", order_type=""无"")']]","[{'name': 'search_goods', 'parameters': {'app': '得物', 'search_info': '不锈钢厨师刀'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,1.1017
在得物中的想要中搜索旅行收纳包,"[['1', 'search_in_favorite_goods(app=""得物"", search_info=""旅行收纳包"")']]","[{'name': 'search_in_favorite_goods', 'parameters': {'app': '得物', 'search_info': '旅行收纳包'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2158
在得物应用中显示我的用户评价记录,"[['1', 'open_orders_bought(app=""得物"", order_status=""我的评价"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '得物', 'order_status': '我的评价'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1006
在得物应用中显示搜索历史记录,"[['1', 'open_search_history(app=""得物"")']]","[{'name': 'open_search_history', 'parameters': {'app': '得物'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8078
在得物中查看我的订单,"[['1', 'open_orders_bought(app=""得物"", order_status=""无"")']]","[[""1"", ""open_orders_bought(app='得物', order_status='无')""]]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8759
在得物中显示降价商品,"[['1', 'open_cart_content(app=""得物"", filter_type=""降价"")']]","[[""1"", ""open_cart_content(app='得物', filter_type='降价')]]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7620
在得物中显示物流状态,"[['1', 'open_logistics_receive(app=""得物"", filter_type=""无"")']]","[[""1"", ""open_logistics_receive(app=\""得物\"", filter_type=\""无\"")""]]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8720
在抖音中查看订单,"[['1', 'open_orders_bought(app=""抖音"", order_status=""无"")']]","[[""1"", ""search_order(app='抖音', search_info='我的订单')""], [""2"", ""open_orders_bought(app='抖音', order_status='无')""]]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3524
在抖音中打开购物车筛选降价商品,"[['1', 'open_cart_content(app=""抖音"", filter_type=""降价"")']]","[{'name': 'open_cart_content', 'parameters': {'app': '抖音', 'filter_type': '降价'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0342
在抖音中查看购物车,"[['1', 'open_cart_content(app=""抖音"", filter_type=""无"")']]","[[""1"", ""open_cart_content(app=\""抖音\"")""]]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.5336
在抖音火山版中联系我的客服,"[['1', 'open_customer_service(app=""抖音火山版"")']]","[{'name': 'open_customer_service', 'parameters': {'app': '抖音火山版'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8573
在抖音火山版中打开商城相机,"[['1', 'open_camera_search(app=""抖音火山版"")']]","[[""open_camera_search"", ""app=抖音火山版""]]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5915
在抖音火山版中的商城查找有机种子,"[['1', 'search_goods(app=""抖音火山版"", search_info=""有机种子"", order_type=""无"")']]","[{'name': 'search_goods', 'parameters': {'app': '抖音火山版', 'search_info': '有机种子'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0454
在抖音火山版中的商城处理待评价订单,"[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""待评价"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '抖音火山版', 'order_status': '待评价'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1451
在抖音火山版中查看收藏的商品,"[['1', 'open_favorite_goods(app=""抖音火山版"", order_type=""无"", filter_type=""无"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '抖音火山版'}}]",0.0000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7991
在抖音火山版中查看商城的售后订单,"[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""退款售后"")']]","[{'name': 'search_order', 'parameters': {'app': '抖音火山版', 'search_info': '商城的售后订单'}}]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1551
在抖音火山版中的商城查看待发货订单,"[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""待发货"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '抖音火山版', 'order_status': '待发货'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1552
在抖音火山版中显示商城订单的已签收物流信息,"[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""已签收"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '抖音火山版', 'filter_type': '已签收'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1865
在抖音火山版中的商城搜索并按销量排序'实验室设备',"[['1', 'search_goods(app=""抖音火山版"", search_info=""实验室设备"", order_type=""销量"")']]","[{'name': 'search_goods', 'parameters': {'app': '抖音火山版', 'search_info': '实验室设备', 'order_type': '销量'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3479
在抖音极速版中查看商城订单的已签收物流状态,"[['1', 'open_logistics_receive(app=""抖音极速版"", filter_type=""已签收"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '抖音极速版', 'filter_type': '已签收'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1596
在抖音极速版中打开客服页面,"[['1', 'open_customer_service(app=""抖音极速版"")']]","[{'name': 'open_customer_service', 'parameters': {'app': '抖音极速版'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7900
在抖音极速版商城中打开拍照找同款功能,"[['1', 'open_camera_search(app=""抖音极速版"")']]","[{'name': 'open_camera_search', 'parameters': {'app': '抖音极速版商城'}}]",0.0000,1.0000,1.0000,1.0000,0.7143,0.6667,0.6000,0.5000,0.8333,0.8000,0.8333,0.8319
