大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
购物-评价,快手,YoYo，在极速版快手里怎么给之前买的手机壳订单写评价，内容是“手机壳质量差，还有味道”。,在快手中的商城给手机壳订单写评价，内容为手机壳质量差，还有味道,在快手中评价商城<搜索内容>订单且评价内容为<文本内容>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,快手,YOYO，帮我操作一下快手极速版里的连衣裙订单评价，记得加上图片。,在快手中评价商城连衣裙订单并添加图片,在快手中评价商城<搜索内容>订单并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,快手,请帮我在我用的快手app上评价一个订单，商品是运动鞋，星级是4星，评价内容是“鞋子穿着挺舒服的，就是颜色和图片有点色差”，还要上传几张图片。,在快手app中评价商城运动鞋订单，星级为4星，评价内容为鞋子穿着挺舒服的，就是颜色和图片有点色差，并上传几张图片,在快手中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-搜索,快手,帮我到极速版快手里面开启商城的国家补贴，然后搜一下运动鞋。,在快手中打开商城的国家补贴并搜索运动鞋,在快手中打开商城的国家补贴并搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手极速版,在快手极速版里能搜到小米手机吗？,在快手极速版中的商城搜索小米手机,在快手极速版的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,快手极速版,能帮我在极速版快手里面找到这款手机壳的评论吗？,在快手极速版中的商城查找手机壳的评论,在快手极速版的商城中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手极速版,YoYo，快去快手极速商城里查看一下运动鞋的不同尺码信息。,在快手极速中的商城查看运动鞋的不同尺码信息,在快手极速版的商城中打开<搜索内容>的规格,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手极速版,快手极速版商城能搜到小米手机吗？,在快手极速版中的商城查看小米手机的参数,在快手极速版的商城中打开<搜索内容>的参数,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手极速版,帮我查一下快手极速里运动鞋的详情页。,在快手极速中的商城查看运动鞋的详情页,在快手极速版的商城中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-购物车,快手极速版,我想在快手极速里搜索一款运动手环，然后加购了。,在快手极速中的商城把运动手环加入购物车,在快手极速版的商城中将<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手极速版,快手极速版里能帮我把儿童积木套装加入购物车吗？,在快手极速版中的商城把中型的儿童积木套装加入购物车,在快手极速版的商城中将<规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手极速版,快手极速版里面的商品，能帮我把“儿童玩具积木”搜索出来并加入购物车2个吗？,在快手极速版中的商城把2个儿童玩具积木加入购物车,在快手极速版的商城中将<数量>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手极速版,快帮我往快手极速里加购两件L码的纯棉T恤。,在快手极速中的商城加购两件L码的纯棉T恤,在快手极速版的商城中将<数量><规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-下单,快手极速版,快手极速版里能下单搜索儿童玩具吗？,在快手极速版中的商城下单儿童玩具,在快手极速版的商城中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手极速版,帮我直接在快手极速版下单42码的运动鞋。,在快手极速版中的商城下单42码的运动鞋,在快手极速版的商城中下单<规格>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手极速版,能不能在快手极速版上帮我下单2双运动袜？,在快手极速版中的商城下单2双运动袜,在快手极速版的商城中下单<数量>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手极速版,帮我直接在快手极速下单一件夏季连衣裙，地址填杭州市西湖区文三路159号湖畔雅居3栋201。,在快手极速中的商城下单一件夏季连衣裙，地址为杭州市西湖区文三路159号湖畔雅居3栋201,在快手极速版的商城中下单<搜索内容>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手极速版,帮我用支付宝在快手极速版里买一件连衣裙。,在快手极速版中的商城用支付宝购买一件连衣裙,在快手极速版的商城中用<支付方式>下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手极速版,我想在极速版快手买一盒规格为200g的有机奶粉，用支付宝付款，地址是海淀区中关村大街5号院3号楼602。,在极速版快手中的商城购买一盒规格为200g的有机奶粉，用支付宝付款，地址为海淀区中关村大街5号院3号楼602,在快手极速版的商城中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-收藏,快手极速版,快手极速版商城里搜索儿童玩具能收藏吗？,在快手极速版中的商城收藏儿童玩具,在快手极速版的商城中收藏<搜索内容>,"[{""name"": ""add_into_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""}]"
购物-搜索,快手极速版,我在快手极速版的商城直播里怎么找不到运动鞋相关的直播呢？,在快手极速版中的商城直播中搜索运动鞋,在快手极速版的商城直播中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,快手极速版,帮我直接跳转到快手极速版里面的海尔官方旗舰店。,在快手极速版中打开商城中的海尔官方旗舰店,在快手极速版中打开商城中的<店铺名>店铺,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-打开,快手极速版,帮我看看极速版快手的良品铺子店有没有卖辣条的。,在极速版快手中商城中的良品铺子店铺内查找辣条,在快手极速版中商城中的<店铺名>店铺内搜索<搜索内容>,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-打开,快手极速版,帮我直接进快手极速版里的良品铺子店铺，找零食分类。,在快手极速版中打开商城中的良品铺子店铺的零食分类,在快手极速版中打开商城中的<店铺名>店铺的<类别>类别,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-收藏,快手极速版,帮我关注一下快手极速里面的小米官方店铺。,在快手极速中的商城关注小米官方店铺,在快手极速版中关注商城中的<店铺名>店铺,"[{""name"": ""add_into_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中按照店铺名搜索店铺,并将其添加到店铺收藏夹中""}]"
购物-搜索,快手极速版,帮我查查快手极速版商城里的运动鞋，筛选价格在200元以下。,在快手极速版中查看商城中的运动鞋，筛选价格在200元以下,在快手极速版中搜索商城中的<搜索内容>筛选<筛选条件>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-物流,快手极速版,在极速版快手里查一下我最近下单的运动鞋订单，物流单号是多少？,在极速版快手中查看运动鞋订单的物流单号,在快手极速版中查看商城<搜索内容>订单的物流单号,"[{""name"": ""open_order_tracking_number(app, search_info_slot)"", ""description"": ""在app中查询指定订单的物流单号""}]"
购物-物流,快手极速版,帮我查一下极速版快手商城里那双运动鞋的快递电话。,在极速版快手中的商城查看运动鞋订单的快递电话,在快手极速版中拨打商城<搜索内容>订单的快递电话,"[{""name"": ""call_order_courier(app, search_info_slot)"", ""description"": ""在app中拨打指定订单的快递电话""}]"
购物-物流,快手极速版,帮我给快手极速版商城里的运动鞋订单催促发货。,在快手极速版中给商城运动鞋订单催促发货,在快手极速版中给商城<搜索内容>订单催发货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,快手极速版,帮我给快手极速版商城里买的手机壳订单催促一下配送。,在快手极速版中给商城手机壳订单催配送,在快手极速版中给商城<搜索内容>订单催配送,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,快手极速版,帮我确认一下快手极速版商城里那件连衣裙的订单收货。,在快手极速版中给商城连衣裙订单确认收货,在快手极速版中给商城<搜索内容>订单确认收货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-订单,快手极速版,在极速版快手上找到商城的订单，怎么给那条连衣裙申请退货退款？,在极速版快手中给商城连衣裙订单申请退货退款,在快手极速版中给商城<搜索内容>订单申请售后,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-订单,快手极速版,快手极速版里面帮我给商城下单的运动鞋订单申请换货，原因选尺码不合适。,在快手极速版中给商城运动鞋订单申请换货，原因选尺码不合适,在快手极速版中给商城<搜索内容>订单申请<售后类型>且原因为<原因>,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-评价,快手极速版,帮我给快手极速版商城里的手机壳订单写个5星好评，内容要写这个手机壳质感很好，包装也很用心。,在快手极速版中给商城手机壳订单写好评,在快手极速版中评价商城<搜索内容>订单,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,快手极速版,帮我评价一下快手极速版商城里的手机壳订单，打个3星吧。,在快手极速版中评价商城手机壳订单且星级为3星,在快手极速版中评价商城<搜索内容>订单且星级为<星级>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,快手极速版,在极速版快手买完手机壳后，怎么在订单里找到它并评价“这个手机壳质量太差了，容易变形”？,在极速版快手中给商城手机壳订单评价，内容为这个手机壳质量太差了，容易变形,在快手极速版中评价商城<搜索内容>订单且评价内容为<文本内容>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,快手极速版,帮我评价下快手极速版商城里的手机壳订单，并上传图片。,在快手极速版中评价商城手机壳订单并上传图片,在快手极速版中评价商城<搜索内容>订单并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,快手极速版,YOYO，帮我评价下我在快手极速版上买的这款蓝牙耳机订单，星级选4星，评价内容写“音质不错但降噪一般”，并且上传一张图片。,在快手极速版中评价商城蓝牙耳机订单，星级为4星，评价内容为音质不错但降噪一般，并上传一张图片,在快手极速版中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-搜索,快手极速版,快手极速版里的国家补贴专区能搜到运动鞋吗？,在快手极速版中的国家补贴专区搜索运动鞋,在快手极速版中打开商城的国家补贴并搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,拼多多,我在拼夕夕里能搜到小米手机13吗？,在拼夕夕中搜索小米手机13,在拼多多中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,拼多多,打开拼夕夕里那款无线蓝牙耳机的商品详情页，能给我看看买家评论吗？,在拼夕夕中打开无线蓝牙耳机的商品详情页，查看买家评论,在拼多多中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,拼多多,我想在拼夕夕里查看一下运动鞋的规格，能帮我操作吗？,在拼夕夕中查看运动鞋的规格,在拼多多中打开<搜索内容>的规格,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,拼多多,我想在拼夕夕里查一下连衣裙的参数信息。,在拼夕夕中查看连衣裙的参数信息,在拼多多中打开<搜索内容>的参数,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,拼多多,能不能在拼夕夕里面找找看这个无线耳机的详细页面？,在拼夕夕中查找无线耳机的详情页面,在拼多多中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-下单,拼多多,我想在拼多多下单一双运动鞋，能帮我找找吗？,在拼多多中下单一双运动鞋,在拼多多中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,拼多多,我想在拼夕夕买一双42码的运动鞋，能帮我下单吗？,在拼夕夕中下单一双42码的运动鞋,在拼多多中下单<规格>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,拼多多,我想在拼夕夕买3双儿童袜子，能直接下单吗？,在拼夕夕中购买3双儿童袜子,在拼多多中下单<数量>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,拼多多,YoYo助手，帮我找找拼夕夕有没有充电宝，要发顺丰到杭州市西湖区文三路159号。,在拼夕夕中下单一个充电宝，发顺丰到杭州市西湖区文三路159号,在拼多多中下单<搜索内容>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,拼多多,我想在拼夕夕用花呗支付买一双运动鞋。,在拼夕夕中用花呗支付购买一双运动鞋,在拼多多中用<支付方式>下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,拼多多,YoYo，帮我直接下单三双42码的运动鞋用支付宝支付送到海淀区中关村大街88号。,在拼多多中下单下单三双42码的运动鞋用支付宝支付送到海淀区中关村大街88号,在拼多多中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-收藏,拼多多,YoYo，我想在拼多多APP中收藏一款蓝牙耳机。,在拼多多APP中收藏蓝牙耳机,在拼多多中收藏<搜索内容>,"[{""name"": ""add_into_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""}]"
购物-搜索,拼多多,在拼夕夕里面找一找政府补贴的商品，搜索内容是电饭煲。,在拼夕夕中查找政府补贴的商品并搜索电饭煲,在拼多多中打开政府补贴并搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-物流,拼多多,帮我查一下PDD上那件连衣裙的物流单号。,在PDD中查看连衣裙订单的物流单号,在拼多多中查看<搜索内容>订单的物流单号,"[{""name"": ""open_order_tracking_number(app, search_info_slot)"", ""description"": ""在app中查询指定订单的物流单号""}]"
购物-物流,拼多多,帮我查一下拼夕夕里面那件连衣裙订单的快递联系方式。,在拼夕夕中查找连衣裙订单的联系方式,在拼多多中拨打<搜索内容>订单的快递电话,"[{""name"": ""call_order_courier(app, search_info_slot)"", ""description"": ""在app中拨打指定订单的快递电话""}]"
购物-物流,拼多多,YoYo，帮我把拼夕夕上那件连衣裙的订单催一下发货。,在拼夕夕中给连衣裙订单催发货,在拼多多中给<搜索内容>订单催发货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,拼多多,帮我给拼多多app上买的牛奶订单加急配送一下。,在拼多多app中给牛奶订单加急配送,在拼多多中给<搜索内容>订单催配送,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,拼多多,我想在拼多多APP中为刚到货的外套订单确认收货。,在拼多多APP中给外套订单确认收货,在拼多多中给<搜索内容>订单确认收货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-订单,拼多多,YoYo，帮我给拼多多上买的手机壳订单申请售后，原因选质量不好。,在拼多多中给手机壳订单申请售后,在拼多多中给<搜索内容>订单申请售后,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-订单,拼多多,YoYo，帮我给拼多多上买的枕头订单申请换货，原因选发货慢。,在拼多多中给枕头订单申请换货原因选发货慢,在拼多多中给<搜索内容>订单申请<售后类型>且原因为<原因>,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-评价,拼多多,YoYo，我在拼夕夕买的那个蓝牙耳机订单怎么评价？,在拼夕夕中评价蓝牙耳机订单,在拼多多中评价<搜索内容>订单,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,拼多多,在拼夕夕APP中给ipad的订单评个五星，帮我操作一下,在拼夕夕APP中给iPad订单评5星,在拼多多中评价<搜索内容>订单且星级为<星级>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,拼多多,YoYo，我在拼夕夕的订单里怎么评价买的这双运动鞋？评价内容要写“鞋子穿着很舒服，但尺码偏大了一点”。,在拼夕夕中评价运动鞋订单，评价内容为鞋子穿着很舒服，但尺码偏大了一点,在拼多多中评价<搜索内容>订单且评价内容为<文本内容>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,拼多多,我想在拼夕夕上评价之前买的手机壳订单，顺便上传几张使用图。,在拼夕夕中评价手机壳订单并上传几张使用图,在拼多多中评价<搜索内容>订单并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,拼多多,YoYo，我在拼夕夕买的手机壳订单想评价一下，星级选3星，内容写“包装一般但商品没问题”，记得传几张照片上去。,在拼夕夕中评价手机壳订单，星级为3星，评价内容为包装一般但商品没问题，并上传几张图片,在拼多多中评价<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-收藏,拼多多,YoYo，帮我把拼夕夕里收藏的智能手环删掉。,在拼夕夕中删除商品收藏中的智能手环,在拼多多中删除商品收藏中的<搜索内容>,"[{""name"": ""delete_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序的商品收藏夹中搜索指定商品并将其删除""}]"
购物-搜索,拼多多,拼夕夕上能搜母婴用品并筛选品牌吗？,在拼夕夕中搜索母婴用品并筛选品牌,在拼多多中搜索<搜索内容>筛选品牌,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,拼多多,我想在PDD上找一些零食，筛选条件是50元以下。,在PDD中搜索零食，筛选条件为50元以下,在拼多多中搜索<搜索内容>筛选<筛选条件>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,拼多多,在拼夕夕中搜索并打开“良品铺子旗舰店”。,在拼夕夕中打开良品铺子旗舰店,在拼多多中打开<店铺名>店铺,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-打开,拼多多,帮我到拼多多app中“怎么肥四”店铺搜索一下运动鞋。,在拼多多app中的怎么肥四店铺中搜索运动鞋,在拼多多中<店铺名>店铺内搜索<搜索内容>,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-打开,拼多多,拼多多app中怎么找不到这家“优衣库”店铺的家居用品类别？,在拼多多app中查找优衣库店铺的家居用品类别,在拼多多中打开<店铺名>店铺的<类别>类别,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-收藏,拼多多,帮我关注拼多多app上的“小米官方旗舰店”店铺。,在拼多多app中关注小米官方旗舰店店铺,在拼多多中关注<店铺名>店铺,"[{""name"": ""add_into_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中按照店铺名搜索店铺,并将其添加到店铺收藏夹中""}]"
购物-搜索,淘宝,我在淘宝网里搜索儿童绘本，能出来哪些店铺？,在淘宝网中搜索儿童绘本商品,在淘宝中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,淘宝,手淘上荣耀X70的评价在哪能看到？帮我找一下。,在手淘中查找荣耀X70的评价,在淘宝中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,淘宝,手淘商城里的运动鞋规格在哪看？,在手淘中查看运动鞋的规格,在淘宝中打开<搜索内容>的规格,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,淘宝,手淘上能查一下连衣裙的参数吗？,在手淘中查找连衣裙的参数,在淘宝中打开<搜索内容>的参数,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,淘宝,帮我去手淘上打开夏季连衣裙的商品详情看看。,在手淘中打开夏季连衣裙的商品详情,在淘宝中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
