大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
购物-搜索,抖音极速版,快点儿去在抖音极速版中要取的防蓝光眼镜在哪个快递柜,在$抖音极速版$中要取的防蓝光眼镜在哪个快递柜,在抖音极速版中查看商城订单待取件物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,抖音极速版,帮我到抖音极速版买的瑜伽垫取件码查一下,在$抖音极速版$中查看瑜伽垫取件码,在抖音极速版中查看商城订单待取件物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,抖音极速版,帮查下抖音极速版买的智能手环现在派送到哪个区域了,在$抖音极速版$中的商城查看智能手环订单配送区域,在抖音极速版中查看商城订单派送中物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-搜索,抖音极速版,抖音极速版里面派送的电热毯大概几点能到,在$抖音极速版$中查看商城派送的电热毯大概几点送达,在抖音极速版中查看商城订单派送中物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,抖音极速版,帮我看看抖音极速版中商城订单运送中的物流,在$抖音极速版$中查看商城订单运送中物流,在抖音极速版中查看商城订单运送中物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,抖音极速版,查询抖音极速版中哪些订单在运送中,在$抖音极速版$中查询运送中的订单,在抖音极速版中查看商城订单运送中物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-收藏,抖音极速版,查询抖音极速版中收藏的所有商品,在$抖音极速版$中查看收藏的商品,在抖音极速版中查看收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-收藏,抖音极速版,帮我看一下收藏的商品在抖音极速版中,在$抖音极速版$中查看收藏的商品,在抖音极速版中查看收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-客服,抖音极速版,抖音极速版官方客服咨询入口怎么进,在$抖音极速版$中进入官方客服咨询入口,在抖音极速版中打开我的客服页面,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-客服,抖音极速版,帮我打开抖音极速版我的客服页面,在$抖音极速版$中打开我的客服页面,在抖音极速版中打开我的客服页面,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-签到,抖音极速版,抖音极速版签到领金币在哪里操作,在$抖音极速版$中签到领金币,在抖音极速版中打开赚钱任务签到领金币,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}]"
购物-签到,抖音极速版,帮我在抖音极速版中打开赚钱任务签到领金币,在$抖音极速版$中打开赚钱任务签到领金币,在抖音极速版中打开赚钱任务签到领金币,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}]"
购物-签到,抖音极速版,抖音极速版签到领积分在哪里操作,在$抖音极速版$中签到领积分,在抖音极速版中签到领积分,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}]"
购物-签到,抖音极速版,帮我在抖音极速版中打开赚钱任务签到领积分,在$抖音极速版$中打开赚钱任务签到领积分,在抖音极速版中签到领积分,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}]"
购物-搜索,快手,帮我看下最近在快手商城搜过什么挂烫机,在$快手$中的商城查看搜索过的挂烫机,在快手中查看商城搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,快手,之前在快手查找的午休折叠床搜索记录在哪,在$快手$中查看之前的午休折叠床搜索记录,在快手中查看商城搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,快手,请清空快手商城里搜的电动刮痧板记录,在$快手$中商城中清除电动刮痧板搜索记录,在快手中清除商城搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-搜索,快手,删掉我在快手找过的瑜伽球搜索痕迹,在$快手$中删掉瑜伽球搜索痕迹,在快手中清除商城搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-搜索,快手,拍这款太阳镜找快手相似款墨镜,在$快手$中查找太阳镜的相似款墨镜,在快手中使用拍照找相似功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
购物-搜索,快手,用相机识别在快手保温杯找同类型商品,在$快手$中使用相机识别查找保温杯同类型的商品,在快手中使用拍照找相似功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
购物-搜索,快手,查下快手买的桌面加湿器订单详情,在$快手$中查看买的桌面加湿器订单详情,在快手中查看我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-搜索,快手,快手买的无线麦克风订单号是多少,在$快手$中查找购买的无线麦克风订单号,在快手中查看我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手,快手中待支付的筋膜枪订单还有几个小时失效,在$快手$中查看待支付筋膜枪订单还有几个小时失效,在快手中查看商城中待支付订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手,查询快手商城中的要买的冰丝凉席订单待支付页面在哪,在$快手$中的商城查看要买的冰丝凉席订单待支付页面,在快手中查看商城中待支付订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-物流,快手,快手商城中定制的生日气球还没发货对吧,在$快手$中查看商城生日气球订单的物流信息,在快手中查看商城中待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-搜索,快手,快手买的护颈枕预计什么时候能发,在$快手$中查看护颈枕订单的发货时间,在快手中查看商城中待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-物流,快手,查查快手买的空气炸锅快递到哪个城市了,在$快手$中查看空气炸锅快递的城市,在快手中查看商城中待收货订单,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,快手,看一下快手买的冰柜的物流信息更新到哪一站,在$快手$中查看冰柜的物流信息,在快手中查看商城中待收货订单,"[{""name"": ""open_order_tracking_number(app, search_info_slot)"", ""description"": ""在app中查询指定订单的物流单号""}]"
购物-订单,快手,快手中的待评价订单有哪些,在$快手$中查看待评价订单,在快手中查看商城中待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手,查看我的快手所有的待评价订单,在$快手$中查看所有的待评价订单,在快手中查看商城中待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手,快手中的待售后订单有哪些,在$快手$中查看待售后订单,在快手中查看商城中售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手,查看我的快手所有的待售后订单,在$快手$中查看所有的待售后订单,在快手中查看商城中售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-物流,快手,快手中的护腰按摩仪的快递现在到哪个网点,在$快手$中查看商城护腰按摩仪订单的快递所在的网点,在快手中查看商城物流,"[{""name"": ""open_order_tracking_number(app, search_info_slot)"", ""description"": ""在app中查询指定订单的物流单号""}]"
购物-物流,快手,查询快手中的电热饭盒运输状态,在$快手$中查询电热饭盒运输状态,在快手中查看商城物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-收藏,快手,麻烦看一下我的商品收藏在快手中,在$快手$中查看我的商品收藏,在快手中查看我的商品收藏,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-收藏,快手,请看一下在快手中我的商品收藏,在$快手$中查看我的商品收藏,在快手中查看我的商品收藏,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-签到,快手,快手签到领红包入口在哪个位置,在$快手$中签到领红包,在快手中打开任务中心签到领红包,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}]"
购物-签到,快手,帮我在快手中打开任务中心签到领红包,在$快手$中打开任务中心签到领红包,在快手中打开任务中心签到领红包,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}]"
购物-客服,快手,快手官方客服咨询渠道在哪,在$快手$中查看官方客服咨询渠道,在快手中联系官方客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-客服,快手,帮我在快手中联系官方客服,在$快手$中联系官方客服,在快手中联系官方客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-购物车,快手,帮我查看一下快手中购物车,在$快手$中查看购物车,在快手中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
购物-购物车,快手,请打开快手中购物车,在$快手$中打开购物车,在快手中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
购物-搜索,快手极速版,查看一下快手极速版中查看商城搜索历史,在$快手极速版$中查看商城搜索历史,在快手极速版中查看商城搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,快手极速版,找出来快手极速版中查看商城搜索历史,在$快手极速版$中查看商城搜索历史,在快手极速版中查看商城搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,快手极速版,删掉快手极速版搜的电煮锅记录,在$快手极速版$中删除搜索的电煮锅记录,在快手极速版中清除商城搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-搜索,快手极速版,请清空快手极速版跑步机搜索历史记录,在$快手极速版$中清空跑步机搜索历史记录,在快手极速版中清除商城搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-搜索,快手极速版,在快手极速版拍这件旗袍在极速版找类似款,在$快手极速版$中拍摄旗袍并查找类似款,在快手极速版中使用拍照找相似功能,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手极速版,用摄像头在快手极速版识别机械键盘找同款,在$快手极速版$中识别机械键盘找同款,在快手极速版中使用拍照找相似功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
购物-订单,快手极速版,帮我在在快手极速版中查看商城中我的订单,在$快手极速版$中查看商城中我的订单,在快手极速版中查看商城中我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手极速版,查看商城中我的订单，在快手极速版中,在$快手极速版$中查看商城中我的订单,在快手极速版中查看商城中我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手极速版,帮我在在快手极速版中查看商城中待支付订单,在$快手极速版$中查看商城中待支付订单,在快手极速版中查看商城中待支付订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手极速版,查看商城中待支付订单，在快手极速版中,在$快手极速版$中查看商城中待支付订单,在快手极速版中查看商城中待支付订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手极速版,帮我在在快手极速版中查看商城中待发货订单,在$快手极速版$中查看商城中待发货订单,在快手极速版中查看商城中待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手极速版,查看商城中待发货订单，在快手极速版中,在$快手极速版$中查看商城中待发货订单,在快手极速版中查看商城中待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手极速版,帮我在在快手极速版中查看商城中待收货订单,在$快手极速版$中查看商城中待收货订单,在快手极速版中查看商城中待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手极速版,查看商城中待收货订单，在快手极速版中,在$快手极速版$中查看商城中待收货订单,在快手极速版中查看商城中待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手极速版,帮我在在快手极速版中查看商城中待评价订单,在$快手极速版$中查看商城中待评价订单,在快手极速版中查看商城中待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手极速版,查看商城中待评价订单，在快手极速版中,在$快手极速版$中查看商城中待评价订单,在快手极速版中查看商城中待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手极速版,帮我在在快手极速版中查看商城中售后订单,在$快手极速版$中查看商城中售后订单,在快手极速版中查看商城中售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,快手极速版,查看商城中售后订单，在快手极速版中,在$快手极速版$中查看商城中售后订单,在快手极速版中查看商城中售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-物流,快手极速版,帮我在在快手极速版中查看商城中所有物流信息,在$快手极速版$中查看商城中所有物流信息,在快手极速版中查看商城物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,快手极速版,查看商城中所有物流信息，在快手极速版中,在$快手极速版$中查看商城中所有物流信息,在快手极速版中查看商城物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-收藏,快手极速版,帮我在在快手极速版中查看我收藏的商品,在$快手极速版$中查看我收藏的商品,在快手极速版中查看我收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-收藏,快手极速版,查看我收藏的商品，在快手极速版中,在$快手极速版$中查看我收藏的商品,在快手极速版中查看我收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-客服,快手极速版,请帮我在快手极速版中联系官方客服,在$快手极速版$中联系官方客服,在快手极速版中联系官方客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-客服,快手极速版,快手极速版官方客服从哪里进入,在$快手极速版$中进入官方客服,在快手极速版中联系官方客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-签到,快手极速版,请在快手极速版中打开去赚钱签到领金币,在$快手极速版$中打开去赚钱签到领金币,在快手极速版中打开去赚钱签到领金币,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}]"
购物-签到,快手极极速版,快手极极速版签到领金币任务在哪完成,在$快手极极速版$中签到领金币,在快手极速版中打开去赚钱签到领金币,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}]"
购物-购物车,快手极速版,帮我看一下快手极速版中的购物车,在$快手极速版$中查看购物车,在快手极速版中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
购物-购物车,快手极速版,快手极速版中的购物车在哪里，帮我找一下,在$快手极速版$中查找购物车,在快手极速版中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
购物-搜索,拼多多,用拼多多拍照搜这款刺绣桌布找相似款式,在$拼多多$中拍照搜索刺绣桌布找相似款式,在拼多多中使用拍照搜索功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
购物-搜索,拼多多,在拼多多拍这个实木衣架找同款收纳架,在$拼多多$中拍实木衣架并找同款收纳架,在拼多多中使用拍照搜索功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
购物-搜索,拼多多,拼多多上个月搜的防水冲锋衣记录在哪查,在$拼多多$中查看上个月防水冲锋衣搜索记录,在拼多多中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,拼多多,查拼多多搜过的养生花茶关键词历史,在$拼多多$中查看养生花茶关键词历史,在拼多多中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,拼多多,清空拼多多最近搜的磁疗护膝记录,在$拼多多$中清除最近搜索的磁疗护膝记录,在拼多多中清除最近搜索记录,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-搜索,拼多多,把拼多多查找的儿童平衡车记录删干净,在$拼多多$中删除儿童平衡车记录,在拼多多中清除最近搜索记录,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-签到,拼多多,拼多多果园的每日签到入口怎么找,在$拼多多$中查找果园的每日签到入口,在拼多多中进行签到,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}]"
购物-签到,拼多多,连续三天拼多多签到能解锁什么奖励,在$拼多多$中连续三天签到,在拼多多中进行签到,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}]"
购物-发票,拼多多,如何导出拼多多两年内的电子发票,在$拼多多$中导出两年内的电子发票,在拼多多中查看全部发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
购物-发票,拼多多,查看拼多多的办公桌发票,在$拼多多$中查看办公桌发票,在拼多多中查看全部发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
购物-发票,拼多多,拼多多买的乳胶枕发票状态显示已开,在$拼多多$中查看乳胶枕发票状态显示已开,在拼多多中查看已开票发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
购物-发票,拼多多,拼多多已开票发票查询,在$拼多多$中查询已开票发票,在拼多多中查看已开票发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
购物-发票,拼多多,查看拼多多所有申请中发票,在$拼多多$中查看申请中发票,在拼多多中查看申请中发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
购物-发票,拼多多,请给我搜索一下拼多多申请中的发票,在$拼多多$中搜索申请中的发票,在拼多多中查看申请中发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
购物-发票,拼多多,查看拼多多所以待申请发票,在$拼多多$中查看所有待申请发票,在拼多多中查看待申请发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
购物-发票,拼多多,请给我搜索一下拼多多待申请的发票,在$拼多多$中搜索待申请的发票,在拼多多中查看待申请发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
购物-订单,拼多多,查看拼多多我的订单,在$拼多多$中查看我的订单,在拼多多中查看我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,拼多多,请给我搜索一下拼多多我的订单,在$拼多多$中搜索我的订单,在拼多多中查看我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,拼多多,查看拼多多待付款订单,在$拼多多$中查看待付款订单,在拼多多中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,拼多多,请给我搜索一下拼多多待付款订单,在$拼多多$中搜索待付款订单,在拼多多中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,拼多多,查看拼多多待收货订单,在$拼多多$中查看待收货订单,在拼多多中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,拼多多,请给我搜索一下拼多多待收货订单,在$拼多多$中搜索待收货订单,在拼多多中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-收藏,拼多多,查看拼多多我的评价,在$拼多多$中查看我的评价,在拼多多中查看我的评价,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-搜索,拼多多,请给我搜索一下拼多多我的评价,在$拼多多$中搜索我的评价,在拼多多中查看我的评价,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-收藏,拼多多,查看拼多多商品收藏,在$拼多多$中查看商品收藏,在拼多多中查看商品收藏,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-搜索,拼多多,请给我搜索一下拼多多商品收藏,在$拼多多$中搜索商品收藏,在拼多多中查看商品收藏,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-收藏,拼多多,查看拼多多查看店铺关注,在$拼多多$中查看店铺关注,在拼多多中查看店铺关注,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面,并按照条件进行筛选""}]"
购物-收藏,拼多多,请给我搜索一下拼多多查看店铺关注,在$拼多多$中查看店铺关注,在拼多多中查看店铺关注,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面,并按照条件进行筛选""}]"
购物-订单,拼多多,查看拼多多查看退款售后,在$拼多多$中查看退款售后,在拼多多中查看退款售后,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,拼多多,请给我搜索一下拼多多查看退款售后,在$拼多多$中查看退款售后,在拼多多中查看退款售后,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-物流,拼多多,帮我在拼多多中联系官方客服进行查物流,在$拼多多$中联系官方客服进行查物流,在拼多多中联系官方客服进行查物流,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-物流,拼多多,请联系官方客服进行查物流，在拼多多中,在$拼多多$中联系官方客服进行查物流,在拼多多中联系官方客服进行查物流,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
