query,plan,ground_truth,pred_tool_1,pred_score_1,pred_tool_2,pred_score_2,pred_tool_3,pred_score_3,pred_tool_4,pred_score_4,pred_tool_5,pred_score_5,pred_tool_6,pred_score_6,pred_tool_7,pred_score_7,pred_tool_8,pred_score_8,pred_tool_9,pred_score_9,pred_tool_10,pred_score_10,标注结果（n=1）,标注结果（n=3）,标注结果（n=5）
请清空快手极速版跑步机搜索历史记录,在$快手极速版$中清空跑步机搜索历史记录,delete_search_history,"search_order(app, search_info_slot, order_status)",0.999999995,delete_search_history(app),0.957983504,"open_cart_content(app, filter_type, filter_detail_slot)",0.945269443,"open_customer_service(app, order_slot, store_slot)",0.919008351,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.898975191,open_search_history(app),0.890749393,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.858703232,"search_cart_content(app, search_info_slot)",0.736844233,"search_in_favorite_stores(app, search_info_slot)",0.7182458,"sign_in(app, page_type)",0.702079419,0,1,1
在快手极速版拍这件旗袍在极速版找类似款,在$快手极速版$中拍摄旗袍并查找类似款,search_goods,"open_cart_content(app, filter_type, filter_detail_slot)",0.982200141,"search_order(app, search_info_slot, order_status)",0.975125853,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.927755815,"open_customer_service(app, order_slot, store_slot)",0.908653725,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.878049939,"search_cart_content(app, search_info_slot)",0.823922076,"search_in_favorite_stores(app, search_info_slot)",0.797080965,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.796524229,open_camera_search(app),0.789058823,"sign_in(app, page_type)",0.075818066,0,0,1
用摄像头在快手极速版识别机械键盘找同款,在$快手极速版$中识别机械键盘找同款,open_camera_search,"open_customer_service(app, order_slot, store_slot)",0.983132292,"search_order(app, search_info_slot, order_status)",0.975125853,"open_cart_content(app, filter_type, filter_detail_slot)",0.97111618,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.894348722,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.839936523,"sign_in(app, page_type)",0.740907136,"search_cart_content(app, search_info_slot)",0.72323928,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.713366153,"search_in_favorite_stores(app, search_info_slot)",0.702212126,"open_orders_bought(app, order_status, filter_detail_slot)",0.052246222,0,0,0
帮我在在快手极速版中查看商城中我的订单,在$快手极速版$中查看商城中我的订单,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.904882915,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.867343951,"open_customer_service(app, order_slot, store_slot)",0.819914458,"open_orders_bought(app, order_status, filter_detail_slot)",0.798931355,"open_logistics_receive(app, filter_type)",0.739878633,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.701476045,open_orders_all_review(app),0.698015902,"open_logistics_send(app, filter_type)",0.081711944,"open_favorite_stores(app, filter_type)",0.081691598,0,0,1
查看商城中我的订单，在快手极速版中,在$快手极速版$中查看商城中我的订单,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.904882915,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.867343951,"open_customer_service(app, order_slot, store_slot)",0.819914458,"open_orders_bought(app, order_status, filter_detail_slot)",0.798931355,"open_logistics_receive(app, filter_type)",0.739878633,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.701476045,open_orders_all_review(app),0.698015902,"open_logistics_send(app, filter_type)",0.081711944,"open_favorite_stores(app, filter_type)",0.081691598,0,0,1
帮我在在快手极速版中查看商城中待支付订单,在$快手极速版$中查看商城中待支付订单,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.925536421,"open_orders_bought(app, order_status, filter_detail_slot)",0.84919046,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.829260559,"open_customer_service(app, order_slot, store_slot)",0.809944625,open_orders_all_review(app),0.730333654,"open_logistics_receive(app, filter_type)",0.719620082,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.714585529,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.078756279,open_search_history(app),0.0602895,0,1,1
查看商城中待支付订单，在快手极速版中,在$快手极速版$中查看商城中待支付订单,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.925536421,"open_orders_bought(app, order_status, filter_detail_slot)",0.84919046,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.829260559,"open_customer_service(app, order_slot, store_slot)",0.809944625,open_orders_all_review(app),0.730333654,"open_logistics_receive(app, filter_type)",0.719620082,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.714585529,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.078756279,open_search_history(app),0.0602895,0,1,1
帮我在在快手极速版中查看商城中待发货订单,在$快手极速版$中查看商城中待发货订单,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.966339362,"open_orders_bought(app, order_status, filter_detail_slot)",0.879467065,"open_cart_content(app, filter_type, filter_detail_slot)",0.871416605,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.799241147,"open_customer_service(app, order_slot, store_slot)",0.781791497,"open_logistics_receive(app, filter_type)",0.74556242,open_orders_all_review(app),0.728307423,"open_logistics_send(app, filter_type)",0.693698503,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.056664727,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.050377824,0,1,1
查看商城中待发货订单，在快手极速版中,在$快手极速版$中查看商城中待发货订单,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.966339362,"open_orders_bought(app, order_status, filter_detail_slot)",0.879467065,"open_cart_content(app, filter_type, filter_detail_slot)",0.871416605,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.799241147,"open_customer_service(app, order_slot, store_slot)",0.781791497,"open_logistics_receive(app, filter_type)",0.74556242,open_orders_all_review(app),0.728307423,"open_logistics_send(app, filter_type)",0.693698503,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.056664727,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.050377824,0,1,1
帮我在在快手极速版中查看商城中待收货订单,在$快手极速版$中查看商城中待收货订单,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.964163443,"open_cart_content(app, filter_type, filter_detail_slot)",0.900677568,"open_orders_bought(app, order_status, filter_detail_slot)",0.865125592,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.850810996,"open_customer_service(app, order_slot, store_slot)",0.800166448,"open_logistics_receive(app, filter_type)",0.738618179,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.709680275,open_orders_all_review(app),0.697856038,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.056860741,open_search_history(app),0.048612815,0,1,1
查看商城中待收货订单，在快手极速版中,在$快手极速版$中查看商城中待收货订单,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.964163443,"open_cart_content(app, filter_type, filter_detail_slot)",0.900677568,"open_orders_bought(app, order_status, filter_detail_slot)",0.865125592,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.850810996,"open_customer_service(app, order_slot, store_slot)",0.800166448,"open_logistics_receive(app, filter_type)",0.738618179,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.709680275,open_orders_all_review(app),0.697856038,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.056860741,open_search_history(app),0.048612815,0,1,1
帮我在在快手极速版中查看商城中待评价订单,在$快手极速版$中查看商城中待评价订单,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.96863878,"open_orders_bought(app, order_status, filter_detail_slot)",0.897927935,"open_cart_content(app, filter_type, filter_detail_slot)",0.876419028,open_orders_all_review(app),0.872753592,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.819849302,"open_customer_service(app, order_slot, store_slot)",0.799036867,"open_logistics_receive(app, filter_type)",0.719740115,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.6964124,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.05817384,open_search_history(app),0.044533234,0,1,1
查看商城中待评价订单，在快手极速版中,在$快手极速版$中查看商城中待评价订单,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.96863878,"open_orders_bought(app, order_status, filter_detail_slot)",0.897927935,"open_cart_content(app, filter_type, filter_detail_slot)",0.876419028,open_orders_all_review(app),0.872753592,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.819849302,"open_customer_service(app, order_slot, store_slot)",0.799036867,"open_logistics_receive(app, filter_type)",0.719740115,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.6964124,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.05817384,open_search_history(app),0.044533234,0,1,1
帮我在在快手极速版中查看商城中售后订单,在$快手极速版$中查看商城中售后订单,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.90335984,"open_customer_service(app, order_slot, store_slot)",0.875162273,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.850819478,"open_orders_bought(app, order_status, filter_detail_slot)",0.77054651,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.735728202,open_orders_all_review(app),0.718953477,"open_logistics_receive(app, filter_type)",0.710757062,"open_orders_release(app, order_status)",0.678067445,"open_logistics_send(app, filter_type)",0.672241764,0,0,1
查看商城中售后订单，在快手极速版中,在$快手极速版$中查看商城中售后订单,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.90335984,"open_customer_service(app, order_slot, store_slot)",0.875162273,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.850819478,"open_orders_bought(app, order_status, filter_detail_slot)",0.77054651,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.735728202,open_orders_all_review(app),0.718953477,"open_logistics_receive(app, filter_type)",0.710757062,"open_orders_release(app, order_status)",0.678067445,"open_logistics_send(app, filter_type)",0.672241764,0,0,1
帮我在在快手极速版中查看商城中所有物流信息,在$快手极速版$中查看商城中所有物流信息,open_logistics_receive,"search_order(app, search_info_slot, order_status)",0.950428476,"open_cart_content(app, filter_type, filter_detail_slot)",0.933672754,"open_logistics_receive(app, filter_type)",0.919037158,"open_logistics_send(app, filter_type)",0.875876206,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.864516262,"open_customer_service(app, order_slot, store_slot)",0.857709175,"open_orders_bought(app, order_status, filter_detail_slot)",0.735225063,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.730279978,open_express_delivery(app),0.702383301,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.077354898,0,1,1
查看商城中所有物流信息，在快手极速版中,在$快手极速版$中查看商城中所有物流信息,open_logistics_receive,"search_order(app, search_info_slot, order_status)",0.950428476,"open_cart_content(app, filter_type, filter_detail_slot)",0.933672754,"open_logistics_receive(app, filter_type)",0.919037158,"open_logistics_send(app, filter_type)",0.875876206,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.864516262,"open_customer_service(app, order_slot, store_slot)",0.857709175,"open_orders_bought(app, order_status, filter_detail_slot)",0.735225063,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.730279978,open_express_delivery(app),0.702383301,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.077354898,0,1,1
帮我在在快手极速版中查看我收藏的商品,在$快手极速版$中查看我收藏的商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.843578599,"search_order(app, search_info_slot, order_status)",0.773822288,"open_customer_service(app, order_slot, store_slot)",0.698609495,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.688710738,"search_cart_content(app, search_info_slot)",0.666214614,"open_orders_release(app, order_status)",0.062512487,"open_logistics_send(app, filter_type)",0.056750566,"open_logistics_receive(app, filter_type)",0.056054753,"open_favorite_stores(app, filter_type)",0.046106475,1,1,1
查看我收藏的商品，在快手极速版中,在$快手极速版$中查看我收藏的商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.843578599,"search_order(app, search_info_slot, order_status)",0.773822288,"open_customer_service(app, order_slot, store_slot)",0.698609495,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.688710738,"search_cart_content(app, search_info_slot)",0.666214614,"open_orders_release(app, order_status)",0.062512487,"open_logistics_send(app, filter_type)",0.056750566,"open_logistics_receive(app, filter_type)",0.056054753,"open_favorite_stores(app, filter_type)",0.046106475,1,1,1
请帮我在快手极速版中联系官方客服,在$快手极速版$中联系官方客服,open_customer_service,"open_customer_service(app, order_slot, store_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.757988264,"open_cart_content(app, filter_type, filter_detail_slot)",0.72317054,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.650115064,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.615371047,"sign_in(app, page_type)",0.608673721,"search_cart_content(app, search_info_slot)",0.51623735,"search_in_favorite_stores(app, search_info_slot)",0.512981835,open_express_delivery(app),0.504740062,"open_logistics_receive(app, filter_type)",0.496502074,1,1,1
快手极速版官方客服从哪里进入,在$快手极速版$中进入官方客服,open_customer_service,"open_customer_service(app, order_slot, store_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.790206606,"open_cart_content(app, filter_type, filter_detail_slot)",0.754206965,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.674231747,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.647164957,"sign_in(app, page_type)",0.632336146,"search_cart_content(app, search_info_slot)",0.544835688,"search_in_favorite_stores(app, search_info_slot)",0.54067265,open_express_delivery(app),0.521138203,"open_logistics_receive(app, filter_type)",0.520007052,1,1,1
请在快手极速版中打开去赚钱签到领金币,在$快手极速版$中打开去赚钱签到领金币,sign_in,"sign_in(app, page_type)",0.981931324,"open_customer_service(app, order_slot, store_slot)",0.917221655,"search_order(app, search_info_slot, order_status)",0.894871506,"open_cart_content(app, filter_type, filter_detail_slot)",0.865164554,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.817334522,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.73921157,"search_in_favorite_stores(app, search_info_slot)",0.631650592,"search_cart_content(app, search_info_slot)",0.625720664,"open_logistics_receive(app, filter_type)",0.606612449,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.602738774,1,1,1
快手极极速版签到领金币任务在哪完成,在$快手极极速版$中签到领金币,sign_in,"sign_in(app, page_type)",0.94203126,"open_customer_service(app, order_slot, store_slot)",0.917221655,"search_order(app, search_info_slot, order_status)",0.882492337,"open_cart_content(app, filter_type, filter_detail_slot)",0.876877105,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.81535672,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.705603729,"search_cart_content(app, search_info_slot)",0.585049494,"search_in_favorite_stores(app, search_info_slot)",0.580065215,"open_logistics_receive(app, filter_type)",0.573523825,open_express_delivery(app),0.560361049,1,1,1
帮我看一下快手极速版中的购物车,在$快手极速版$中查看购物车,open_cart_content,"open_cart_content(app, filter_type, filter_detail_slot)",0.999999995,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.818731472,"search_order(app, search_info_slot, order_status)",0.791542363,"open_customer_service(app, order_slot, store_slot)",0.740570051,"search_cart_content(app, search_info_slot)",0.689635028,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.662618231,"open_orders_bought(app, order_status, filter_detail_slot)",0.595244686,"open_logistics_receive(app, filter_type)",0.592429843,"search_in_favorite_stores(app, search_info_slot)",0.572919878,open_search_history(app),0.039681366,1,1,1
快手极速版中的购物车在哪里，帮我找一下,在$快手极速版$中查找购物车,open_cart_content,"open_cart_content(app, filter_type, filter_detail_slot)",0.999999995,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.803167972,"search_order(app, search_info_slot, order_status)",0.797389928,"open_customer_service(app, order_slot, store_slot)",0.747779502,"search_cart_content(app, search_info_slot)",0.711625187,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.683427249,"sign_in(app, page_type)",0.596308522,"search_in_favorite_stores(app, search_info_slot)",0.587489826,"open_orders_bought(app, order_status, filter_detail_slot)",0.028163516,"open_invoice_page(app, page_type)",0.027963911,1,1,1
用拼多多拍照搜这款刺绣桌布找相似款式,在$拼多多$中拍照搜索刺绣桌布找相似款式,open_camera_search,open_camera_search(app),0.998629267,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.940362396,open_search_history(app),0.85912758,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.824086498,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.801797398,"open_favorite_stores(app, filter_type)",0.80131455,"open_orders_bought(app, order_status, filter_detail_slot)",0.796575957,"open_invoice_page(app, page_type)",0.789415111,"search_cart_content(app, search_info_slot)",0.778065277,"sign_in(app, page_type)",0.775173177,1,1,1
在拼多多拍这个实木衣架找同款收纳架,在$拼多多$中拍实木衣架并找同款收纳架,open_goods_page,open_camera_search(app),0.965384987,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.963787154,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.942395812,"open_favorite_stores(app, filter_type)",0.892544122,"open_invoice_page(app, page_type)",0.874567623,"sign_in(app, page_type)",0.867490283,open_search_history(app),0.865977979,"open_orders_bought(app, order_status, filter_detail_slot)",0.86203285,"open_customer_service(app, order_slot, store_slot)",0.829987287,"search_cart_content(app, search_info_slot)",0.801213292,0,0,0
拼多多上个月搜的防水冲锋衣记录在哪查,在$拼多多$中查看上个月防水冲锋衣搜索记录,open_search_history,open_search_history(app),0.99347552,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.850234311,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.830496649,open_camera_search(app),0.818880742,"open_orders_bought(app, order_status, filter_detail_slot)",0.795744519,"search_cart_content(app, search_info_slot)",0.75579628,"search_order(app, search_info_slot, order_status)",0.755791298,"open_favorite_stores(app, filter_type)",0.74972601,delete_search_history(app),0.723684605,"search_in_favorite_stores(app, search_info_slot)",0.714443917,1,1,1
查拼多多搜过的养生花茶关键词历史,在$拼多多$中查看养生花茶关键词历史,open_search_history,open_search_history(app),0.999999995,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.841163244,"open_favorite_stores(app, filter_type)",0.802691029,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.796094342,open_camera_search(app),0.77766692,"open_orders_bought(app, order_status, filter_detail_slot)",0.775063857,"open_invoice_page(app, page_type)",0.76326226,"sign_in(app, page_type)",0.73904074,"open_customer_service(app, order_slot, store_slot)",0.73616897,"search_cart_content(app, search_info_slot)",0.695774536,1,1,1
清空拼多多最近搜的磁疗护膝记录,在$拼多多$中清除最近搜索的磁疗护膝记录,delete_search_history,open_search_history(app),0.95744503,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.88780407,delete_search_history(app),0.845571215,open_camera_search(app),0.825664721,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.814242158,"open_orders_bought(app, order_status, filter_detail_slot)",0.752259567,"search_cart_content(app, search_info_slot)",0.751653922,"open_favorite_stores(app, filter_type)",0.747206371,"search_order(app, search_info_slot, order_status)",0.742776753,"search_in_favorite_stores(app, search_info_slot)",0.725156293,0,1,1
把拼多多查找的儿童平衡车记录删干净,在$拼多多$中删除儿童平衡车记录,delete_search_history,open_search_history(app),0.952528061,"open_orders_bought(app, order_status, filter_detail_slot)",0.914786077,"open_invoice_page(app, page_type)",0.914097126,"open_customer_service(app, order_slot, store_slot)",0.905053173,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.901996466,"sign_in(app, page_type)",0.890421303,"open_favorite_stores(app, filter_type)",0.884515211,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.871607191,open_camera_search(app),0.864916129,delete_search_history(app),0.837999896,0,0,0
拼多多果园的每日签到入口怎么找,在$拼多多$中查找果园的每日签到入口,sign_in,"sign_in(app, page_type)",0.999999995,"open_favorite_stores(app, filter_type)",0.748846377,"open_customer_service(app, order_slot, store_slot)",0.726842343,"open_orders_bought(app, order_status, filter_detail_slot)",0.713104318,open_camera_search(app),0.691136886,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.684908278,open_search_history(app),0.672794859,"open_invoice_page(app, page_type)",0.669842409,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.663124277,"search_order(app, search_info_slot, order_status)",0.590696992,1,1,1
连续三天拼多多签到能解锁什么奖励,在$拼多多$中连续三天签到,sign_in,"sign_in(app, page_type)",0.999999995,"open_customer_service(app, order_slot, store_slot)",0.728764636,"open_favorite_stores(app, filter_type)",0.719772323,"open_orders_bought(app, order_status, filter_detail_slot)",0.697666832,open_camera_search(app),0.676489879,"open_invoice_page(app, page_type)",0.672800809,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.666901142,open_search_history(app),0.663862329,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.654723504,"open_logistics_receive(app, filter_type)",0.545735349,1,1,1
如何导出拼多多两年内的电子发票,在$拼多多$中导出两年内的电子发票,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"open_orders_bought(app, order_status, filter_detail_slot)",0.758278767,"open_customer_service(app, order_slot, store_slot)",0.726961144,open_search_history(app),0.714157685,"sign_in(app, page_type)",0.703446337,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.697020475,"open_favorite_stores(app, filter_type)",0.676311372,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.674247047,open_camera_search(app),0.671196798,"search_order(app, search_info_slot, order_status)",0.613478269,1,1,1
查看拼多多的办公桌发票,在$拼多多$中查看办公桌发票,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"open_orders_bought(app, order_status, filter_detail_slot)",0.755563425,"open_customer_service(app, order_slot, store_slot)",0.722745099,"open_favorite_stores(app, filter_type)",0.69335105,"sign_in(app, page_type)",0.692169988,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.690452694,open_camera_search(app),0.68341848,open_search_history(app),0.676542693,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.663433016,"open_cart_content(app, filter_type, filter_detail_slot)",0.631628299,1,1,1
拼多多买的乳胶枕发票状态显示已开,在$拼多多$中查看乳胶枕发票状态显示已开,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"open_orders_bought(app, order_status, filter_detail_slot)",0.7874534,"open_customer_service(app, order_slot, store_slot)",0.69665549,"open_favorite_stores(app, filter_type)",0.692948123,"sign_in(app, page_type)",0.681700015,open_search_history(app),0.677521521,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.667113662,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.651739179,open_camera_search(app),0.639349189,"search_order(app, search_info_slot, order_status)",0.606205913,1,1,1
拼多多已开票发票查询,在$拼多多$中查询已开票发票,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"open_orders_bought(app, order_status, filter_detail_slot)",0.740478995,"open_customer_service(app, order_slot, store_slot)",0.659799856,open_search_history(app),0.657566002,"sign_in(app, page_type)",0.640630507,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.637392195,"open_favorite_stores(app, filter_type)",0.633254015,open_camera_search(app),0.630508468,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.618677153,"search_order(app, search_info_slot, order_status)",0.569497077,1,1,1
查看拼多多所有申请中发票,在$拼多多$中查看申请中发票,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"open_orders_bought(app, order_status, filter_detail_slot)",0.723328289,"open_customer_service(app, order_slot, store_slot)",0.654008938,"sign_in(app, page_type)",0.627729251,"open_favorite_stores(app, filter_type)",0.626199239,open_search_history(app),0.618764101,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.608442173,open_camera_search(app),0.605030193,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.597746977,"search_order(app, search_info_slot, order_status)",0.5630174,1,1,1
请给我搜索一下拼多多申请中的发票,在$拼多多$中搜索申请中的发票,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"open_orders_bought(app, order_status, filter_detail_slot)",0.710793879,"open_customer_service(app, order_slot, store_slot)",0.69209481,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.691217031,open_camera_search(app),0.68319682,open_search_history(app),0.667373871,"sign_in(app, page_type)",0.656527209,"open_favorite_stores(app, filter_type)",0.639385875,"search_order(app, search_info_slot, order_status)",0.621299473,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.621094996,1,1,1
查看拼多多所以待申请发票,在$拼多多$中查看所有待申请发票,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"open_orders_bought(app, order_status, filter_detail_slot)",0.748141999,"open_customer_service(app, order_slot, store_slot)",0.636659172,"sign_in(app, page_type)",0.630611933,open_search_history(app),0.625039878,"open_favorite_stores(app, filter_type)",0.61417497,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.611527816,open_camera_search(app),0.599731775,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.59054436,open_orders_all_review(app),0.041597254,1,1,1
