大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
购物-购物车,转转,转转里的二手微波炉，帮我加入下购物车,在转转中把二手微波炉加入到购物车,在转转中将<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-下单,转转,YOYO，可以帮我在转转下单二手三星Galaxy Z Fold4吗,在转转中下单二手三星Galaxy Z Fold4,在转转中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,转转,iPad Pro降价了，帮我在转转中下下单128G的二手iPad Pro,在转转中下单128G的二手iPad Pro,在转转中下单<规格>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,转转,我想要2台二手投影仪，帮我在转转下下单,在转转中下单2台二手投影仪,在转转中下单<数量>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,转转,刚看到转转里的二手小米空气净化器，帮我下下单送到深圳市南山区科技园科苑路8号,在转转中下单二手小米空气净化器送至深圳市南山区科技园科苑路8号,在转转中下单<搜索内容>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,转转,还得麻烦你帮我用支付宝在转转下单二手联想笔记本,在转转中用支付宝下单二手联想笔记本,在转转中用<支付方式>下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,转转,转转中3台27寸的二手显示器，帮我用微信支付下单送到杭州市西湖区文二路328号,在转转中下单3台27寸的二手显示器用微信支付送至杭州市西湖区文二路328号,在转转中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-收藏,转转,转转里的二手卡西欧计算器，帮我收藏一下,在转转中收藏二手卡西欧计算器,在转转中收藏<搜索内容>,"[{""name"": ""add_into_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""}]"
购物-搜索,转转,没手机用了，帮我在转转搜索二手手机筛选型号为iPhone 13 Pro,在转转中搜索二手手机筛选型号为iPhone 13 Pro,在转转中搜索<搜索内容>筛选型号为<型号>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,转转,麻烦YOYO帮我在转转中搜下二手相机，筛选成色99新的,在转转中搜索二手相机筛选成色99新,在转转中搜索<搜索内容>筛选<筛选条件>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-物流,转转,转转里我买的二手华为nova 9订单，帮我看下物流单号,在转转中查看我购买的二手华为nova 9订单的物流单号,在转转中查看我购买的<搜索内容>订单的物流单号,"[{""name"": ""open_order_tracking_number(app, search_info_slot)"", ""description"": ""在app中查询指定订单的物流单号""}]"
购物-物流,转转,可以帮我拨打转转中我买的二手大疆云台订单的快递电话吗,在转转中拨打我购买的二手大疆云台订单的快递电话,在转转中拨打我购买的<搜索内容>订单的快递电话,"[{""name"": ""call_order_courier(app, search_info_slot)"", ""description"": ""在app中拨打指定订单的快递电话""}]"
购物-物流,转转,转转里我买的二手电熨斗订单，帮我催下发货,在转转中给我购买的二手电熨斗订单催发货,在转转中给我购买的<搜索内容>订单催发货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,转转,配送太慢了啊，麻烦帮我催一下转转中我买的二手咖啡机订单的配送,在转转中给我购买的二手咖啡机订单催配送,在转转中给我购买的<搜索内容>订单催配送,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,转转,转转里我买的二手耳机订单，帮我确认收货,在转转中给我购买的二手耳机订单确认收货,在转转中给我购买的<搜索内容>订单确认收货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-订单,转转,YOYO，可以帮我在转转中给我买的二手打印机订单申请售后吗,在转转中给我购买的二手打印机订单申请售后,在转转中给我购买的<搜索内容>订单申请售后,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-订单,转转,平板屏幕失灵啊，赶紧帮我在转转里我买的二手平板订单申请换货,在转转中给我购买的二手平板订单申请换货且原因为屏幕失灵,在转转中给我购买的<搜索内容>订单申请<售后类型>且原因为<原因>,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-评价,转转,帮我评价一下转转中我买的二手笔记本订单,在转转中评价我购买的二手笔记本订单,在转转中评价我购买的<搜索内容>订单,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,转转,还得麻烦你帮我评价下转转里我买的二手音箱订单，可以给五星,在转转中评价我购买的二手音箱订单且星级为五星,在转转中评价我购买的<搜索内容>订单且星级为<星级>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,转转,这个键盘手感很好啊，帮我在转转中评价我买的二手键盘订单,在转转中评价我购买的二手键盘订单且评价内容为手感很好,在转转中评价我购买的<搜索内容>订单且评价内容为<文本内容>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,转转,转转里我买的二手鼠标订单，帮我评价下并上传下图片,在转转中评价我购买的二手鼠标订单并上传图片,在转转中评价我购买的<搜索内容>订单并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,转转,这款路由器信号稳定哇，YOYO，帮我在转转中评价下我买的二手路由器订单，给四星，上传下图片,在转转中评价我购买的二手路由器订单，星级为四星，评价内容为信号稳定，并上传图片,在转转中评价我购买的<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-客服,京东,好烦，帮我联系下京东的联想官方旗舰店客服,在京东中联系联想官方旗舰店店铺的店铺客服,在京东中联系<店铺>店铺的店铺客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-客服,京东,悠悠，可以帮我联系下京东里我买的海尔冰箱订单的客服吗,在京东中联系海尔冰箱订单的店铺客服,在京东中联系<订单>订单的店铺客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-打开,京东,有人推荐京东的国家补贴，我也想看看呀,在京东中查看国家补贴页面,在京东中查看国家补贴页面,"[{""name"": ""open_special_page(app, page_type)"", ""description"": ""打开特殊页面,例如活动页面""}]"
购物-购物车,京东,看下购物车里的商品，能帮我筛选出满减的不，在京东里,在京东中筛选购物车中的满减商品,在京东中筛选购物车的<筛选条件>商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
购物-客服,京东,YOYO，麻烦你在京东中进行一键保价,在京东中进行一键保价,在京东中进行一键保价,"[{""name"": ""apply_price_protection(app)"", ""description"": ""在app应用程序中联系客服进行价保""}]"
购物-收藏,京东,京东收藏的商品，筛出数码类的,在京东中筛选收藏的数码类商品,在京东中筛选收藏的<筛选条件>商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-订单,京东,悠悠呀，太累了啊，帮我筛选下京东中我已付款的订单,在京东中筛选已付款的订单,在京东中筛选<筛选条件>的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-客服,天猫,太生气了，赶紧帮我联系天猫百雀羚官方旗舰店的客服,在天猫中联系百雀羚官方旗舰店的店铺客服,在天猫中联系<店铺>店铺的店铺客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-客服,天猫,天猫中我买的雅诗兰黛小棕瓶订单，联系下客服,在天猫中联系雅诗兰黛小棕瓶订单的店铺客服,在天猫中联系<订单>订单的店铺客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-打开,天猫,赶紧把天猫中的国家补贴给我打开下,在天猫中查看国家补贴,在天猫中查看国家补贴,"[{""name"": ""open_special_page(app, page_type)"", ""description"": ""打开特殊页面,例如活动页面""}]"
购物-客服,天猫,YOYO，麻烦你在天猫中进行一键价保,在天猫中进行一键价保,在天猫中进行一键价保,"[{""name"": ""apply_price_protection(app)"", ""description"": ""在app应用程序中联系客服进行价保""}]"
购物-订单,天猫,悠悠呀，太烦了啊，帮我筛选下天猫中我已收货的订单,在天猫中筛选已收货的订单,在天猫中筛选<筛选条件>的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-收藏,天猫,麻烦帮我查看下天猫收藏夹里的商品，筛出家居类的,在天猫中查看收藏夹中的家居类商品,在天猫中查看收藏夹中的<筛选条件>商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-订单,闲鱼,太麻烦了啊，帮我筛选下闲鱼卖出的商品并筛选下待发货的,在闲鱼中筛选待发货卖出的商品,在闲鱼中筛选<筛选条件>卖出的商品,"[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,闲鱼,帮我筛选下闲鱼买到的已评价的商品,在闲鱼中筛选已评价买到的商品,在闲鱼中筛选<筛选条件>买到的商品,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-客服,抖音火山版,悠悠，可以联系下抖音火山版商城中花西子官方旗舰店的客服吗,在抖音火山版中商城里联系花西子官方旗舰店的店铺客服,在抖音火山版中联系商城<店铺>店铺的店铺客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-客服,抖音火山版,欺人太甚，赶紧联系抖音火山版商城里我买的自然堂面膜订单的客服,在抖音火山版中商城里联系自然堂面膜订单的店铺客服,在抖音火山版中联系商城<订单>订单的店铺客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-打开,抖音火山版,有人推荐抖音火山版商城中的国家补贴，帮我查看下怎么样,在抖音火山版中查看商城国家补贴,在抖音火山版中查看商城国家补贴,"[{""name"": ""open_special_page(app, page_type)"", ""description"": ""打开特殊页面,例如活动页面""}]"
购物-客服,阿里巴巴,这文具质量太差了啊，YOYO，联系下阿里巴巴的晨光文具旗舰店的客服,在阿里巴巴中联系晨光文具旗舰店的店铺客服,在阿里巴巴中联系<店铺>店铺的店铺客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-客服,阿里巴巴,这文件夹太可爱了吧，联系下阿里巴巴中我买的文件夹订单的客服,在阿里巴巴中联系文件夹订单的店铺客服,在阿里巴巴中联系<订单>订单的店铺客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-收藏,阿里巴巴,阿里巴巴收藏的商品，筛下办公类的,在阿里巴巴中筛选收藏的办公类商品,在阿里巴巴中筛选收藏的<筛选条件>商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-订单,阿里巴巴,YOYO，帮我看下阿里巴巴订单筛选下待付款的,在阿里巴巴中筛选待付款订单,在阿里巴巴中筛选<筛选条件>订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,唯品会,筛选下近7天的唯品会订单,在唯品会中筛选近7天的订单,在唯品会中筛选<筛选条件>订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-客服,唯品会,嘿，悠悠，在唯品会中打开下价格保护,在唯品会中打开价格保护,在唯品会中打开价格保护,"[{""name"": ""apply_price_protection(app)"", ""description"": ""在app应用程序中联系客服进行价保""}]"
购物-收藏,唯品会,hello，YOYO，帮我筛选唯品会我的收藏里的服饰类商品,在唯品会中筛选我的收藏中的服饰类商品,在唯品会中筛选我的收藏中的<筛选条件>商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-购物车,唯品会,麻烦你帮我看下唯品会购物车的商品并筛选下新品,在唯品会中筛选购物车中的新品商品,在唯品会中筛选购物车的<筛选条件>商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
购物-打开,唯品会,听说国家补贴很省钱呢，帮我在唯品会中查看下国家补贴,在唯品会中查看国家补贴,在唯品会中查看国家补贴,"[{""name"": ""open_special_page(app, page_type)"", ""description"": ""打开特殊页面,例如活动页面""}]"
购物-收藏,得物,求求了，YOYO，帮我筛选下得物想要的运动鞋类商品,在得物中筛选想要的运动鞋类商品,在得物中筛选想要的<筛选条件>商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-收藏,转转,悠悠，在转转中查看下我的收藏,在转转中查看我的收藏,在转转中查看我的收藏,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-购物车,转转,悠悠啊，有时间吗，帮我在转转中查看下购物车呗,在转转中查看购物车,在转转中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
购物-搜索,抖音,在抖音的商城搜下卫龙辣条再帮我看下快递送到上海的时间,在抖音中的商城搜下卫龙辣条,在抖音的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音,在抖音的商城搜下卫龙辣条再帮我看下快递送到上海的时间,在抖音中的商城查看快递送到上海的时间,在抖音的商城中查看<搜索内容>送达<地址>的时间,"[{""name"": ""search_delivery_time(app, search_info_slot, address_slot)"", ""description"": ""搜索一件商品并根据给出的地址查询该商品送达该地址的预估运送时间""}]"
购物-打开,抖音,去抖音的商城打开乔丹的评论，再把毛巾加入购物车,在抖音中的商城打开乔丹的评论,在抖音的商城中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-购物车,抖音,去抖音的商城打开乔丹的评论，再把毛巾加入购物车,在抖音中的商城把毛巾加入购物车,在抖音的商城中将<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-打开,抖音,抖音的商城打开螺母的规格再把大号的螺母加入购物车,在抖音中的商城打开螺母的规格,在抖音的商城中打开<搜索内容>的规格,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-购物车,抖音,抖音的商城打开螺母的规格再把大号的螺母加入购物车,在抖音中的商城把大号的螺母加入购物车,在抖音的商城中将<规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-打开,抖音,在抖音的商城打开热水器的参数，在把两台空调加入购物车,在抖音中的商城打开热水器的参数,在抖音的商城中打开<搜索内容>的参数,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-购物车,抖音,在抖音的商城打开热水器的参数，在把两台空调加入购物车,在抖音中的商城把两台空调加入购物车,在抖音的商城中将<数量>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-打开,抖音,在抖音的商城打开真我gt5手机的详情还要把送到南京的沙发加入了购物车,在抖音中的商城打开真我gt5手机的详情,在抖音的商城中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-购物车,抖音,在抖音的商城打开真我gt5手机的详情还要把送到南京的沙发加入了购物车,在抖音中的商城把送到南京的沙发加入了购物车,在抖音的商城中将送至<地址>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-搜索,抖音极速版,帮我用抖音极速版商城搜一下生日蛋糕，再看看蛋糕送到景明小区的时间是多久,在抖音极速版中的商城搜索生日蛋糕,在抖音极速版的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,帮我用抖音极速版商城搜一下生日蛋糕，再看看蛋糕送到景明小区的时间是多久,在抖音极速版中的商城查看蛋糕送到景明小区的时间是多久,在抖音极速版的商城中查看<搜索内容>送达<地址>的时间,"[{""name"": ""search_delivery_time(app, search_info_slot, address_slot)"", ""description"": ""搜索一件商品并根据给出的地址查询该商品送达该地址的预估运送时间""}]"
购物-打开,抖音极速版,打开抖音极速版商城蛋白粉的评论，把瑜伽垫加入购物车,在抖音极速版中的商城打开蛋白粉的评论,在抖音极速版的商城中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-购物车,抖音极速版,打开抖音极速版商城蛋白粉的评论，把瑜伽垫加入购物车,在抖音极速版中的商城把瑜伽垫加入购物车,在抖音极速版的商城中将<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-打开,抖音极速版,给我在抖音极速版商城打开运动水杯的规格尺寸，再把小号的水杯加入购物车,在抖音极速版中的商城打开运动水杯的规格尺寸,在抖音极速版的商城中打开<搜索内容>的规格,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-购物车,抖音极速版,给我在抖音极速版商城打开运动水杯的规格尺寸，再把小号的水杯加入购物车,在抖音极速版中的商城把小号的水杯加入购物车,在抖音极速版的商城中将<规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-打开,抖音极速版,抖音极速版商城打开捷安特自行车的参数数据再帮我将三瓶润滑油加入购物车,在抖音极速版中的商城打开捷安特自行车的参数数据,在抖音极速版的商城中打开<搜索内容>的参数,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-购物车,抖音极速版,抖音极速版商城打开捷安特自行车的参数数据再帮我将三瓶润滑油加入购物车,在抖音极速版中的商城将三瓶润滑油加入购物车,在抖音极速版的商城中将<数量>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-打开,抖音极速版,去抖音极速版商城打开乐高赛车的详情再把送到北京的法拉利模型加入购物车,在抖音极速版中的商城打开乐高赛车的详情,在抖音极速版的商城中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-购物车,抖音极速版,去抖音极速版商城打开乐高赛车的详情再把送到北京的法拉利模型加入购物车,在抖音极速版中的商城把送到北京的法拉利模型加入购物车,在抖音极速版的商城中将送至<地址>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手,替我把洗面奶加入购物车在快手的商城中，下单大包的卫生纸,在快手中的商城把洗面奶加入购物车,在快手的商城中将<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-下单,快手,替我把洗面奶加入购物车在快手的商城中，下单大包的卫生纸,在快手中的商城下单大包的卫生纸,在快手的商城中下单<规格>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-购物车,快手,去快手商城搜下实惠装的洗衣液加入购物车，在帮我下单三包洗衣粉,在快手中的商城搜索实惠装的洗衣液加入购物车,在快手的商城中将<规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-下单,快手,去快手商城搜下实惠装的洗衣液加入购物车，在帮我下单三包洗衣粉,在快手中的商城下单三包洗衣粉,在快手的商城中下单<数量>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-购物车,快手,把4个篮球加入快手商城购物车再下单个篮网送到天津,在快手中的商城把4个篮球加入购物车,在快手的商城中将<数量>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-下单,快手,把4个篮球加入快手商城购物车再下单个篮网送到天津,在快手中的商城下单个篮网送到天津,在快手的商城中下单<搜索内容>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-购物车,快手,去快手商城把7个2000块的拼图加入购物车，还要在商城用支付宝下单一个相框,在快手中的商城把7个2000块的拼图加入购物车,在快手的商城中将<数量><规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-下单,快手,去快手商城把7个2000块的拼图加入购物车，还要在商城用支付宝下单一个相框,在快手中的商城使用支付宝下单一个相框,在快手的商城中用<支付方式>下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,在快手商城下单水桶再去看看收藏的商品,在快手中的商城下单水桶,在快手的商城中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-收藏,快手,在快手商城下单水桶再去看看收藏的商品,在快手中的商城查看收藏的商品,在快手的商城中收藏<搜索内容>,"[{""name"": ""add_into_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""}]"
