大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
购物-物流,拼多多,YOYO，拼多多上我的订单物流信息更新了吗？麻烦你帮我联系客服确认一下。,在拼多多中联系客服确认待寄出订单物流信息,在拼多多中联系官方客服查待寄出物流,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,拼多多,嘿YOYO，帮我打开拼多多，然后找到官方客服，看看我那件已经寄出的包裹现在到哪儿了。,在拼多多中联系官方客服查看已寄出的包裹,在拼多多中联系官方客服查已寄出物流,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,拼多多,YOYO，拼多多上我的包裹已经发出去了，去联系客服查一下物流信息。,在拼多多中联系客服查看已寄出的包裹的物流信息,在拼多多中联系官方客服查已寄出物流,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,拼多多,嘿YOYO，帮我打开拼多多，然后找到官方客服，看看我之前取消的那个包裹的物流信息。,在拼多多中联系官方客服查看我之前取消的包裹的物流信息,在拼多多中联系官方客服查已取消物流,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,拼多多,YOYO，拼多多上我的一个包裹取消了，去联系他们的客服查一下物流情况。,在拼多多中联系客服查看取消的包裹物流情况,在拼多多中联系官方客服查已取消物流,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-客服,拼多多,嘿YOYO，帮我打开拼多多，然后找到官方客服聊天窗口,在拼多多中查找官方客服聊天窗口,在拼多多中联系官方客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""xxx""}]"
购物-客服,拼多多,拼多多的官方客服怎么联系？YOYO，给我指引一下,在拼多多中联系官方客服,在拼多多中联系官方客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""xxx""}]"
购物-订单,拼多多,嘿YOYO，帮我看看拼多多上有哪些待分享的商品吧。,在拼多多中查看待分享的商品,在拼多多中查看待分享,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,拼多多,YOYO，在拼多多里把待分享的东西给我列出来。,在拼多多中列出待分享的内容,在拼多多中查看待分享,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,拼多多,嘿YOYO，帮我看看拼多多上有哪些订单还没发货呢。,在拼多多中查看待发货订单,在拼多多中查看待发货的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,拼多多,YOYO，检查一下拼多多里的待发货订单。,在拼多多中检查待发货订单,在拼多多中查看待发货的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-搜索,淘宝,嘿YOYO，帮我看看淘宝上的搜索记录吧。,在淘宝中查看搜索记录,在淘宝中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,淘宝,YOYO，打开淘宝，把我的搜索历史给我展示一下。,在淘宝中展示我的搜索历史,在淘宝中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,淘宝,嘿YOYO，帮我清理一下淘宝上的搜索记录吧。,在淘宝中清理搜索记录,在淘宝中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,淘宝,YOYO，去淘宝上把我的搜索历史清了。,在淘宝中清除我的搜索历史,在淘宝中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,淘宝,嘿YOYO，帮我打开淘宝，然后用拍照搜索功能试试看。,在淘宝中使用拍照搜索功能,在淘宝中使用拍照搜索功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""xxx""}]"
购物-搜索,淘宝,YOYO，启动淘宝应用，我要用它的拍照搜索功能。,在淘宝中使用拍照搜索功能,在淘宝中使用拍照搜索功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""xxx""}]"
购物-购物车,淘宝,嘿YOYO，帮我看看淘宝里的购物车有什么,在淘宝中查看购物车,在淘宝中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,淘宝,YOYO，去淘宝检查我的购物车,在淘宝中检查我的购物车,在淘宝中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,淘宝,嘿YOYO，帮我打开淘宝购物车，我要看看里面有什么宝贝,在淘宝中查看购物车管理,打开淘宝购物车管理,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,淘宝,YOYO，迅速打开我的淘宝购物车,在淘宝中打开我的购物车管理,打开淘宝购物车管理,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,淘宝,嘿YOYO，帮我看看淘宝里的购物车分组,在淘宝中查看购物车分组,在淘宝中查看购物车分组,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,淘宝,YOYO，去淘宝上检查我的购物车分组,在淘宝中检查我的购物车分组,在淘宝中查看购物车分组,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,淘宝,嘿YOYO，帮我看看淘宝购物车里有没有降价的商品,在淘宝中查看购物车中的降价商品,在淘宝中查看购物车中的降价商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,淘宝,YOYO，在淘宝上检查一下我的购物车，找出那些价格下调了的东西,在淘宝中检查我的购物车中查找价格下调的商品,在淘宝中查看购物车中的降价商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,淘宝,嘿YOYO，帮我看看淘宝购物车里的常用物品,在淘宝中查看购物车中的常用物品,在淘宝中查看购物车中常购商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,淘宝,YOYO，打开淘宝，去我的购物车，找找我经常买的东西,在淘宝中查找我的购物车中的我常买的商品,在淘宝中查看购物车中常购商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,淘宝,嘿YOYO，帮我看看淘宝购物车里有没有过期的商品,在淘宝中查找购物车中的过期商品,在淘宝中查看购物车中失效商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,淘宝,YOYO，检查一下我的淘宝购物车，找出那些已经失效的商品,在淘宝中检查购物车中的失效商品,在淘宝中查看购物车中失效商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝上我关注的那些店铺有什么新动态,在淘宝中查看我关注店铺的动态,在淘宝中查看我关注的店铺,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，在淘宝中快速定位到我关注的店铺列表,在淘宝中定位我关注的店铺列表,在淘宝中查看我关注的店铺,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝上我特别关注的那些店铺有什么新动态,在淘宝中查看特别关注的店铺的动态,在淘宝中查看特别关注的店铺,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，在淘宝中快速定位到我特别关注的店铺,在淘宝中查看我特别关注的店铺,在淘宝中查看特别关注的店铺,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝上我关注的那些店铺有没有正在直播的,在淘宝中查找我关注的店铺中正在直播的,在淘宝中查看关注店铺的直播,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，去淘宝检查一下我关注的店铺是否有正在进行的直播,在淘宝中检查我关注的店铺中的正在进行的直播,在淘宝中查看关注店铺的直播,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝上我关注的那些店铺有没有出新品,在淘宝中查看我关注的店铺的新品,在淘宝中查看关注店铺的上新商品,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，去淘宝上检查一下我关注的店铺的新货,在淘宝中检查我关注的店铺的新货,在淘宝中查看关注店铺的上新商品,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""xxx""}]"
购物-客服,淘宝,嘿YOYO，帮我打开淘宝，然后找到客服聊天窗口,在淘宝中查找客服聊天窗口,在淘宝中联系客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""xxx""}]"
购物-客服,淘宝,YOYO，去淘宝上找那个客服按钮,在淘宝中查找客服按钮,在淘宝中联系客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""xxx""}]"
购物-签到,淘宝,嘿YOYO，帮我完成淘宝的每日签到，领取淘金币吧。,在淘宝中完成每日签到领取淘金币,在淘宝中签到领淘金币,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""xxx""}]"
购物-签到,淘宝,YOYO，去淘宝上帮我签个到，拿淘金币。,在淘宝中签到领取淘金币,在淘宝中签到领淘金币,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""xxx""}]"
购物-订单,淘宝,嘿YOYO，帮我看看淘宝上的订单状态,在淘宝中查看订单状态,在淘宝中查看我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,淘宝,YOYO，去淘宝查一下我最近的订单,在淘宝中查看我的最近订单,在淘宝中查看我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,淘宝,嘿YOYO，帮我看看淘宝上有哪些待付款的订单吧。,在淘宝中查看待付款订单,在淘宝中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,淘宝,YOYO，检查一下我的淘宝待付款订单。,在淘宝中检查我的待付款订单,在淘宝中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,淘宝,嘿YOYO，帮我看看淘宝上有哪些待发货的订单吧。,在淘宝中查看待发货订单,在淘宝中查看待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,淘宝,YOYO，检查一下我的淘宝账户里的待发货订单。,在淘宝中检查账户中的待发货订单,在淘宝中查看待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,淘宝,嘿YOYO，帮我看看淘宝上有哪些待收货的订单吧。,在淘宝中查看待收货订单,在淘宝中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,淘宝,YOYO，检查一下我的淘宝待收货订单。,在淘宝中检查待收货订单,在淘宝中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,淘宝,嘿YOYO，帮我看看淘宝上有哪些待评价的订单吧。,在淘宝中查看待评价订单,在淘宝中查看待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,淘宝,YOYO，检查一下我的淘宝账户里的待评价订单。,在淘宝中检查账户中的待评价订单,在淘宝中查看待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,淘宝,嘿YOYO，帮我看看淘宝上的退款进度吧。,在淘宝中查看退款进度,在淘宝中查看退款/售后,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,淘宝,YOYO，去淘宝检查一下我的售后情况。,在淘宝中检查我的售后情况,在淘宝中查看退款/售后,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-签到,淘宝,嘿YOYO，帮我完成淘宝上的红包签到吧。,在淘宝中完成红包签到,在淘宝中进行红包签到,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""xxx""}]"
购物-签到,淘宝,YOYO，去淘宝上帮我签收一下今天的红包。,在淘宝中签到领红包,在淘宝中进行红包签到,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,淘宝,嘿YOYO，帮我打开淘宝里的发票中心吧。,在淘宝中打开发票中心,在淘宝中打开发票中心,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,淘宝,YOYO，迅速定位到淘宝的发票中心。,在淘宝中定位发票中心,在淘宝中打开发票中心,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,淘宝,嘿YOYO，帮我看看淘宝上我申请的那些发票状态,在淘宝中查看我申请的发票状态,在淘宝中查看申请中发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,淘宝,YOYO，去淘宝查一下我的发票申请情况,在淘宝中查看我的发票申请情况,在淘宝中查看申请中发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,淘宝,嘿YOYO，帮我看看淘宝上我已经开好的发票吧。,在淘宝中查看已开好的发票,在淘宝中查看已开票发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,淘宝,YOYO，去淘宝查一下我之前开过的发票。,在淘宝中查看我之前开过的发票,在淘宝中查看已开票发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,淘宝,嘿YOYO，帮我看看淘宝上有没有哪些订单还没申请发票吧。,在淘宝中查看待开发票的订单,在淘宝中查看未申请发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,淘宝,YOYO，检查一下淘宝账户，有哪些订单还没有申请发票。,在淘宝中检查账户中的待开发票订单,在淘宝中查看未申请发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上的快递信息吧。,在淘宝中查看快递信息,在淘宝中查看我的快递,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，快速定位到我淘宝里的包裹状态。,在淘宝中定位我的包裹状态,在淘宝中查看我的快递,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上的快递信息吧。,在淘宝中查看取件信息,在淘宝中查看查取件信息,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，去淘宝查一下我的取件详情。,在淘宝中查看我的取件详情,在淘宝中查看查取件信息,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上有哪些待取的快递吧。,在淘宝中查看待取的快递,在淘宝中查看查待取件的快递,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，检查一下我的淘宝账户，有没有待取的包裹？,在淘宝中检查我的账户待取包裹,在淘宝中查看查待取件的快递,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上查派送中的快递,在淘宝中查看派送中的快递,在淘宝中查看查派送中的快递,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，去淘宝查一下正在派送的快递,在淘宝中查看派送中的快递,在淘宝中查看查派送中的快递,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上我那件正在路上的艺术品到了哪儿了。,在淘宝中查看运输中的物流信息,在淘宝中查看查运输中的快递,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，在淘宝中查询一下我的快递状态，它现在应该还在运输途中。,在淘宝中查询运输中的快递状态,在淘宝中查看查运输中的快递,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上有哪些待发货的快递,在淘宝中查看待发货的快递,在淘宝中查看查待发货的快递,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，检查一下我的淘宝订单，哪些还没发货,在淘宝中检查待发货的商品,在淘宝中查看查待发货的快递,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上哪些快递已经签收了。,在淘宝中查看已签收的快递,在淘宝中查看已签收的快递,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，检查一下我淘宝上的包裹，哪些已经被签收了。,在淘宝中检查已签收的包裹,在淘宝中查看已签收的快递,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上的快递信息吧。,在淘宝中查看寄件信息,在淘宝中查看查寄件信息,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，迅速去淘宝查一下寄件包裹状态。,在淘宝中查看寄件状态,在淘宝中查看查寄件信息,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上有哪些待寄出的包裹吧。,在淘宝中查看待寄出的包裹,在淘宝中查看查待寄出的寄件,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，检查一下淘宝上的待寄出订单。,在淘宝中检查待寄出寄件,在淘宝中查看查待寄出的寄件,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上有哪些待支付的订单吧。,在淘宝中查看待支付寄件,在淘宝中查看查待支付的寄件,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，检查一下淘宝里的待支付项目。,在淘宝中检查待支付寄件,在淘宝中查看查待支付的寄件,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上有哪些待取的快递吧。,在淘宝中查看待取的寄件,在淘宝中查看查待取件的寄件,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，检查一下淘宝上的待取件包裹。,在淘宝中检查待取件寄件,在淘宝中查看查待取件的寄件,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上哪个包裹正在派送中。,在淘宝中查看派送中的寄件,在淘宝中查看派送中的寄件,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，检查一下淘宝上的派送包裹状态。,在淘宝中检查派送中的寄件状态,在淘宝中查看派送中的寄件,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上我那件正在路上的包裹,在淘宝中查看正在路上的寄件,在淘宝中查看运输中的寄件,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，检查一下淘宝上的物流信息，哪个包裹还在运输中,在淘宝中检查运输中的寄件信息,在淘宝中查看运输中的寄件,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,嘿YOYO，帮我看看淘宝上哪些包裹已经签收了。,在淘宝中查看已签收的寄件,在淘宝中查看已签收的寄件,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,淘宝,YOYO，检查一下我淘宝上的订单，哪些已经签收了。,在淘宝中检查已签收的寄件,在淘宝中查看已签收的寄件,"[{""name"": ""open_logistics_send(app, filter_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝上我收藏了哪些宝贝吧。,在淘宝中查看我收藏的宝贝,在淘宝中查看我的收藏,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，快速进入我的淘宝收藏夹。,在淘宝中进入我的收藏,在淘宝中查看我的收藏,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝收藏里有没有降价的商品,在淘宝中查找收藏里的降价商品,在淘宝中查看我的收藏中的降价商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，在淘宝上查找我收藏的降价商品,在淘宝中查找我收藏的降价商品,在淘宝中查看我的收藏中的降价商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝收藏里我已经买了啥,在淘宝中查看收藏里我已购买的商品,在淘宝中查看我的收藏中的已买过商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，在淘宝上查找我收藏列表中已经购买的商品,在淘宝中查找我收藏列表中已经购买的商品,在淘宝中查看我的收藏中的已买过商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝收藏夹里哪些宝贝库存不多了,在淘宝中查看收藏夹里库存不多的宝贝,在淘宝中查看我的收藏中的低库存商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，在淘宝上给我筛选出收藏品中库存较低的商品,在淘宝中筛选收藏品中的低库存商品,在淘宝中查看我的收藏中的低库存商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝收藏里哪些宝贝已经失效了,在淘宝中查看收藏里已失效的宝贝,在淘宝中查看我的收藏中的已失效商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，在淘宝上检查一下我收藏的商品中哪些已经下架了,在淘宝中检查我收藏的商品中哪些已经下架,在淘宝中查看我的收藏中的已失效商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝收藏夹里最近一周新增的宝贝,在淘宝中查看收藏夹里最近一周新增的宝贝,在淘宝中查看我的收藏中7天内收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，打开淘宝，显示我过去七天收藏的所有商品,在淘宝中显示我过去七天收藏的所有商品,在淘宝中查看我的收藏中7天内收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝收藏夹里最近一个月新增的东西,在淘宝中查看收藏夹里最近一个月新增的内容,在淘宝中查看我的收藏中30天内收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，打开淘宝，显示我过去30天收藏的所有商品,在淘宝中显示我过去30天收藏的所有商品,在淘宝中查看我的收藏中30天内收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝收藏夹里最近三个月加进去的东西,在淘宝中查看收藏夹里最近三个月加进去的内容,在淘宝中查看我的收藏中90天内收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，在淘宝上查找我90天内的收藏记录,在淘宝中查找我90天内的收藏记录,在淘宝中查看我的收藏中90天内收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝收藏夹里半年前加进去的东西,在淘宝中查看收藏夹里半年前添加的内容,在淘宝中查看我的收藏中半年前收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，在淘宝上查找我半年前收藏的商品,在淘宝中查找我半年前收藏的商品,在淘宝中查看我的收藏中半年前收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝收藏夹里去年收藏的东西,在淘宝中查看收藏夹里的去年收藏的内容,在淘宝中查看我的收藏中一年前收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，在淘宝上查找我一年前收藏的商品,在淘宝中查找我一年前收藏的商品,在淘宝中查看我的收藏中一年前收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝上我收藏的东西，按时间顺序排一下,在淘宝中按时间顺序查看我的收藏,在淘宝中查看我的收藏按最近收藏排序,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，打开淘宝，把我的收藏按照最新收藏的顺序给我展示一下,在淘宝中展示我的收藏按最新收藏排序,在淘宝中查看我的收藏按最近收藏排序,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,嘿YOYO，帮我看看淘宝上我收藏的东西，按最早收藏的顺序排列。,在淘宝中查看我收藏的内容并按最早收藏的顺序排列,在淘宝中查看我的收藏按最早收藏排序,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,淘宝,YOYO，打开淘宝，把我的收藏按照收藏时间从早到晚给我排一下。,在淘宝中按收藏时间从早到晚排序我的收藏,在淘宝中查看我的收藏按最早收藏排序,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
