大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
购物-收藏,抖音极速版,帮我打开极速版抖音，去商城里关注一下星月家居这个店铺。,在极速版抖音中的商城关注星月家居店铺,在抖音极速版中关注商城中的<店铺名>店铺,"[{""name"": ""add_into_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中按照店铺名搜索店铺,并将其添加到店铺收藏夹中""}]"
购物-搜索,抖音极速版,在抖音极速里找一下商城特价中的蓝牙耳机。,在抖音极速中查找商城特价中的蓝牙耳机,在抖音极速版中搜索商城特价中的<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,帮我搜索抖音极速版商城特价里的夏季连衣裙。,在抖音极速版中搜索商城特价中的夏季连衣裙,在抖音极速版中搜索商城特价中的<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,在抖音极速版里搜索商城小时达中的牛奶。,在抖音极速版中搜索商城小时达中的牛奶,在抖音极速版中搜索商城小时达中的<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,帮我找找抖音极速里面商城小时达有没有卖充电宝的。,在抖音极速中查找商城小时达中的充电宝,在抖音极速版中搜索商城小时达中的<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,在抖音极速里找一下商城中的运动鞋，筛选条件是包邮的。,在抖音极速中查找商城中的运动鞋，筛选条件为包邮,在抖音极速版中搜索商城中的<搜索内容>筛选<筛选条件>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,帮我搜索抖音极速版里的连衣裙，筛选发货地为广州的商品。,在抖音极速版中搜索商城中的连衣裙，筛选发货地为广州,在抖音极速版中搜索商城中的<搜索内容>筛选<筛选条件>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-物流,抖音极速版,帮我打开抖音极速版，查看商城手机订单的物流单号。,在抖音极速版中查看商城手机订单的物流单号,在抖音极速版中查看商城<搜索内容>订单的物流单号,"[{""name"": ""open_order_tracking_number(app, search_info_slot)"", ""description"": ""在app中查询指定订单的物流单号""}]"
购物-物流,抖音极速版,我想在极速版抖音里查一下商城运动鞋订单的物流信息。,在极速版抖音中查看商城运动鞋订单的物流单号,在抖音极速版中查看商城<搜索内容>订单的物流单号,"[{""name"": ""open_order_tracking_number(app, search_info_slot)"", ""description"": ""在app中查询指定订单的物流单号""}]"
购物-物流,抖音极速版,在抖音极速版里帮我拨打商城买拖鞋订单的快递电话。,在抖音极速版中拨打商城拖鞋订单的快递电话,在抖音极速版中拨打商城<搜索内容>订单的快递电话,"[{""name"": ""call_order_courier(app, search_info_slot)"", ""description"": ""在app中拨打指定订单的快递电话""}]"
购物-物流,抖音极速版,YoYo，我在极速版抖音买的洗发水订单怎么联系快递？,在极速版抖音中联系商城洗发水订单的快递员,在抖音极速版中拨打商城<搜索内容>订单的快递电话,"[{""name"": ""call_order_courier(app, search_info_slot)"", ""description"": ""在app中拨打指定订单的快递电话""}]"
购物-物流,抖音极速版,在抖音极速版里帮我查一下连衣裙订单的发货进度。,在抖音极速版中给商城连衣裙订单催发货,在抖音极速版中给商城<搜索内容>订单催发货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,抖音极速版,YoYo，快帮我催一下抖音极速版商城里那双运动鞋订单的发货速度！,在抖音极速版中催促商城运动鞋订单的发货速度,在抖音极速版中给商城<搜索内容>订单催发货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,抖音极速版,帮我催一下抖音极速版商城里那双运动鞋的配送。,在抖音极速版中给商城运动鞋订单催配送,在抖音极速版中给商城<搜索内容>订单催配送,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,抖音极速版,抖音极速里我买的那件外套什么时候能发货啊？,在抖音极速中给商城外套订单催配送,在抖音极速版中给商城<搜索内容>订单催配送,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,抖音极速版,请帮我抖音极速版里商城搜索手机壳订单确认收货。,在抖音极速版中给商城手机壳订单确认收货,在抖音极速版中给商城<搜索内容>订单确认收货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,抖音极速版,在极速版抖音中，我想给商城里那笔买运动鞋的订单确认收货。,在极速版抖音中给商城运动鞋订单确认收货,在抖音极速版中给商城<搜索内容>订单确认收货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-订单,抖音极速版,在抖音极速版里帮我给商城蓝牙耳机订单申请退货退款。,在抖音极速版中给商城蓝牙耳机订单申请退货退款,在抖音极速版中给商城<搜索内容>订单申请售后,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-订单,抖音极速版,我想在极速版抖音商城里对购买的运动鞋订单发起售后换货流程。,在极速版抖音中的商城对运动鞋订单发起售后换货流程,在抖音极速版中给商城<搜索内容>订单申请售后,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-订单,抖音极速版,在抖音极速版里帮我给商城手机壳订单申请退货退款，原因是质量问题。,在抖音极速版中给商城手机壳订单申请退货退款且原因为质量问题,在抖音极速版中给商城<搜索内容>订单申请<售后类型>且原因为<原因>,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-订单,抖音极速版,我想在抖音极速版上对商城连衣裙订单申请换货，原因是发货慢。,在抖音极速版中给商城连衣裙订单申请换货且原因为发货慢,在抖音极速版中给商城<搜索内容>订单申请<售后类型>且原因为<原因>,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-评价,抖音极速版,我在抖音极速里怎么找不到评价商城订单的地方？,在抖音极速中评价商城维达抽纸订单，给个好评,在抖音极速版中评价商城<搜索内容>订单,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,抖音极速版,帮我给抖音极速版里的运动鞋订单写一个好评，内容要真实具体。,在抖音极速版中给商城运动鞋订单写好评,在抖音极速版中评价商城<搜索内容>订单,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,抖音极速版,在抖音极速版里帮我评价商城买的运动鞋订单，给个5星好评。,在抖音极速版中评价商城运动鞋订单，给5星好评,在抖音极速版中评价商城<搜索内容>订单且星级为<星级>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,抖音极速版,我想在极速版抖音里对之前买的一条连衣裙订单进行3星评价。,在极速版抖音中的商城给连衣裙订单进行3星评价,在抖音极速版中评价商城<搜索内容>订单且星级为<星级>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,抖音极速版,我在抖音极速里怎么找不到评价商城订单的地方？,在极速版抖音中的商城中对连衣裙订单评价，内容为面料舒服，穿着也好看,在抖音极速版中评价商城<搜索内容>订单且评价内容为<文本内容>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,抖音极速版,帮我评价一下抖音极速版商城里那双运动鞋，评价内容写“鞋子穿着很舒服，但颜色和图片有点色差”。,在抖音极速版中评价商城运动鞋订单，评价内容为鞋子穿着很舒服，但颜色和图片有点色差,在抖音极速版中评价商城<搜索内容>订单且评价内容为<文本内容>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,抖音极速版,在抖音极速里怎么给买手机壳的订单评价啊，还要上传图片。,在抖音极速中给商城手机壳订单评价并上传图片,在抖音极速版中评价商城<搜索内容>订单并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,抖音极速版,帮我评价一下抖音极速版商城里买的那双运动鞋，需要上传图片。,在抖音极速版中评价商城运动鞋订单并上传图片,在抖音极速版中评价商城<搜索内容>订单并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,抖音极速版,YoYo，我在抖音极速里买了个手机壳，帮我评价一下这个订单，五星好评，内容写“手机壳质感很好，贴合度也很棒”，还要上传几张图片。,在抖音极速中评价商城手机壳订单，五星好评，评价内容为手机壳质感很好，贴合度也很棒，并上传图片,在抖音极速版中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,抖音极速版,我想在抖音极速版里给我的运动鞋订单做个差评，两星，评价内容是“鞋子开胶了，质量太差了”，然后上传一张实物图，你能帮我操作下吗？,在抖音极速版中的商城给运动鞋订单差评，星级为两星，评价内容为鞋子开胶了，质量太差了，并上传一张实物图,在抖音极速版中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-搜索,抖音极速版,帮我打开抖音极速版里的商城国家补贴，然后搜一下空气炸锅。,在抖音极速版中打开商城的国家补贴并搜索空气炸锅,在抖音极速版中打开商城的国家补贴并搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,抖音极速版的国家补贴专区能搜到儿童绘本吗？,在抖音极速版中打开商城的国家补贴专区并搜索儿童绘本,在抖音极速版中打开商城的国家补贴并搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手,在快手短视频里帮我搜索一下运动鞋。,在快手短视频中的商城搜索运动鞋,在快手的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手,我的快手app里能搜到小米手机壳吗？,在快手app中的商城搜索小米手机壳,在快手的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,快手,我在快手短视频里怎么找不到商城入口？,在快手中的商城打开小米手机壳的评论区,在快手的商城中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手,帮我打开快手app商城里的连衣裙评论看看。,在快手app中的商城查看连衣裙的评论,在快手的商城中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手,在快手短视频里帮我打开运动鞋的规格。,在快手短视频中的商城打开运动鞋的规格,在快手的商城中打开<搜索内容>的规格,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手,能不能在快手app中找到这款连衣裙的尺码选项？,在快手app中的商城查找连衣裙的规格选项,在快手的商城中打开<搜索内容>的规格,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手,帮我打开快手里面的小米手机参数信息。,在快手中的商城打开小米手机的参数信息,在快手的商城中打开<搜索内容>的参数,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手,我想在快手短视频里查看一下运动鞋的参数详情。,在快手短视频中的商城查看运动鞋的参数详情,在快手的商城中打开<搜索内容>的参数,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手,在快手app里能找到小米手机的详情页吗？,在快手app中的商城查找小米手机的详情页,在快手的商城中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手,帮我打开快手视频里那款红色连衣裙的商品详情。,在快手视频中的商城打开红色连衣裙的商品详情,在快手的商城中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-购物车,快手,在快手app里帮我把红色高跟鞋加入购物车。,在快手app中的商城把红色高跟鞋加入购物车,在快手的商城中将<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手,快手短视频里搜儿童玩具车怎么加购啊？,在快手短视频中的商城加购儿童玩具车,在快手的商城中将<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手,帮我把快手商城里那款苹果13手机壳大号的加到购物车里。,在快手中的商城把苹果13手机壳加入购物车,在快手的商城中将<规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手,在快手短视频里帮我把之前搜过的那双运动鞋42码的加入购物车。,在快手短视频中的商城把42码的运动鞋加入购物车,在快手的商城中将<规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手,在快手短视频里帮我把3件男士T恤加入购物车。,在快手短视频中的商城把3件男士T恤加入购物车,在快手的商城中将<数量>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手,快手app中能不能把儿童积木玩具加入购物车，数量是2套？,在快手app中的商城把2套儿童积木玩具加入购物车,在快手的商城中将<数量>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手,在快手短视频里帮我把红色连衣裙加入购物车，规格选M码，数量是1件。,在快手短视频中的商城把1件M码的红色连衣裙加入购物车,在快手的商城中将<数量><规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手,快手app中有个叫“韩风女装旗舰店”的店铺吗？我想加一件L码的毛呢大衣到购物车。,在快手app中的商城把一件L码的毛呢大衣加入购物车,在快手的商城中将<数量><规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-下单,快手,在快手短视频里帮我下单一件白色连衣裙。,在快手短视频中的商城下单白色连衣裙,在快手的商城中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,快手app中能下单这款无线蓝牙耳机吗？,在快手app中的商城下单无线蓝牙耳机,在快手的商城中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,在快手短视频里帮我下单L码的连衣裙。,在快手短视频中的商城下单一件L码的连衣裙,在快手的商城中下单<规格>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,快手上能下单42码的运动鞋吗？,在快手中的商城下单两双42码的运动鞋,在快手的商城中下单<规格>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,在快手短视频里帮我下单2件卫衣。,在快手短视频中的商城下单2件卫衣,在快手的商城中下单<数量>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,我想在快手app里买3双运动鞋，赶紧的。,在快手app中的商城购买3双运动鞋,在快手的商城中下单<数量>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,在快手短视频里帮我下单一双运动鞋送到北京市朝阳区建国路88号soho现代城3号楼2005室。,在快手短视频中的商城下单一双运动鞋，送到北京市朝阳区建国路88号soho现代城3号楼2005室,在快手的商城中下单<搜索内容>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,YOYO，我要在快手app中购买一台小米电饭煲送至上海市浦东新区张江镇科苑路100号科技园大厦A座5楼，请帮我完成下单。,在快手app中的商城购买一台小米电饭煲，送至上海市浦东新区张江镇科苑路100号科技园大厦A座5楼,在快手的商城中下单<搜索内容>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,我在快手短视频里用支付宝下单买运动鞋。,在快手短视频中的商城用支付宝下单购买运动鞋,在快手的商城中用<支付方式>下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,帮我用银行卡在快手极速里下单买一件连衣裙。,在快手中的商城用银行卡下单一件连衣裙,在快手的商城中用<支付方式>下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,帮我用支付宝在快手商城下单2件L码的白色T恤送到朝阳区建国路88号。,在快手中的商城用支付宝下单2件L码的白色T恤送到朝阳区建国路88号,在快手的商城中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,我想在快手app里买5斤山东烟台的红富士苹果，用微信支付发到杭州市西湖区文三路123号。,在快手app中的商城购买5斤山东烟台的红富士苹果，用微信支付送至杭州市西湖区文三路123号,在快手的商城中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-收藏,快手,帮我把快手商城里那款无线蓝牙耳机给收藏了。,在快手中的商城收藏无线蓝牙耳机,在快手的商城中收藏<搜索内容>,"[{""name"": ""add_into_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""}]"
购物-收藏,快手,YoYo，在快手短视频里帮我收藏那个复古风连衣裙。,在快手短视频中的商城收藏复古风连衣裙,在快手的商城中收藏<搜索内容>,"[{""name"": ""add_into_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""}]"
购物-搜索,快手,在快手直播里找一下运动鞋。,在快手的商城直播中查找运动鞋,在快手的商城直播中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手,帮我看看快手短视频里的商城直播有没有卖蓝牙耳机的。,在快手短视频的商城直播中搜索蓝牙耳机,在快手的商城直播中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,快手,在快手app里能打开商城里的韩都衣舍店铺吗？,在快手app中打开商城中的韩都衣舍店铺,在快手中打开商城中的<店铺名>店铺,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-打开,快手,帮我打开快手极速里的官方华为旗舰店。,在快手中的商城打开官方华为旗舰店,在快手中打开商城中的<店铺名>店铺,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-打开,快手,在快手app里帮我到怎么肥四这家店里找一下桌垫。,在快手app中商城中的怎么肥四店铺查找桌垫,在快手中商城中的<店铺名>店铺内搜索<搜索内容>,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-打开,快手,快手上能找到开小灶这家店铺吗？我要买手机壳。,在快手中商城中的开小灶店铺内查看手机壳,在快手中商城中的<店铺名>店铺内搜索<搜索内容>,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-打开,快手,在快手app里帮我打开商城中的怎么肥四店铺的家居用品类别。,在快手app中打开商城中的怎么肥四店铺的家居用品类别,在快手中打开商城中的<店铺名>店铺的<类别>类别,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-打开,快手,快手极速里能打开商城中的数码配件类别吗，就是那个小米官方店？,在快手中打开商城中的小米官方店的数码配件类别,在快手中打开商城中的<店铺名>店铺的<类别>类别,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-收藏,快手,关注一下快手里面的韩都衣舍店铺,在快手中关注商城中的韩都衣舍店铺店铺,在快手中关注商城中的<店铺名>店铺,"[{""name"": ""add_into_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中按照店铺名搜索店铺,并将其添加到店铺收藏夹中""}]"
购物-收藏,快手,我在快手视频里怎么找不到关注商城店铺的入口？,在快手视频中关注商城中的小米店铺,在快手中关注商城中的<店铺名>店铺,"[{""name"": ""add_into_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中按照店铺名搜索店铺,并将其添加到店铺收藏夹中""}]"
购物-搜索,快手,帮我打开快手视频，在商城里搜索连衣裙，筛选条件选包邮的。,在快手视频中的商城搜索连衣裙，筛选条件为包邮,在快手中搜索商城中的<搜索内容>筛选<筛选条件>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
