车列表,taxiSkuList,query,sysSessionId,模型1返回结果,模型2返回结果,模型2正确结果,备注,标注人,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '14.6-23.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '15.5-24.4'}, {'index': '2', 'category': '经济型', 'carModel': '神州专车', 'price': '18'}, {'index': '3', 'category': '经济型', 'carModel': '900出行', 'price': '19'}, {'index': '4', 'category': '经济型', 'carModel': '曹操出行', 'price': '19'}, {'index': '5', 'category': '经济型', 'carModel': '5U出行', 'price': '19'}, {'index': '6', 'category': '经济型', 'carModel': '全民GO', 'price': '19'}, {'index': '7', 'category': '经济型', 'carModel': 'T3出行', 'price': '20'}, {'index': '8', 'category': '经济型', 'carModel': '中交出行', 'price': '20'}, {'index': '9', 'category': '经济型', 'carModel': '妥妥E行', 'price': '20'}, {'index': '10', 'category': '经济型', 'carModel': '东潮出行', 'price': '21'}, {'index': '11', 'category': '经济型', 'carModel': '及时用车', 'price': '21'}, {'index': '12', 'category': '经济型', 'carModel': '飞嘀打车', 'price': '22'}, {'index': '13', 'category': '经济型', 'carModel': '斑马快跑', 'price': '23'}, {'index': '14', 'category': '经济型', 'carModel': '阳光出行', 'price': '23'}, {'index': '15', 'category': '经济型', 'carModel': '首汽约车', 'price': '23'}, {'index': '16', 'category': '经济型', 'carModel': '如祺出行', 'price': '24'}, {'index': '17', 'category': '经济型', 'carModel': '享道出行', 'price': '27'}, {'index': '18', 'category': '经济型', 'carModel': '聚的新出租', 'price': '31'}, {'index': '19', 'category': '经济型', 'carModel': '深圳出租', 'price': '31'}, {'index': '20', 'category': '特快车', 'carModel': 'undefined', 'price': '28'}, {'index': '21', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '22', 'category': '优享型', 'carModel': '东潮出行', 'price': '23'}, {'index': '23', 'category': '优享型', 'carModel': '飞嘀打车', 'price': '24'}, {'index': '24', 'category': '优享型', 'carModel': '全民GO', 'price': '24'}, {'index': '25', 'category': '优享型', 'carModel': '曹操出行', 'price': '24'}, {'index': '26', 'category': '优享型', 'carModel': '享道出行', 'price': '25'}, {'index': '27', 'category': '优享型', 'carModel': '及时用车', 'price': '25'}, {'index': '28', 'category': '优享型', 'carModel': 'T3出行', 'price': '27'}, {'index': '29', 'category': '优享型', 'carModel': '阳光出行', 'price': '28'}, {'index': '30', 'category': '优享型', 'carModel': '首汽约车', 'price': '28'}, {'index': '31', 'category': '轻享专车', 'carModel': 'undefined', 'price': '27-37'}, {'index': '32', 'category': '六座商务', 'carModel': 'undefined', 'price': '50-61'}, {'index': '33', 'category': '豪华型', 'carModel': 'undefined', 'price': '55-63'}]}",帮我打30元以下的车去深圳北站,sessionId20250626lhx0074,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '20', '22', '23', '24', '25', '26', '27', '28', '29', '30']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '20', '22', '23', '24', '25', '26', '27', '28', '29', '30']",,杨丽丽,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '14.6-23.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '15.3-24.4'}, {'index': '2', 'category': '经济型', 'carModel': '神州专车', 'price': '18'}, {'index': '3', 'category': '经济型', 'carModel': '曹操出行', 'price': '19'}, {'index': '4', 'category': '经济型', 'carModel': '5U出行', 'price': '19'}, {'index': '5', 'category': '经济型', 'carModel': '全民GO', 'price': '19'}, {'index': '6', 'category': '经济型', 'carModel': '中交出行', 'price': '20'}, {'index': '7', 'category': '经济型', 'carModel': '妥妥E行', 'price': '20'}, {'index': '8', 'category': '经济型', 'carModel': 'T3出行', 'price': '21'}, {'index': '9', 'category': '经济型', 'carModel': '东潮出行', 'price': '21'}, {'index': '10', 'category': '经济型', 'carModel': '及时用车', 'price': '21'}, {'index': '11', 'category': '经济型', 'carModel': '飞嘀打车', 'price': '22'}, {'index': '12', 'category': '经济型', 'carModel': '斑马快跑', 'price': '23'}, {'index': '13', 'category': '经济型', 'carModel': '首汽约车', 'price': '23'}, {'index': '14', 'category': '经济型', 'carModel': '如祺出行', 'price': '24'}, {'index': '15', 'category': '经济型', 'carModel': '享道出行', 'price': '25'}, {'index': '16', 'category': '经济型', 'carModel': '聚的新出租', 'price': '30'}, {'index': '17', 'category': '经济型', 'carModel': '深圳出租', 'price': '30'}, {'index': '18', 'category': '特快车', 'carModel': 'undefined', 'price': '28'}, {'index': '19', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '20', 'category': '出租车', 'carModel': '享道出行', 'price': '22'}, {'index': '21', 'category': '出租车', 'carModel': '中交出行', 'price': '22'}, {'index': '22', 'category': '出租车', 'carModel': '东潮出行', 'price': '23'}, {'index': '23', 'category': '出租车', 'carModel': '飞嘀打车', 'price': '24'}, {'index': '24', 'category': '出租车', 'carModel': '曹操出行', 'price': '24'}, {'index': '25', 'category': '出租车', 'carModel': '全民GO', 'price': '24'}, {'index': '26', 'category': '出租车', 'carModel': '妥妥E行', 'price': '24'}, {'index': '27', 'category': '出租车', 'carModel': '及时用车', 'price': '25'}, {'index': '28', 'category': '出租车', 'carModel': 'T3出行', 'price': '27'}, {'index': '29', 'category': '出租车', 'carModel': '首汽约车', 'price': '28'}, {'index': '30', 'category': '出租车', 'carModel': '阳光出行', 'price': '29'}, {'index': '31', 'category': '轻享专车', 'carModel': 'undefined', 'price': '27-37'}, {'index': '32', 'category': '六座商务', 'carModel': 'undefined', 'price': '50-61'}, {'index': '33', 'category': '豪华型', 'carModel': 'undefined', 'price': '55-63'}]}",帮我打30元以下的车去深圳北站,sessionId20250626lhx0075,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30']",,杨丽丽,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '14.6-23.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '15.3-23.5'}, {'index': '2', 'category': '经济型', 'carModel': '神州专车', 'price': '18'}, {'index': '3', 'category': '经济型', 'carModel': '曹操出行', 'price': '19'}, {'index': '4', 'category': '经济型', 'carModel': '5U出行', 'price': '19'}, {'index': '5', 'category': '经济型', 'carModel': '全民GO', 'price': '19'}, {'index': '6', 'category': '经济型', 'carModel': '中交出行', 'price': '20'}, {'index': '7', 'category': '经济型', 'carModel': '妥妥E行', 'price': '20'}, {'index': '8', 'category': '经济型', 'carModel': '中军出行', 'price': '21'}, {'index': '9', 'category': '经济型', 'carModel': '东潮出行', 'price': '21'}, {'index': '10', 'category': '经济型', 'carModel': '及时用车', 'price': '21'}, {'index': '11', 'category': '经济型', 'carModel': '900出行', 'price': '22'}, {'index': '12', 'category': '经济型', 'carModel': '飞嘀打车', 'price': '22'}, {'index': '13', 'category': '经济型', 'carModel': '斑马快跑', 'price': '23'}, {'index': '14', 'category': '经济型', 'carModel': 'T3出行', 'price': '23'}, {'index': '15', 'category': '经济型', 'carModel': '首汽约车', 'price': '23'}, {'index': '16', 'category': '经济型', 'carModel': '如祺出行', 'price': '24'}, {'index': '17', 'category': '经济型', 'carModel': '享道出行', 'price': '25'}, {'index': '18', 'category': '经济型', 'carModel': '聚的新出租', 'price': '31'}, {'index': '19', 'category': '经济型', 'carModel': '深圳出租', 'price': '31'}, {'index': '20', 'category': '特快车', 'carModel': 'undefined', 'price': '28'}, {'index': '21', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '22', 'category': '优享型', 'carModel': '享道出行', 'price': '20'}, {'index': '23', 'category': '优享型', 'carModel': '中交出行', 'price': '22'}, {'index': '24', 'category': '优享型', 'carModel': '飞嘀打车', 'price': '24'}, {'index': '25', 'category': '优享型', 'carModel': '全民GO', 'price': '24'}, {'index': '26', 'category': '优享型', 'carModel': '妥妥E行', 'price': '24'}, {'index': '27', 'category': '优享型', 'carModel': '及时用车', 'price': '25'}, {'index': '28', 'category': '优享型', 'carModel': '斑马快跑', 'price': '25'}, {'index': '29', 'category': '优享型', 'carModel': 'T3出行', 'price': '27'}, {'index': '30', 'category': '优享型', 'carModel': '首汽约车', 'price': '28'}, {'index': '31', 'category': '轻享专车', 'carModel': 'undefined', 'price': '27-37'}, {'index': '32', 'category': '六座商务', 'carModel': 'undefined', 'price': '50-61'}, {'index': '33', 'category': '豪华型', 'carModel': 'undefined', 'price': '55-63'}]}",帮我打30元以下的车去深圳北站,sessionId20250626lhx0076,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '20', '22', '23', '24', '25', '26', '27', '28', '29', '30']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '20', '22', '23', '24', '25', '26', '27', '28', '29', '30']",,杨丽丽,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '14.8-23.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '13.5-20.6'}, {'index': '2', 'category': '经济型', 'carModel': 'T3出行', 'price': '14'}, {'index': '3', 'category': '经济型', 'carModel': '5U出行', 'price': '16'}, {'index': '4', 'category': '经济型', 'carModel': '神州专车', 'price': '16'}, {'index': '5', 'category': '经济型', 'carModel': '中交出行', 'price': '17'}, {'index': '6', 'category': '经济型', 'carModel': '妥妥E行', 'price': '17'}, {'index': '7', 'category': '经济型', 'carModel': '全民GO', 'price': '17'}, {'index': '8', 'category': '经济型', 'carModel': '曹操出行', 'price': '18'}, {'index': '9', 'category': '经济型', 'carModel': '及时用车', 'price': '18'}, {'index': '10', 'category': '经济型', 'carModel': '东潮出行', 'price': '18'}, {'index': '11', 'category': '经济型', 'carModel': '如祺出行', 'price': '19'}, {'index': '12', 'category': '经济型', 'carModel': '飞嘀打车', 'price': '19'}, {'index': '13', 'category': '经济型', 'carModel': '900出行', 'price': '19'}, {'index': '14', 'category': '经济型', 'carModel': '享道出行', 'price': '20'}, {'index': '15', 'category': '经济型', 'carModel': '斑马快跑', 'price': '20'}, {'index': '16', 'category': '经济型', 'carModel': '首汽约车', 'price': '21'}, {'index': '17', 'category': '经济型', 'carModel': '聚的新出租', 'price': '27'}, {'index': '18', 'category': '经济型', 'carModel': '深圳出租', 'price': '27'}, {'index': '19', 'category': '特快车', 'carModel': 'undefined', 'price': '25'}, {'index': '20', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '21', 'category': '优享型', 'carModel': '享道出行', 'price': '17'}, {'index': '22', 'category': '优享型', 'carModel': '东潮出行', 'price': '20'}, {'index': '23', 'category': '优享型', 'carModel': '中交出行', 'price': '20'}, {'index': '24', 'category': '优享型', 'carModel': '飞嘀打车', 'price': '21'}, {'index': '25', 'category': '优享型', 'carModel': '及时用车', 'price': '22'}, {'index': '26', 'category': '优享型', 'carModel': '斑马快跑', 'price': '22'}, {'index': '27', 'category': '优享型', 'carModel': '全民GO', 'price': '22'}, {'index': '28', 'category': '优享型', 'carModel': '曹操出行', 'price': '24'}, {'index': '29', 'category': '优享型', 'carModel': 'T3出行', 'price': '24'}, {'index': '30', 'category': '优享型', 'carModel': '首汽约车', 'price': '25'}, {'index': '31', 'category': '轻享专车', 'carModel': 'undefined', 'price': '23-26'}, {'index': '32', 'category': '六座商务', 'carModel': 'undefined', 'price': '48-53'}, {'index': '33', 'category': '豪华型', 'carModel': 'undefined', 'price': '53-61'}]}",帮我打30元以下的车去深圳北站,sessionId20250626lhx0077,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",,杨丽丽,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '15.2-23.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '15.2-23.6'}, {'index': '2', 'category': '经济型', 'carModel': '5U出行', 'price': '17'}, {'index': '3', 'category': '经济型', 'carModel': '神州专车', 'price': '17'}, {'index': '4', 'category': '经济型', 'carModel': '全民GO', 'price': '18'}, {'index': '5', 'category': '经济型', 'carModel': '妥妥E行', 'price': '18'}, {'index': '6', 'category': '经济型', 'carModel': '中交出行', 'price': '19'}, {'index': '7', 'category': '经济型', 'carModel': '曹操出行', 'price': '19'}, {'index': '8', 'category': '经济型', 'carModel': '斑马快跑', 'price': '20'}, {'index': '9', 'category': '经济型', 'carModel': '东潮出行', 'price': '20'}, {'index': '10', 'category': '经济型', 'carModel': '及时用车', 'price': '20'}, {'index': '11', 'category': '经济型', 'carModel': '享道出行', 'price': '20'}, {'index': '12', 'category': '经济型', 'carModel': '飞嘀打车', 'price': '21'}, {'index': '13', 'category': '经济型', 'carModel': '如祺出行', 'price': '22'}, {'index': '14', 'category': '经济型', 'carModel': '首汽约车', 'price': '22'}, {'index': '15', 'category': '经济型', 'carModel': 'T3出行', 'price': '23'}, {'index': '16', 'category': '经济型', 'carModel': '阳光出行', 'price': '27'}, {'index': '17', 'category': '经济型', 'carModel': '聚的新出租', 'price': '30'}, {'index': '18', 'category': '经济型', 'carModel': '深圳出租', 'price': '30'}, {'index': '19', 'category': '特快车', 'carModel': 'undefined', 'price': '27'}, {'index': '20', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '21', 'category': '优享型', 'carModel': '享道出行', 'price': '21'}, {'index': '22', 'category': '优享型', 'carModel': '东潮出行', 'price': '21'}, {'index': '23', 'category': '优享型', 'carModel': '中交出行', 'price': '21'}, {'index': '24', 'category': '优享型', 'carModel': '斑马快跑', 'price': '22'}, {'index': '25', 'category': '优享型', 'carModel': '全民GO', 'price': '23'}, {'index': '26', 'category': '优享型', 'carModel': '首汽约车', 'price': '26'}, {'index': '27', 'category': '优享型', 'carModel': 'T3出行', 'price': '26'}, {'index': '28', 'category': '轻享专车', 'carModel': 'undefined', 'price': '26-36'}, {'index': '29', 'category': '六座商务', 'carModel': 'undefined', 'price': '52-65'}, {'index': '30', 'category': '豪华型', 'carModel': 'undefined', 'price': '56-64'}]}",帮我打30元以下的车去深圳北站,sessionId20250626lhx0078,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '21', '22', '23', '24', '25', '26', '27']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '21', '22', '23', '24', '25', '26', '27']",,杨丽丽,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'carModel': '极速拼车', 'price': '9.5'}, {'index': '1', 'carModel': '花小猪外接版', 'price': '11.1'}, {'index': '2', 'carModel': '特惠快车', 'price': '12.8'}, {'index': '3', 'carModel': '快车', 'price': '13.0'}, {'index': '4', 'carModel': '宽敞好车', 'price': '15.3'}, {'index': '5', 'carModel': '出租车', 'price': '10.0'}, {'index': '6', 'carModel': '花小猪正价版', 'price': '12.5'}, {'index': '7', 'carModel': '滴滴轻享', 'price': '12.9'}, {'index': '8', 'carModel': '曹操出行', 'price': '14.0'}, {'index': '9', 'carModel': '专车', 'price': '14.3'}, {'index': '10', 'carModel': '如祺出行', 'price': '14.5'}, {'index': '11', 'carModel': '滴滴特快', 'price': '14.9'}, {'index': '12', 'carModel': '六座专车', 'price': '16.2'}, {'index': '13', 'carModel': '豪华车', 'price': '75.7'}, {'index': '14', 'carModel': '六座豪华车', 'price': '168.0'}]}",帮我打车去海底捞，要求费用不能高于50元,sessionId20250626lhx0079,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",,杨丽丽,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '特惠快车', 'price': '46.1-48.3'}, {'index': '1', 'category': '经济型', 'carModel': '风韵出行', 'price': '55'}, {'index': '2', 'category': '经济型', 'carModel': '聚优出租', 'price': '59'}, {'index': '3', 'category': '经济型', 'carModel': '河南出租', 'price': '59'}, {'index': '4', 'category': '经济型', 'carModel': '优e出租', 'price': '63'}, {'index': '5', 'category': '经济型', 'carModel': '风韵出行特选', 'price': '63'}, {'index': '6', 'category': '经济型', 'carModel': '聚的新出租', 'price': '63'}, {'index': '7', 'category': '经济型', 'carModel': '首汽约车', 'price': '64'}, {'index': '8', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '9', 'category': '优享型', 'carModel': '阳光出行', 'price': '73'}, {'index': '10', 'category': '优享型', 'carModel': '风韵出行', 'price': '76'}, {'index': '11', 'category': '优享型', 'carModel': '首汽约车', 'price': '84'}, {'index': '12', 'category': '优享型', 'carModel': '哈哈出行', 'price': '92'}, {'index': '13', 'category': '优享型', 'carModel': '搭顺出行', 'price': '100'}]}",帮我打车去平顶山学院多平台轿车,sessionId20250626lhx0080,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}",[],[],,杨丽丽,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '15.1-23.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '14.9-19.6'}, {'index': '2', 'category': '经济型', 'carModel': '神州专车', 'price': '17'}, {'index': '3', 'category': '经济型', 'carModel': 'T3出行', 'price': '18'}, {'index': '4', 'category': '经济型', 'carModel': '妥妥E行', 'price': '19'}, {'index': '5', 'category': '经济型', 'carModel': '5U出行｜900出行', 'price': '19'}, {'index': '6', 'category': '经济型', 'carModel': '全民GO', 'price': '19'}, {'index': '7', 'category': '经济型', 'carModel': '享道出行｜东潮出行｜及时用车｜中交出行｜曹操出行｜飞嘀打车', 'price': '20'}, {'index': '8', 'category': '经济型', 'carModel': '如祺出行｜斑马快跑', 'price': '21'}, {'index': '9', 'category': '经济型', 'carModel': '阳光出行', 'price': '27'}, {'index': '10', 'category': '经济型', 'carModel': '聚的新出租', 'price': '29'}, {'index': '11', 'category': '经济型', 'carModel': '深圳出租', 'price': '29'}, {'index': '12', 'category': '特快车', 'carModel': 'undefined', 'price': '26'}, {'index': '13', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '14', 'category': '优享型', 'carModel': '中交出行｜神州专车', 'price': '20'}, {'index': '15', 'category': '优享型', 'carModel': '飞嘀打车｜东潮出行', 'price': '21'}, {'index': '16', 'category': '优享型', 'carModel': '享道出行', 'price': '22'}, {'index': '17', 'category': '优享型', 'carModel': '全民GO', 'price': '22'}, {'index': '18', 'category': '优享型', 'carModel': '及时用车｜斑马快跑｜妥妥E行', 'price': '23'}, {'index': '19', 'category': '优享型', 'carModel': '曹操出行', 'price': '24'}, {'index': '20', 'category': '优享型', 'carModel': 'T3出行', 'price': '25'}, {'index': '21', 'category': '轻享专车', 'carModel': 'undefined', 'price': '26-37'}, {'index': '22', 'category': '六座商务', 'carModel': 'undefined', 'price': '50-58'}, {'index': '23', 'category': '豪华型', 'carModel': 'undefined', 'price': '55-63'}]}",帮我打30元以下的车去深圳北站,sessionId20250626lhx0081,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '14', '15', '16', '17', '18', '19', '20']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '14', '15', '16', '17', '18', '19', '20']",,杨丽丽,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '15.1-25.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '15.2-20.2'}, {'index': '2', 'category': '经济型', 'carModel': '神州专车', 'price': '18'}, {'index': '3', 'category': '经济型', 'carModel': 'T3出行', 'price': '19'}, {'index': '4', 'category': '经济型', 'carModel': '全民GO', 'price': '19'}, {'index': '5', 'category': '经济型', 'carModel': '中军出行', 'price': '19'}, {'index': '6', 'category': '经济型', 'carModel': '享道出行', 'price': '20'}, {'index': '7', 'category': '经济型', 'carModel': '东潮出行｜中交出行｜曹操出行｜及时用车｜5U出行｜900出行', 'price': '20'}, {'index': '8', 'category': '经济型', 'carModel': '如祺出行｜飞嘀打车', 'price': '21'}, {'index': '9', 'category': '经济型', 'carModel': '聚的新出租', 'price': '29'}, {'index': '10', 'category': '经济型', 'carModel': '深圳出租', 'price': '29'}, {'index': '11', 'category': '特快车', 'carModel': 'undefined', 'price': '28'}, {'index': '12', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '13', 'category': '优享型', 'carModel': '中交出行', 'price': '21'}, {'index': '14', 'category': '优享型', 'carModel': '东潮出行', 'price': '22'}, {'index': '15', 'category': '优享型', 'carModel': '享道出行', 'price': '22'}, {'index': '16', 'category': '优享型', 'carModel': '曹操出行', 'price': '23'}, {'index': '17', 'category': '优享型', 'carModel': '神州专车｜飞嘀打车', 'price': '23'}, {'index': '18', 'category': '优享型', 'carModel': '首汽约车', 'price': '29'}, {'index': '19', 'category': '轻享专车', 'carModel': 'undefined', 'price': '28-39'}, {'index': '20', 'category': '六座商务', 'carModel': 'undefined', 'price': '50-58'}, {'index': '21', 'category': '豪华型', 'carModel': 'undefined', 'price': '56-65'}]}",帮我打30元以下的车去深圳北站,sessionId20250626lhx0082,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '13', '14', '15', '16', '17', '18']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '13', '14', '15', '16', '17', '18']",,杨丽丽,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '15.2-25.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '17.3-27.1'}, {'index': '2', 'category': '经济型', 'carModel': '神州专车', 'price': '19'}, {'index': '3', 'category': '经济型', 'carModel': '全民GO', 'price': '20'}, {'index': '4', 'category': '经济型', 'carModel': '东潮出行', 'price': '21'}, {'index': '5', 'category': '经济型', 'carModel': '5U出行', 'price': '21'}, {'index': '6', 'category': '经济型', 'carModel': '中交出行', 'price': '21'}, {'index': '7', 'category': '经济型', 'carModel': '及时用车', 'price': '21'}, {'index': '8', 'category': '经济型', 'carModel': '曹操出行', 'price': '21'}, {'index': '9', 'category': '经济型', 'carModel': '中军出行', 'price': '23'}, {'index': '10', 'category': '经济型', 'carModel': '飞嘀打车', 'price': '23'}, {'index': '11', 'category': '经济型', 'carModel': 'T3出行', 'price': '25'}, {'index': '12', 'category': '经济型', 'carModel': '妥妥E行', 'price': '25'}, {'index': '13', 'category': '经济型', 'carModel': '如祺出行', 'price': '26'}, {'index': '14', 'category': '经济型', 'carModel': '首汽约车', 'price': '26'}, {'index': '15', 'category': '经济型', 'carModel': '享道出行', 'price': '27'}, {'index': '16', 'category': '经济型', 'carModel': '聚的新出租', 'price': '30'}, {'index': '17', 'category': '经济型', 'carModel': '深圳出租', 'price': '30'}, {'index': '18', 'category': '特快车', 'carModel': 'undefined', 'price': '29'}, {'index': '19', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '20', 'category': '优享型', 'carModel': '享道出行', 'price': '21'}, {'index': '21', 'category': '优享型', 'carModel': '中交出行', 'price': '23'}, {'index': '22', 'category': '优享型', 'carModel': '东潮出行', 'price': '23'}, {'index': '23', 'category': '优享型', 'carModel': '飞嘀打车', 'price': '24'}, {'index': '24', 'category': '优享型', 'carModel': '曹操出行', 'price': '25'}, {'index': '25', 'category': '优享型', 'carModel': '妥妥E行', 'price': '26'}, {'index': '26', 'category': '优享型', 'carModel': '全民GO', 'price': '26'}, {'index': '27', 'category': '优享型', 'carModel': '及时用车', 'price': '26'}, {'index': '28', 'category': '优享型', 'carModel': 'T3出行', 'price': '26'}, {'index': '29', 'category': '优享型', 'carModel': '首汽约车', 'price': '29'}, {'index': '30', 'category': '轻享专车', 'carModel': 'undefined', 'price': '29-39'}, {'index': '31', 'category': '六座商务', 'carModel': 'undefined', 'price': '51-58'}, {'index': '32', 'category': '豪华型', 'carModel': 'undefined', 'price': '57-66'}]}",帮我打30元以下的车去深圳北站,sessionId20250626lhx0083,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29']",,杨丽丽,,,,,,,,,,,
